gene	GSM1495249	GSM1495251	GSM1495253	GSM1495250	GSM1495252
54926	1.32	1.34	1.58	1.26	1.11
54927	0.66	0.73	1.05	0.61	0.81
54928	1.56	1.55	1.69	1.6	1.78
54929	0.33	0.48	0.42	0.37	0.51
54930	0.26	0.26	0.5	0.25	0.58
54931	0.4	0.54	0.42	0.48	0.63
54932	0.46	0.63	1.09	0.69	0.9
54933	0.14	0.1	-0.06	0.08	-0.03
54934	0.41	0.42	0.66	0.48	0.75
54935	0.13	0.14	0	0.16	-0.01
54936	0.57	0.56	0.64	0.5	0.5
54937	-0.23	-0.06	-0.2	-0.08	-0.06
54938	0.28	0.4	0.38	0.41	0.21
54939	0.75	0.66	0.94	0.77	1
54940	2.01	2.04	1.68	2.06	1.91
54941	0.32	0.16	0.15	0.3	0.1
54942	0.46	0.41	0.53	0.37	0.62
54943	0.07	0.04	-0.06	0.06	0.05
54946	1.44	1.42	0.98	1.41	0.8
54947	0.56	0.41	0.63	0.37	0.24
54948	0.55	0.65	0.57	0.54	0.67
54949	0.32	0.35	0.36	0.26	0.63
54951	0.31	0.32	0.22	0.25	0.44
54952	0.36	0.32	0.32	0.27	0.23
54954	0.7	0.6	1.2	0.62	0.98
54956	0.09	0.11	0.31	0.07	0.22
54957	0.34	0.41	0.53	0.33	0.37
54958	0.32	0.45	0.1	0.37	0.02
54959	-1.17	-0.61	-1.19	-1.17	-1.18
54960	0.27	0.26	0.52	0.38	0.42
54961	0.45	0.24	0.14	0.47	0.12
54962	0.06	0.07	0.1	0	0.26
54963	0.46	0.55	0.75	0.59	0.67
54965	0.86	0.91	0.84	0.86	0.84
54967	-0.31	-0.42	-0.58	-0.55	-0.32
54968	0.81	1.05	0.32	0.73	0.39
54969	0.61	0.56	0.64	0.61	0.76
54970	0.03	0.06	-0.15	0.17	-0.17
54971	0.24	0.35	0.43	0.3	0.25
54972	1.96	2.24	1.18	2.06	2.18
54974	0.11	0.1	0.16	0.1	0.24
54977	0.6	0.62	0.63	0.65	0.71
54978	0.83	0.82	0.76	0.67	0.87
54979	-0.41	-0.42	-0.49	-0.55	-1.18
54981	0.53	0.57	0.18	0.56	0.26
54982	0.44	0.4	0.27	0.56	0.46
54984	0.03	0.15	0.15	0.05	0.2
54985	0.99	1.12	0.49	0.93	0.73
54986	-0.03	-0.12	-0.02	-0.01	-0.02
54988	0.01	0.05	0.3	-0.01	0.12
54989	1.27	1.36	1.43	1.23	1.05
54993	0.14	0.09	0.36	0.14	0.32
54994	1.09	1.12	1.29	1.04	1.32
54995	0.07	0.11	0.15	0.03	0.29
54996	0.59	0.54	0.36	0.41	0.34
54997	0.29	0.44	-0.06	0.51	0.25
54998	1	1.24	0.84	1.06	0.7
55001	-0.19	-0.16	-0.25	-0.13	-0.23
55002	0.87	0.94	0.82	0.73	0.76
55003	0.41	0.31	0.51	0.32	0.53
55004	1.08	1.11	1.24	1.08	1.48
55005	0.42	0.45	0.35	0.38	0.48
55006	0.24	0.26	0.33	0.27	0.58
55007	0.55	0.41	0.35	0.25	0.48
55008	0.48	0.49	0.46	0.45	0.22
55010	-0.17	-0.12	-0.07	-0.17	0.11
55011	1.03	1.01	0.81	0.87	0.73
55012	0.69	0.64	0.65	0.71	0.82
55014	0.33	0.24	0.47	0.32	0.53
55015	0.71	0.65	1.1	0.83	0.9
55016	0.84	0.76	1.14	0.89	1.34
55020	0.3	0.17	0.21	0.23	0.07
55022	1.22	1.25	1.58	1.1	2.15
55023	0.93	0.75	1.05	1.01	0.87
55024	-0.15	-0.13	-0.4	-0.14	-0.23
55026	0.55	0.27	1.05	0.16	1.64
55027	0.44	0.49	0.56	0.32	0.46
55030	0.97	1.13	0.69	1.23	0.71
55031	1.77	1.62	1.81	1.59	1.88
55032	1.11	1.04	1.11	1.1	1.47
55033	0.27	0.35	0.55	0.36	0.65
55034	-0.16	-0.18	-0.21	-0.03	-0.17
55035	0.54	0.46	1.03	0.62	1.16
55036	0.14	0.16	0.41	0.12	0.19
55037	1.15	1.13	1.6	1.25	1.62
55038	-0.1	-0.06	0.04	-0.08	0.14
55039	0.3	0.31	0.25	0.24	0.28
55040	0.01	0.07	-0.26	-0.01	-0.2
55041	2.18	2.23	1.65	2.15	1.91
55048	0.46	0.63	0.39	0.46	0.44
55051	0.5	0.48	0.68	0.53	0.59
55052	1.07	1.05	0.74	1	0.69
55054	0.7	0.95	0.51	0.89	0.53
55055	0.2	0.19	0.19	0.2	0.31
55061	1.01	1.16	0.97	0.89	1.36
55062	0.27	0.25	0.23	0.24	0.1
55063	0.06	0.08	0.32	0.2	0.34
55064	-0.01	0.01	-0.09	0.08	-0.1
55065	-0.24	-0.22	-0.23	-0.22	-0.25
55066	0.95	1.21	1.11	0.84	1.65
55068	0.38	0.5	0.33	0.47	0.59
55069	1.58	1.5	1.78	1.39	1.43
55070	0.12	0.13	0.27	0.14	0.27
55072	0.77	0.68	0.81	0.8	0.89
55073	0.25	0.22	0.68	0.36	0.77
55074	1.84	1.98	1.12	2.06	1.17
55075	0.49	0.31	0.44	0.63	0.58
55076	0.68	0.67	0.8	0.84	0.96
55079	0.24	0.46	0.19	0.35	-0.09
55080	0.16	0.1	0.14	0.12	0.4
55081	0.69	0.94	0.53	0.7	0.48
55082	1.7	1.68	2.02	1.92	1.83
55083	0.8	0.99	0.1	0.41	1.24
55084	1.29	1.3	0.97	1.38	1.17
55088	0.58	0.55	0.41	0.73	0.44
55089	-0.46	-0.33	-0.4	-0.26	-0.01
55090	0.7	0.75	0.58	0.73	0.64
55092	0.14	0.14	0.28	0.04	0.38
55093	0.15	0.2	0.13	0.27	0.26
55094	0.26	0.23	0.36	0.31	0.21
55095	1.39	1.34	1.56	1.39	0.86
55096	-0.31	-0.32	-0.12	-0.22	-0.25
55100	0.4	0.4	0.8	0.44	0.64
55102	1.14	1.11	0.99	1.23	0.94
55103	0.47	0.42	0.83	0.41	0.58
55105	0.29	0.34	0.47	0.37	0.48
55106	-0.18	-0.21	0	-0.15	-0.07
55107	0	-0.01	-0.27	-0.05	-0.09
55108	1.64	1.55	1.62	1.53	1.34
55109	1.01	0.96	0.8	1.03	1.06
55110	0.12	0.14	0.33	0.14	0.42
55111	0.84	0.89	0.81	0.81	0.93
55112	0.73	0.6	0.85	0.74	0.88
55113	0.08	0.1	0.05	0.14	-0.03
55114	0.5	0.45	0.79	0.5	0.73
55116	0.24	0.42	0.31	0.29	0.18
55117	0.93	0.95	-0.08	1.15	-0.11
55118	0.67	0.81	0.97	0.62	1.8
55119	1.03	0.84	1.3	0.91	0.86
55120	0.47	0.51	0.47	0.72	0.57
55122	1.01	0.99	1	1.01	1.01
55124	-0.16	-0.2	-0.05	-0.15	-0.25
55125	0.48	0.52	0.95	0.57	0.75
55127	0.44	0.4	0.76	0.45	0.75
55128	0.27	0.31	0.33	0.31	0.46
55129	0.58	0.65	0.47	0.59	0.53
55130	-0.11	-0.21	-0.07	-0.18	-0.16
55131	0.63	0.65	1.52	0.75	1.09
55132	0.59	0.62	0.4	0.53	0.42
55133	0.12	0.13	0.45	0.11	0.51
55135	0.11	0.13	0.25	0.1	0.4
55137	0.09	0.11	0.69	0.23	0.57
55138	-0.07	-0.05	0.08	0.03	-0.06
55139	0.93	0.79	1.39	1.08	1.04
55140	0.94	0.99	0.91	0.91	1.1
55142	0.7	0.69	0.67	0.62	0.9
55143	-0.21	-0.12	0.05	-0.18	0.1
55144	0.96	0.93	1.11	1.16	0.82
55145	0.2	0.22	0.22	0.16	0.27
55146	0.59	0.62	0.91	0.7	0.84
55147	1.14	1.22	1.4	1.18	1.43
55148	1.09	1.27	1.06	1.1	1.27
55149	0.49	0.52	0.95	0.56	0.8
55151	0.17	0.2	0.34	0.24	0.72
55152	0.52	0.53	0.5	0.63	0.52
55153	0.82	0.84	0.68	0.86	0.72
55154	0.64	0.62	0.73	0.67	0.86
55156	1.07	1.02	1.05	1.07	1.17
55157	0.26	0.22	0.31	0.23	0.54
55159	0.25	0.25	0.58	0.22	0.51
55160	0.86	0.83	1.79	0.73	1.15
55161	1.05	1.14	1.14	1.08	1.17
55163	0.68	0.65	0.61	0.53	0.67
55164	0.11	0.14	0.11	0.13	0.24
55165	-0.2	-0.19	-0.07	-0.36	0.17
55166	0	0.11	0.27	0.04	0.4
55167	0.64	0.66	0.85	0.67	0.92
55168	0.47	0.59	0.31	0.39	0.48
55170	0.35	0.48	0.4	0.48	0.29
55171	0.15	0.22	0.39	0.16	0.44
55172	0.13	0.21	0.37	0.23	0.4
55173	0.77	0.74	0.66	0.74	0.82
55174	0.92	0.98	1.18	1.05	1.07
55175	0.11	0.08	0.12	0.16	0.15
55176	1.11	1.21	1.02	1.08	0.73
55177	1.35	1.36	1.32	1.19	1.31
55178	0.22	0.3	0.25	0.18	0.35
55179	0.21	0.2	0.38	0.22	0.25
55180	0.23	0.19	0.34	0.26	0.3
55181	0.4	0.38	0.55	0.43	0.53
55182	1.66	1.64	1.25	1.77	0.94
55183	1.25	1.21	1.13	1.15	0.99
55184	0.22	0.19	0.13	0.29	0.07
55186	1.36	1.38	1.72	1.46	1.56
55187	1.59	1.56	2.23	1.6	1.4
55188	0.63	0.65	0.63	0.63	0.68
55190	1.18	1.33	1.01	1	1.06
55191	0.79	0.81	1.11	0.84	0.83
55192	0.36	0.34	0.46	0.34	0.37
55193	0.81	0.73	1.29	0.77	1.11
55194	0.07	0.07	-0.06	0.06	-0.02
55196	0.43	0.38	0.69	0.38	0.43
55197	1.69	1.69	1.69	1.7	1.71
55198	1.03	0.99	1.51	0.9	1.46
55199	-0.06	-0.02	-0.02	0.03	-0.04
55200	-0.56	-1.21	-0.31	-0.36	-0.37
55201	1.21	1.38	0.75	1.37	0.75
55203	0.31	0.63	-0.03	0.28	0.07
55204	0.45	0.39	0.37	0.43	0.34
55205	1.56	1.39	2.16	1.48	1.96
55206	1.31	1.23	0.91	1.26	0.8
55207	2	1.95	1.6	1.95	1.49
55208	0.49	0.49	0.58	0.44	0.56
55209	1.4	1.3	2.36	1.44	2.3
55210	0.51	0.6	0.96	0.5	0.36
55211	-0.24	-0.24	-0.15	-0.17	-0.11
55212	0.83	0.88	0.32	0.88	0.41
55213	1.06	0.94	1.46	1	1.08
55214	0.05	0.05	0.12	0.07	0.07
55215	0.03	0.16	0.4	0.1	0.64
55217	0.25	0.24	0.5	0.23	0.59
55218	0.89	0.92	1.23	0.93	1.2
55220	0.32	0.39	0.99	0.13	0.5
55222	0.67	0.82	0.66	0.94	1.13
55223	0.34	0.4	0.53	0.44	0.38
55224	0.17	0.24	0.24	0.28	0.17
55225	0.5	0.45	0.96	0.59	0.52
55226	0.89	0.8	0.96	0.87	1.1
55227	0.17	0.16	0.68	0.25	0.66
55229	0.5	0.78	0.53	0.7	0.36
55230	0.64	0.53	0.87	0.7	0.84
55231	-0.21	-0.12	-0.28	-0.08	-0.12
55233	0.98	0.81	1.24	0.74	1.3
55234	1.17	1.23	1.43	1.16	1.06
55236	0.87	0.84	1.07	0.96	1.17
55237	-0.41	-0.61	-0.49	-0.4	-0.37
55238	0.68	0.79	0.6	0.65	0.76
55239	0.71	0.86	0.93	0.7	0.97
55240	0.17	-0.01	0.09	-0.01	-0.01
55244	0.13	0.07	-0.11	-0.03	0.01
55245	0.98	1.08	0.85	1.03	0.96
55246	1.12	1.17	1.07	1.11	1.05
55247	-0.32	-0.22	-0.07	-0.55	0.05
55248	0.69	0.52	0.59	0.71	0.77
55249	1.23	1.29	1.34	1.15	1.46
55250	1.13	1.02	1.35	1.21	1.2
55251	1.29	1.18	1.96	1.27	1.8
55252	0.63	0.55	0.78	0.63	0.84
55253	0.47	0.33	0.62	0.54	0.53
55254	0.15	0.1	0.42	0.14	0.37
55255	0.94	1.12	0.64	0.77	0.89
55256	1.08	0.92	1.05	0.96	1.14
55257	0.39	0.42	0.31	0.28	0.29
55258	0.56	0.27	0.01	0.65	-0.04
55259	-0.11	-0.1	-0.02	-0.02	-0.13
55260	0.04	0.13	0.12	0.23	0
55266	0.79	0.86	0.63	0.68	0.9
55267	-0.18	-0.12	-0.13	-0.1	0.01
55268	0.53	0.54	0.26	0.69	0.08
55269	1.12	1.15	1.05	1.05	0.93
55270	0.31	0.4	0.19	0.35	0.25
55272	0.74	0.79	0.69	0.8	0.82
55273	0.06	0.17	1.61	0.12	1.85
55274	1.38	1.31	1.65	1.23	1.3
55275	1.67	1.63	1.01	1.59	1.04
55276	0.35	0.28	0.38	0.21	0.54
55277	0.14	0.13	0.06	0.11	0.16
55278	0.44	0.31	0.53	0.42	0.78
55279	0.4	0.35	0.4	0.41	0.44
55280	0.35	0.49	0.53	0.56	0.59
55281	0.18	0.14	0.35	0.2	0.29
55282	-0.16	-0.2	-0.12	-0.15	-0.08
55283	-0.2	-0.31	-0.21	-0.19	-0.17
55284	1.11	1.12	0.74	1.06	0.72
55285	0.12	0.08	0.25	0.1	0.28
55287	-0.32	-0.25	-0.35	-0.22	-0.27
55288	1.09	1.23	0.93	1.2	0.88
55289	-0.26	-0.25	-0.17	-0.23	-0.13
55290	0.57	0.56	0.28	0.53	0.37
55291	1.04	0.97	1.42	1.04	1.51
55293	0.55	0.47	0.72	0.57	0.79
55294	1.82	1.85	0.54	2.06	0.5
55295	0.68	0.82	0.04	0.79	-0.06
55296	0.15	0.14	0.08	0.1	0.16
55297	0.72	0.79	0.77	0.78	0.47
55298	0.53	0.62	0.42	0.49	0.51
55299	0.37	0.35	0.49	0.36	0.58
55300	0.11	0.09	0.13	0.11	0.2
55301	-0.37	-0.42	-0.4	-0.55	-0.3
55303	0.56	0.46	0.31	0.36	0.23
55304	0.06	0.02	0.16	0.08	0.06
55308	0.9	0.91	1.08	0.98	1.15
55311	0.86	0.81	0.77	0.83	0.53
55312	1.09	1.2	0.82	1.29	1.09
55313	0.67	0.56	0.16	0.63	0.19
55314	1.84	1.41	0.83	1.86	1.18
55315	0.26	0.33	0.28	0.19	0.22
55316	0.97	0.94	0.98	0.99	0.92
55317	0.4	0.44	0.33	0.37	0.34
55319	0.13	0.17	0.31	0.2	0.35
55320	0.3	0.28	0.33	0.26	0.12
55321	0.33	0.32	0.05	0.41	0.05
55323	1.52	1.42	0.52	1.55	0.68
55324	1.14	1.14	1.18	1.21	1.15
55325	0.72	0.6	0.41	0.64	0.94
55326	1.1	0.99	1.69	0.95	1.48
55327	0.69	0.69	0.65	0.74	0.6
55328	0.08	0.08	-0.01	0.07	0.02
55329	-0.05	-0.07	0.16	-0.02	0.26
55330	0.12	0.2	0.23	0.18	0.33
55331	1.08	1.19	1.27	1.04	1.22
55332	0.12	-0.01	0.12	0.08	0.47
55333	0.91	0.88	1.1	0.89	1.11
55334	1.11	1.12	1.32	1.16	1.6
55335	0.13	0.21	-0.14	0.05	-0.17
55336	-0.01	0.02	0.01	0.04	0.17
55339	1.06	1.07	1.3	1.05	1.36
55340	0.25	0.15	0.27	0.25	0.15
55341	0.66	0.67	0.79	0.69	0.86
55342	0.86	1.06	0.8	0.85	0.88
55343	0.16	0.29	0.26	0.29	0.38
55344	0.47	1.01	0.75	0.81	0.89
55345	0.06	0.03	0.35	0.2	0.48
55346	0.59	0.57	0.31	0.68	0.42
55347	0.91	0.92	0.93	0.87	0.85
55349	0.78	0.64	1.28	0.64	0.91
55350	-0.24	-0.24	-0.12	-0.17	-0.1
55351	0.25	0.19	0.26	0.11	0.07
55352	1.04	1.17	0.64	0.93	0.55
55353	1.31	1.24	1.66	1.1	1.89
55355	-0.19	-0.08	0.08	-0.26	0.31
55356	0.62	0.51	0.02	0.77	0.09
55357	0.34	0.15	0.31	0.4	0.48
55359	0.2	0.28	-0.37	0.51	-0.37
55361	0.99	0.94	0.68	0.93	0.7
55362	1.2	1.42	0.91	1.15	1.09
55363	-0.56	-0.42	-0.44	-0.46	-0.41
55364	0.67	0.68	1.27	0.65	0.95
55365	0.44	0.17	0.63	0.17	0.03
55366	0.65	0.65	0.87	0.66	0.9
55367	0.52	0.54	1.06	0.82	0.9
55370	-0.07	-0.06	0.11	0.04	-0.11
55374	0.13	0.04	0.29	0.13	0.37
55379	1.07	1.12	1.24	0.95	1.35
55380	-0.26	-0.27	-0.18	-0.22	-0.2
55388	-0.16	-0.13	0.11	-0.26	0.24
55421	0.98	0.99	0.98	0.95	0.9
55422	0.79	0.72	0.81	0.75	0.53
55423	-0.37	-0.46	-1.19	-0.46	-0.46
55425	0.68	0.74	0.85	0.85	0.87
55432	0.46	0.41	0.5	0.5	0.38
55435	0.52	0.62	0.45	0.69	0.58
55437	0.65	0.62	1.01	0.61	1.2
55450	2.85	2.86	1.79	3.02	1.41
55454	0.64	0.55	0.75	0.54	0.79
55466	1.85	1.77	0.17	1.77	0.08
55471	0.38	0.43	0.33	0.38	0.36
55486	0.7	0.68	0.8	0.65	1.09
55500	1.31	1.38	1.16	1.26	0.89
55501	0.68	0.71	0.59	0.76	0.66
55502	0.45	0.58	2.11	0.59	2.63
55503	0.19	0.31	-0.18	0.24	-0.27
55504	0.11	0.05	0.57	0.08	0.72
55505	0.44	0.49	0.48	0.43	0.54
55506	0.31	0.29	0.84	0.22	0.9
55507	-1.17	-0.61	-0.58	-1.17	-1.18
55508	0.54	0.6	0.57	0.71	0.86
55509	0.09	0.1	-0.09	0.01	-0.12
55510	-0.56	-0.3	-0.28	-0.24	-0.29
55511	-0.56	-1.21	-0.58	-1.17	-1.18
55512	0.8	0.75	1.08	0.84	0.86
55515	0.35	0.53	1.98	0.38	2.27
55520	0.08	0.09	0.2	0.09	0.35
55521	0.85	0.81	0.1	0.8	0.05
55526	0.61	0.55	1.44	0.55	1.26
55527	1.03	1.09	1.04	1.03	1.29
55530	1.55	1.73	0.6	1.93	1.2
55531	1.49	1.7	0.31	1.59	0.35
55532	0.14	0.1	0.23	0.27	-0.09
55534	0.12	0.13	0.09	0.02	0
55536	0.1	0.17	0.59	0.21	0.76
55540	0.55	0.5	0.89	0.58	0.55
55544	0.4	0.41	0.55	0.3	0.72
55545	-1.17	-0.51	-1.19	-1.17	-0.56
55552	-0.07	-0.1	0.04	-0.11	-0.03
55553	0.43	0.39	1.79	0.38	2.06
55554	-1.17	-1.21	-1.19	-1.17	-1.18
55556	0.51	0.38	0.38	0.64	0.17
55558	0.56	0.64	1.31	0.67	0.87
55559	0.42	0.55	0.3	0.45	0.42
55561	-0.31	-0.37	-0.31	-0.4	-0.3
55565	0.47	0.48	0.58	0.49	0.75
55567	-0.31	-0.3	-1.19	-0.31	-0.37
55568	0.78	0.57	1.17	0.61	1.46
55571	0.56	0.53	0.54	0.56	0.63
55572	0.72	0.83	0.78	0.99	0.86
55573	1.67	1.52	1.75	1.46	1.82
55576	-1.17	-0.29	-0.2	-0.27	-0.46
55577	1.2	1.02	1.4	1.11	1.21
55578	0.6	0.53	1.08	0.63	1.19
55582	0.01	-0.05	0.29	0.01	0.15
55584	-0.21	-0.13	-0.44	-0.46	-0.46
55585	1.36	1.3	1.1	1.29	1.25
55586	-0.56	-0.61	-0.44	-0.4	-0.41
55588	1.43	1.38	1.67	1.53	1.23
55589	0.9	0.63	1.1	0.7	0.81
55591	1.28	1.29	0.98	1.29	1.2
55592	0.02	-0.01	0.15	0.01	0.01
55593	1.62	1.64	1.3	1.53	1.31
55596	0.26	0.31	0.52	0.35	0.51
55599	0.78	0.66	1.01	1	0.5
55600	-1.17	-0.61	-1.19	-1.17	-0.56
55601	0.17	0.04	0.37	0.09	0.32
55602	0.56	0.5	0.66	0.51	0.73
55605	1.89	1.86	1.49	1.9	2.16
55607	1.29	1.26	1.45	1.31	1
55608	1.03	0.95	1.37	1.14	1.67
55609	0.04	0.02	0.17	0.02	0.18
55610	0.89	0.93	1	1.02	0.65
55611	1.61	1.7	1.26	1.72	1.33
55612	0.07	-0.03	1.72	0.02	1.69
55613	-0.29	-0.39	-0.37	-0.31	-0.15
55614	0.38	0.27	0.06	0.36	0.04
55615	0.58	0.8	0.16	0.33	0.19
55616	0.6	0.53	1.13	0.49	0.66
55617	0.21	0.22	0.09	0.27	0.1
55619	1.2	1.04	1.44	1.29	1.52
55620	-0.09	-0.09	-0.04	-0.09	-0.01
55621	0.85	0.87	0.93	0.94	0.85
55622	0.15	0.1	0.27	0.14	0.37
55623	1.02	0.94	1.09	0.97	1.07
55624	1.33	1.41	1.61	1.48	1.09
55625	0.84	0.95	0.91	0.85	0.94
55626	1.03	1.19	0.86	0.86	0.79
55627	1.08	1.1	1.28	1.15	1.1
55628	0.31	0.35	0.39	0.38	0.35
55629	1.17	1.32	1.25	1.15	0.84
55630	0.04	0.17	-0.09	0.35	-0.1
55631	0.58	0.67	0.7	0.7	0.48
55632	0.34	0.37	0.56	0.51	0.53
55633	0.41	0.5	0.34	0.42	0.24
55634	0.55	0.45	0.42	0.45	0.45
55635	-0.17	-0.15	-0.05	-0.18	0.01
55636	0.71	0.55	2.05	0.69	1.71
55638	1.48	1.73	1.34	1.71	1.83
55640	0.07	-0.1	0.09	-0.1	1.3
55643	1.63	1.78	1.65	1.95	1.65
55644	0.88	0.75	1.17	1.04	0.86
55646	0.04	0.01	0.2	0.02	0.3
55647	0.01	-0.03	0.32	-0.06	0.12
55650	0.19	0.23	0.34	0.24	0.21
55651	0.96	1.09	0.94	1	1.16
55652	1.64	1.49	1.08	1.76	2.05
55653	0.61	0.81	0.14	0.74	0.26
55654	1.46	1.44	1.21	1.32	1.43
55655	0.15	0.44	-0.07	-0.1	-0.2
55656	0.46	0.53	0.85	0.54	0.63
55657	0.78	0.8	1.19	1	1.21
55658	0.87	0.87	0.58	0.81	0.62
55659	0.02	0.04	0.08	0.07	0.06
55660	1.08	0.92	1.58	1	1.63
55661	0.78	0.73	0.95	0.86	0.85
55662	1.15	1.13	1	1.12	0.98
55663	0.35	0.36	0.48	0.43	0.37
55664	0.72	0.86	0.59	0.72	0.42
55665	1.07	1.11	1.1	1.13	1.02
55666	1.33	1.35	1.27	1.37	1.32
55667	0.61	0.45	0.96	0.6	0.68
55668	0.87	0.93	1.18	0.92	1.02
55669	0.74	0.79	0.94	0.86	0.92
55670	1.32	1.35	1.32	1.42	1.51
55671	0.91	0.94	1.21	0.88	1.35
55672	0.86	0.54	1.19	0.63	0.85
55676	0.39	0.43	0.43	0.33	0.56
55677	0.92	0.88	1.05	0.87	1.24
55679	1.02	0.98	1.26	0.82	1.93
55680	1.14	1.1	0.9	1.2	1.05
55681	1.03	1.12	0.91	0.83	0.99
55683	1	0.97	1.15	1.06	1.08
55684	1.94	1.91	1.85	1.89	1.92
55686	0.15	0.2	0.1	0.14	0.27
55687	0.78	0.84	0.83	0.83	0.81
55689	1.11	1.19	1.38	1.21	1.4
55690	1.39	1.47	1.46	1.4	1.34
55691	1.13	1.23	1.32	1.1	1.44
55692	1.18	1.19	1.82	1.35	1.58
55693	-0.08	-0.1	0.02	-0.07	0.07
55695	0.31	0.46	0.41	0.42	0.05
55696	0.93	0.98	1.16	0.84	1.27
55697	0.88	0.92	0.9	0.91	0.87
55698	0.21	0.21	0.16	0.16	0.09
55699	1.25	1.15	1.09	1.18	1.28
55700	2.24	2.25	1.84	2.34	1.64
55701	1.14	1.04	1.82	0.82	1.72
55703	0.34	0.32	0.35	0.34	0.37
55704	1.85	1.69	2.38	1.9	2.2
55705	1.47	1.44	1.82	1.51	1.87
55706	0.36	0.47	0.46	0.38	0.4
55707	0.63	0.55	1.12	0.49	0.65
55709	0.51	0.61	0.53	0.56	0.67
55711	0.45	0.6	0.31	0.64	0.65
55713	0.3	0.32	0.78	0.43	0.91
55714	0.98	1.13	0.06	1.08	-0.13
55715	0.41	0.39	0.76	0.58	0.62
55716	0.64	0.58	0.89	0.71	0.8
55717	0.96	0.94	1.36	1.09	1.2
55718	0.61	0.64	0.96	0.76	0.86
55719	1.04	0.86	1.25	1.09	1.52
55720	0.87	0.82	0.97	0.79	1.09
55721	0.12	0.15	0.13	0.21	0.1
55722	0.02	0.09	0.02	0.11	0.06
55723	-0.29	-0.15	0.01	-0.4	0.24
55727	0.46	0.46	0.72	0.48	0.67
55728	0.12	0.1	0.56	0.12	0.55
55729	0.99	0.91	2.32	0.94	2.05
55731	0.51	0.53	0.61	0.47	0.53
55733	0.08	0.09	0.19	0.05	-0.01
55734	0.36	0.47	0.36	0.37	0.41
55735	1.1	1.11	1.04	1.1	0.75
55737	1.75	1.75	1.62	1.82	1.68
55738	1.43	1.47	2.01	1.55	1.67
55739	1.35	1.27	1.31	1.26	1.42
55740	1.6	1.26	2.12	1.22	2.38
55741	0.19	0.22	0.27	0.17	0.41
55742	0.96	0.9	0.74	0.89	0.93
55743	0.61	0.6	0.54	0.75	0.76
55744	0.64	0.74	1.04	0.77	0.77
55745	1.23	1.15	1.11	1.09	1.1
55746	1.01	0.99	1.31	1.11	1.44
55748	1.96	1.89	1.7	2.01	1.82
55749	1.04	1.03	1.26	0.95	1.27
55750	0.95	0.96	1.14	0.97	0.6
55751	0.69	0.7	0.9	0.7	1.01
55752	1.92	2.05	1.96	1.78	1.53
55753	1.22	1.3	0.09	1.42	0.37
55754	2.27	2.3	2.34	2.31	2.64
55755	0.84	0.82	1.3	0.85	1.14
55756	0.14	0.2	0.36	0.13	0.44
55757	0.31	0.34	0.63	0.51	0.73
55758	0.94	0.75	1.01	0.96	1
55759	0.75	0.83	0.76	0.79	0.78
55760	0.48	0.47	0.43	0.41	0.63
55761	0.82	0.74	1.29	0.78	1.34
55762	0.03	0.03	0.14	0.03	0.08
55763	1.07	1.07	1.2	1.1	1.21
55764	0.82	1.06	0.5	0.9	0.43
55766	0.2	0.17	0.16	0.19	0.06
55768	0.6	0.6	0.59	0.57	0.54
55769	0.9	0.78	1.51	1.13	1.04
55770	0.87	0.84	0.95	0.9	1.02
55771	-0.04	-0.02	0.24	-0.01	0.19
55773	0.8	0.72	0.79	0.75	0.88
55775	0.33	0.38	0.27	0.31	0.31
55776	0.2	0.2	0.4	0.15	0.5
55777	0.59	0.58	0.78	0.63	0.91
55778	0.36	0.36	0.44	0.4	0.5
55779	1.03	1.04	0.39	0.58	0.19
55780	0.33	0.33	0.58	0.44	0.54
55781	0.35	0.35	0.39	0.41	0.68
55783	0.36	0.31	0.6	0.3	0.55
55784	-0.13	-0.16	-0.18	-0.1	-0.13
55785	0.4	0.36	0.16	0.37	0.15
55786	0.51	0.5	0.41	0.38	0.37
55787	0.5	0.4	0.71	0.48	0.58
55788	1.35	1.35	1.25	1.49	1.35
55789	-0.31	-0.13	-0.08	-0.23	0.09
55790	1.2	1.24	0.88	1.29	0.93
55791	0.49	0.56	0.57	0.36	0.4
55794	0.22	0.27	0.23	0.25	0.29
55795	0.5	0.54	0.63	0.62	0.67
55796	0.02	-0.04	0.11	-0.02	0.04
55798	0.65	0.72	1.28	0.75	1.19
55799	0.74	0.96	-0.01	0.92	0.28
55800	2.43	2.56	0.95	2.45	2.29
55801	-0.37	-0.46	-1.19	-1.17	-1.18
55802	0.49	0.5	0.66	0.58	0.58
55803	0.35	0.23	0.45	0.17	0.21
55805	0.14	0.16	0.63	0.26	0.59
55806	1.33	1.39	0.47	0.98	1.09
55808	0.06	0	-0.2	-0.02	-0.04
55809	0.3	0.31	0.57	0.4	0.57
55810	1.01	1.23	0.9	0.66	0.68
55811	-0.27	-0.32	-0.37	-0.36	-0.41
55812	0.27	0.4	0.28	0.48	0.41
55813	0.56	0.63	0.86	0.66	0.81
55814	1.08	0.99	0.71	1.18	0.97
55815	0.16	0.22	0.26	0.32	0.22
55816	0.38	0.59	0.63	0.41	1.39
55818	0.97	0.96	1.44	0.96	1.49
55819	1.9	1.7	1.63	1.85	1.56
55821	-0.35	-0.37	-0.49	-0.55	-0.37
55823	1.07	1.05	1.27	1.17	1.17
55824	0.59	0.51	1.41	0.63	1.38
