gene	GSM2230612	GSM2230611	GSM2230613
1376	-0.12	0.06	0.17
1379	1.55	1.32	1.27
1380	-0.45	-0.76	-0.73
1381	-0.76	-0.43	2.48
1382	-0.65	-0.9	-0.5
1384	0.65	0.78	0.57
1385	0.77	0.54	0.51
1386	0.66	0.46	0.46
1387	0.87	0.51	0.55
1388	0.87	0.86	0.99
1389	-0.15	-0.19	-0.24
1390	0.25	0.42	0.18
1392	-1.63	-1.53	-1.48
1393	-0.98	-1.53	-0.52
1394	-1.63	-1.53	-0.46
1395	-1.63	-1.53	-1.48
1396	-0.41	-0.59	-0.32
1398	2.04	1.85	1.62
1399	0.77	0.93	0.43
1400	-0.57	-0.19	-0.22
1401	-0.98	-0.72	-0.73
1404	-0.76	-1.03	-0.69
1406	-0.47	-0.54	-0.73
1407	0.34	0.23	0.06
1408	0.08	0.18	-0.02
1409	-1.16	-1.03	-1.48
1410	2.02	1.99	0.88
1411	-0.6	-0.68	-0.97
1412	-1.63	-1.53	-1.48
1413	-1.63	-1.53	-0.52
1414	-1.63	-1.53	-0.78
1415	-1.16	-1.03	-1.48
1417	-0.92	-1.03	-0.63
1418	-1.63	-1.53	-1.48
1419	-1.63	-1.53	-1.48
1420	-1.63	-1.53	-1.48
1421	-1.63	-1.53	-1.48
1427	-0.92	-0.9	-0.73
1428	-0.31	-0.82	-1.48
1429	0.4	0.45	0.56
1431	1.83	1.98	1.67
1432	1.19	1.04	0.87
1434	1.32	1.23	1.22
1435	1.86	0.96	1.6
1436	-0.48	-0.49	-0.73
1437	-0.53	-0.76	-0.57
1438	0.02	-0.06	-0.29
1439	-0.81	-0.9	-0.69
1440	-1.16	-1.03	-0.97
1441	-0.72	-0.9	-0.69
1444	-1.63	-1.03	-1.48
1445	1.34	1.2	1.46
1447	-1.63	-1.53	-1.48
1448	-0.37	-0.63	-0.32
1452	1.93	1.6	1.61
1453	1.27	1.48	1.13
1454	0.16	0.8	0.77
1455	1.21	1.44	1.5
1456	0.81	0.58	0.59
1457	1.42	1.2	0.98
1459	0.14	0.32	0.53
1460	1.41	1.58	1.62
1462	-0.22	-0.43	0.4
1463	-0.5	-0.41	-0.56
1464	1.91	2.11	1.18
1465	1.78	1.95	1.97
1466	0.22	0.31	1.99
1468	0.53	1.05	1.04
1471	2.11	1.89	2.29
1473	-1.63	-1.53	-1.48
1474	1.5	-0.18	1.37
1475	-0.56	-0.46	1.1
1476	2.28	2.34	2.53
1477	0.45	0.54	0.58
1478	0.68	0.59	0.81
1479	0.46	0.46	0.4
1482	-1.63	-1.53	-1.48
1486	0.21	0.32	0.16
1487	1.47	1.67	1.6
1488	0.77	0.72	0.91
1489	-0.74	-0.9	-0.97
1490	0.26	-0.1	0.65
1491	-0.37	-0.34	-0.18
1493	-1.63	-1.53	-1.48
1495	1.73	1.81	1.45
1496	-0.92	-0.82	-0.86
1497	0.31	0.41	-0.09
1499	2.11	2.06	1.71
1500	1.55	1.72	1.19
1501	-0.59	-0.27	-0.73
1503	0.68	0.91	1.02
1506	-0.74	-0.72	-0.61
1508	2.53	2.43	2.04
1509	2.59	2.39	2.16
1510	-1.16	-0.9	-1.48
1511	-1.63	-1.53	-1.48
1512	0.43	0.64	1.7
1513	-0.36	-0.17	0.69
1515	1.76	1.69	2.21
1519	0.4	0.24	-0.12
1520	-1.63	-1.53	-1.48
1521	-0.19	-0.46	-0.46
1522	1.28	0.66	1.21
1524	-0.5	-0.63	-0.46
1525	-1.04	-1.03	-0.42
1527	-1.63	-1.53	-1.48
1528	1.32	1.71	1.84
1534	-1.04	-0.9	-0.36
1535	1.11	-0.9	2.09
1536	-0.84	-0.82	-0.73
1537	1.43	1.46	1.82
1540	0.25	0.61	0.22
1543	0.23	-0.3	0.09
1544	-1.63	-1.03	-1.48
1545	-1.63	-1.53	-0.33
1551	-0.29	-0.14	-1.48
1553	-1.63	-1.53	-1.48
1555	-1.63	-1.53	-1.48
1558	-1.63	-1.53	-0.97
1559	-0.88	-1.03	-1.48
1562	0.66	-0.09	-0.37
1571	-0.51	-0.48	-0.43
1572	-1.63	-1.03	-1.48
1573	0.81	1.56	-0.08
1577	-0.51	-0.72	-1.48
1579	-0.63	-0.9	-0.97
1580	-1.04	-1.53	-1.48
1581	-1.04	-1.53	-0.97
1582	-1.63	-1.53	-1.48
1583	-0.59	-0.63	-0.63
1584	-1.63	-1.53	-1.48
1585	-0.88	-1.03	-0.97
1586	-1.16	-1.03	-1.48
1588	-0.63	-0.54	-0.73
1589	-1.63	-1.53	-1.48
1591	-1.63	-1.53	-1.48
1592	-0.62	-1.53	-0.73
1593	-0.53	-1.03	-0.97
1594	-0.6	-0.55	-0.78
1595	1.27	1.54	0.69
1600	-0.98	-1.03	-1.48
1601	0.19	0.37	0.24
1602	-0.92	-0.9	-0.5
1603	0.99	1.13	1.22
1604	-0.88	-1.53	-0.97
1605	2.47	2.22	1.35
1606	-0.11	0.87	-0.32
1607	-0.84	-1.53	-1.48
1608	-0.84	-1.53	-0.97
1609	0.16	0.15	0.19
1610	-1.16	-1.03	-0.97
1611	1.01	1.79	2.03
1612	-1.16	-0.36	0.31
1613	0.12	0.36	0.52
1615	1.64	1.37	0.96
1616	0.25	0.34	0.42
1620	-1.16	-0.82	-1.48
1621	-1.16	-1.53	-1.48
1622	2.6	2.88	2.12
1627	-0.17	1.14	0.74
1628	0.64	0.51	0.47
1629	0.46	0.24	0.04
1630	-1.63	-1.03	-1.48
1632	0.72	0.7	0.86
1633	0.96	1.16	0.52
1634	-0.88	-0.9	-0.23
1635	-0.16	-0.06	0.48
1636	-0.66	-0.41	-0.1
1638	-0.84	-0.9	-1.48
1639	0.99	1.28	0.99
1641	-0.81	-0.66	-1.48
1642	2.09	2.33	2.11
1643	0.03	-0.09	-0.14
1644	-0.68	-0.61	-0.66
1646	-1.16	-0.82	-0.97
1647	0.21	-0.07	-0.08
1649	0.49	0.11	0.09
1650	1.78	1.99	2.05
1652	0.44	0.6	0.57
1653	1.33	1.28	1.05
1654	1.41	1.39	1.38
1655	2.22	2.09	1.86
1656	1.72	1.41	1.27
1657	0.77	0.23	0.24
1659	0.27	0.38	0.24
1660	1.26	1.32	1.27
1662	0.07	0.01	0.15
1663	0.3	0.22	0.24
1665	1.41	1.34	1.29
1666	0.47	0.5	0.66
1674	-0.69	-1.03	-0.97
1675	-0.55	-0.49	-0.39
1676	-0.06	0.11	0.16
1677	-0.26	-0.22	-0.13
1678	1.09	1.1	1.84
1690	-0.72	-0.61	-0.86
1716	-0.01	0.38	0.55
1717	0.32	0.46	0.3
1718	0.52	1.11	1.05
1719	0.78	1.22	1.39
1723	0.11	0.23	0.59
1725	0.53	0.84	1.69
1728	-0.23	1.25	2.18
1729	0.88	0.76	0.8
1731	-0.48	-0.44	-0.25
1733	-1.63	-1.53	-1.48
1734	-0.38	-1.03	-0.31
1735	-1.63	-1.53	-1.48
1736	0.7	0.68	0.85
1737	0.97	0.68	0.7
1738	1.45	1.16	0.85
1739	1.52	1.15	0.52
1740	-0.5	-0.59	-0.73
1741	1.03	1.42	0.53
1742	0.82	0.87	0.74
1743	1.55	1.65	1.43
1745	-0.2	-0.24	-0.12
1746	-0.6	-0.43	0.13
1747	-1.16	-0.9	-0.86
1748	-1.16	-1.53	-1.48
1749	-1.63	-1.53	-0.86
1750	-0.66	-0.82	-0.73
1755	-1.63	-0.82	-1.48
1756	0.86	0.53	-0.37
1757	0.65	0.22	0.07
1758	-0.76	-0.9	0.7
1759	-0.28	0.35	1.17
1760	1.28	1.01	0.39
1761	-1.63	-1.53	-1.48
1762	0.82	0.7	0.92
1763	0.1	-0.06	0.14
1767	-1.16	-1.53	-1.48
1768	-0.98	-0.66	-1.48
1769	-1.63	-1.53	-0.97
1770	-1.63	-1.53	-0.97
1773	-0.21	-0.27	-0.27
1774	0.08	0.3	0.46
1775	-0.38	-0.34	-0.32
1776	-0.58	-0.58	-0.46
1777	0.04	0.05	0.47
1778	2.17	2.08	1.67
1780	-1.63	-1.53	-1.48
1783	0.72	1.4	0.75
1785	1.15	0.97	1
1786	1.66	1.35	1.42
1787	0.03	-0.05	-0.12
1788	0.69	0.42	0.04
1789	-0.44	-0.33	-0.31
1791	-1.04	-1.03	-1.48
1793	1.22	1.32	0.83
1794	-1.16	-0.9	-1.48
1795	0.2	0.1	-0.31
1796	0.24	0.15	1.42
1797	0.05	0.14	0.23
1798	0.39	0.35	0.57
1800	-1.63	-1.53	-1.48
1801	-0.13	0.12	0.39
1802	-0.1	0.05	0.42
1803	-0.92	-1.53	-1.48
1804	-0.54	-0.58	-0.86
1805	-1.16	-1.53	-0.27
1806	-0.45	-0.46	-1.48
1807	-0.92	-1.53	-0.35
1808	0.92	1	0.42
1809	1.23	1.66	1.52
1810	1.04	0.65	0.76
1811	-0.44	-0.37	-0.37
1812	-0.29	-0.52	-0.97
1813	-1.63	-1.53	-1.48
1814	-1.63	-1.53	-1.48
1815	-1.04	-1.53	-1.48
1816	-1.63	-1.53	-1.48
1819	0.75	0.92	0.9
1820	-0.28	-0.18	-0.19
1821	-0.35	-0.36	-0.39
1822	1.48	1.29	1.32
1823	-0.84	-0.9	-0.78
1824	-1.63	-1.53	-1.48
1825	-1.63	-1.53	-1.48
1826	-1.63	-1.53	-0.86
1827	0.24	0.45	0.17
1828	-0.98	-1.03	-0.97
1829	-0.5	-0.76	-0.66
1830	-1.63	-1.53	-0.86
1831	0.78	1.01	0.51
1832	-0.98	-0.9	-0.97
1833	-1.63	-1.53	-1.48
1836	0.77	1.43	0.01
1837	0.53	0.53	-0.05
1838	0.14	-0.06	0.14
1839	1.77	1.39	0.69
1840	-0.64	-0.61	-0.56
1841	1.59	1.64	2.26
1842	-0.45	-0.49	-0.66
1843	-0.29	-0.14	-0.05
1844	-0.37	-0.29	-0.05
1845	1.12	1.2	0.63
1846	1.27	0.76	0.48
1847	0.24	-0.17	1.01
1848	1.59	1.44	1.04
1849	0.66	0.79	0.73
1850	-0.26	0.01	-0.29
1852	-0.65	-0.9	-0.17
1854	1.49	1.63	2.02
1855	0.86	0.86	1.24
1856	0.69	0.65	0.75
1857	0.4	0.38	0.26
1859	1.23	0.72	0.54
1861	0.97	1.07	1.33
1869	1.02	1.09	1.02
1870	-0.13	-0.02	0.02
1871	0.2	0.38	0.33
1874	0.22	0.37	1.02
1875	0.26	0.16	0.07
1876	1.71	1.33	0.78
1877	0.12	0.05	0.13
1879	-0.29	-0.21	-0.51
1880	-0.92	-0.9	-0.86
1889	-0.15	-0.23	0
1890	-0.21	-0.15	0.04
1891	1.33	1.38	1.39
1892	1.51	1.59	1.72
1893	0.85	1.47	1.5
1894	1.09	0.85	0.82
1901	-0.38	-0.51	-0.21
1902	-0.46	-0.17	0.92
1903	0.62	-0.19	-1.48
1906	-0.27	-0.26	-0.57
1907	-1.63	-1.53	-1.48
1908	-1.63	-1.53	-1.48
1909	-0.69	-0.76	-0.32
1910	-1.04	-0.9	-0.86
1911	0.31	0.19	0.2
1912	0.94	1.43	1.89
1915	3.96	3.81	3.26
1917	-0.31	-1.53	-0.86
1933	2.7	2.73	2.99
1936	1.81	2.06	2.28
1937	2.41	2.55	2.6
1938	2.64	2.74	2.6
1939	1.03	1.02	1.2
1942	-0.92	-1.03	-0.5
1943	-0.6	-0.42	-0.37
1944	-0.49	-0.59	-0.57
1945	-0.33	-0.11	-0.19
1946	0.25	0.1	0.51
1947	0.29	0.98	-0.03
1948	-0.19	0.32	0.25
1949	-0.44	-0.37	-0.38
1950	-0.34	-0.35	-0.41
1951	-0.44	-0.68	-0.66
1952	-0.34	-0.29	-0.73
1953	-1.16	-1.53	-1.48
1954	1.69	1.67	1.34
1955	0.82	1.2	-0.16
1956	-0.39	-0.42	-0.19
1958	0.72	0.06	0.6
1959	-0.23	-0.21	-0.51
1960	-0.23	-0.41	0.05
1961	-1.04	-1.53	-1.48
1962	-0.25	-0.22	-0.73
1964	1.59	1.16	1.49
1965	2.15	2.2	1.98
1967	0.42	0.56	0.62
1968	1.59	1.6	1.4
1969	0.83	1.03	1.27
1973	2.52	2.42	2.32
1974	2.25	2.07	1.65
1975	1.36	1.67	1.76
1977	1.91	1.73	1.76
1978	0.42	0.93	1.82
1979	0.59	0.63	0.82
1981	2.07	1.99	1.93
1982	2.42	2.35	2.24
1983	1.88	1.8	1.66
1984	2.58	2.57	2.67
1990	-0.11	0.51	0.36
1991	-1.63	-1.53	-1.48
1992	-0.5	-0.2	-0.36
1993	-1.16	-1.53	-0.97
1994	0.82	1	1.05
1995	-0.66	-0.76	-0.63
1996	-1.16	-1.53	-1.48
1997	0.19	0.34	0.57
1998	1.22	1	0.74
1999	-1.63	-1.53	-1.48
2000	-0.4	-0.29	0.41
2002	0.44	0.56	0.68
2004	1.57	1.71	1.23
2005	0.52	0.21	0.28
2009	1.41	1.57	1.24
2010	1.21	1.45	1.67
2011	0.7	0.7	0.72
2012	2.55	2.64	2.24
2013	1.69	1.61	1.66
2014	2.35	2.38	2.49
2015	-1.63	-1.53	-1.48
2016	-1.16	-1.53	-1.48
2017	1.76	1.87	1.55
2018	-0.33	-1.03	-0.69
2019	-0.92	-1.03	-0.97
2020	-0.71	-0.82	-0.86
2021	-0.06	-0.03	0.29
2022	1.47	1.87	1.44
2023	2.35	2.5	2.57
2026	0.26	-0.32	0.58
2027	-0.12	-0.33	0.4
2028	-1.63	-1.53	-1.48
2029	1.64	1.82	1.6
2030	0.73	0.99	1.54
2033	0.58	0.64	0.83
2034	-0.28	-0.28	-0.18
2035	-0.1	0.13	0.25
2036	0.75	0.96	1.31
2037	1.72	1.75	1.28
2038	-0.45	-0.61	-0.61
2039	-0.27	-0.16	-0.07
2040	1.61	1.27	0.94
2041	-0.57	-0.51	-0.52
2042	-1.04	-1.03	-0.73
2043	-0.92	-1.03	-0.57
2044	-0.35	-0.37	-0.41
2045	0.3	1.05	-0.45
2046	-1.63	-1.03	-0.73
2047	-1.16	-1.03	-1.48
2048	0.92	0.88	-0.33
2049	0.22	0.55	0.02
2050	0.29	0.54	0.19
2051	0.19	0.44	-0.21
2052	2.19	2.02	1.25
2053	-1.63	-0.9	-0.69
2054	0.28	0.75	0.55
2055	0.12	0.28	0.33
2056	-1.63	-1.53	-1.48
2057	-0.71	-0.61	-0.47
2058	1.26	1.03	1.05
2059	1	0.54	1.39
2060	0.86	0.83	0.92
2063	0.24	0.45	1.25
2064	0.14	0.31	0.33
2065	1.04	1.97	-0.61
2066	-0.55	-1.03	-0.86
2067	0.67	0.58	1.27
2068	0.33	0.2	0.4
2069	0.16	0.4	0.85
2070	-0.98	-0.9	-0.21
2071	0.47	0.51	0.53
2072	0.1	0.2	0.01
2073	0.16	0.08	-0.06
2074	0.25	0.04	-0.08
2077	1.21	1.22	1.22
2078	-0.63	-0.9	-0.97
2079	2.22	2.38	2.54
2081	0.34	0.08	0.61
2091	1.16	1.3	1.43
2098	2.67	2.6	2.6
2099	0.13	-0.42	-0.52
2100	-0.52	-0.61	-0.63
2103	-1.63	-1.03	-1.48
2104	-0.69	-0.76	-0.97
2107	1.79	1.51	1.61
2108	1.54	1.29	1.09
2109	1.35	1.47	1.51
2110	0.76	0.69	0.18
2113	1.11	1.25	0.67
2114	0.15	0.03	0.46
2115	0.55	0.4	0.44
2116	-0.98	-1.53	-1.48
2117	0.19	0.14	-0.03
2118	0.51	0.44	1.13
2119	1.12	0.88	0.89
2120	0.5	0.42	0.55
2121	0.28	0.78	0.45
2122	-0.07	-0.09	-0.52
2123	-0.19	0.12	0.75
2124	-0.76	-0.68	-0.39
2125	-0.65	-0.66	-0.78
2128	-1.63	-1.53	-1.48
2131	0.45	0.58	0.42
2132	1.44	1.49	1.02
2134	-0.41	-0.4	-0.48
2135	0.61	0.47	0.24
2137	1.82	1.67	0.82
2138	-1.16	-0.72	-0.63
2139	-1.63	-1.03	-0.86
2140	0.15	0.34	0.5
2145	0.07	0.05	-0.08
2146	1.1	1.01	0.7
2147	-1.63	-1.03	-0.97
2149	0.2	-0.42	0.84
2150	-0.61	-0.68	-0.63
2151	-0.64	-0.63	-0.78
2152	0.94	0.13	-0.26
2153	-0.92	-1.53	-1.48
2155	-1.63	-1.53	-1.48
2157	-0.32	-0.33	-0.42
2158	-1.04	-1.53	-1.48
2159	-0.6	-0.52	-0.69
2160	-1.63	-1.53	-1.48
2161	-1.63	-1.53	-1.48
2162	-0.6	-0.52	-0.63
2165	-1.16	-1.53	-1.48
2166	-0.16	-0.09	-0.32
2167	-0.46	-0.76	-0.33
2168	-1.63	-1.53	-1.48
2169	-1.16	-1.53	-1.48
2170	-0.25	-0.55	-0.27
2171	2.36	2.58	1.27
2172	-1.63	-1.53	-1.48
2173	0.37	-0.07	-1.48
2175	0.31	0.33	0.74
2176	-0.04	0.08	0.12
2177	0.23	0.19	0.2
2178	0.13	0.27	0.72
2180	0.28	0.56	0.13
2181	0.58	0.32	0.28
2182	1.63	1.72	0.82
2184	-0.16	-0.13	-0.29
2185	0.11	-0.05	-0.09
2186	1.22	1	0.97
2187	0.14	0.03	0.04
2188	-0.06	-0.01	0.16
2189	-0.19	-0.06	-0.25
2191	-0.52	-1.03	-0.44
2192	-0.81	-0.72	-0.23
2193	0.28	0.72	1.09
2194	1.84	1.98	1.77
2195	2.1	1.38	1.4
2196	-0.55	-1.03	-0.61
2197	1.89	2.08	2.32
2199	1.63	-0.59	-0.59
2200	-0.26	-0.49	0.89
2201	-0.19	-0.41	0.67
2202	-0.58	-1.53	1.03
2203	-0.63	-0.43	-1.48
2205	-1.63	-1.53	-1.48
2206	-0.92	-1.53	-0.78
2207	-0.51	-0.63	-0.73
2208	-0.45	-0.54	-0.5
2209	-1.63	-1.53	-1.48
2212	-1.63	-1.53	-0.78
2213	-0.76	-0.66	-1.48
2214	-0.76	-1.53	-0.37
2217	0.28	-0.18	0.23
2218	0.23	0.33	-0.11
2219	-1.63	-1.53	-1.48
2222	0.81	1.37	1.02
2224	0.98	1.65	1.44
2230	0.27	0.17	0.64
2232	-0.15	-0.12	0.08
2235	1.17	1.29	0.87
2237	0.92	1	1.12
2239	0.2	-0.14	0.36
2241	0.22	0.22	0.24
2242	-0.01	-0.03	0.4
2243	-0.92	-0.19	-1.48
2244	-1.63	-1.53	-1.48
2245	0.44	0.2	0.36
2246	-0.46	-0.58	-0.49
2247	0.75	0.35	-0.25
2248	-1.16	-1.53	-0.86
2249	-1.63	-1.53	-1.48
2250	-0.88	-0.9	-0.97
2251	-0.88	-0.82	-0.86
2252	-0.42	-0.9	0.05
2253	-0.98	-1.53	-0.86
2254	-0.68	-0.63	-0.56
2255	-0.98	-0.82	-0.73
2256	-0.5	-1.03	-0.63
2257	-0.88	-1.53	-1.48
2258	0.14	-0.16	-0.86
2259	-0.74	-1.53	-0.39
2260	0.11	0.03	1.16
2261	-0.88	-0.72	-0.56
2262	-0.63	-0.61	-0.86
2263	-1.63	-1.53	-0.28
2264	-1.63	-0.9	-0.97
2266	-1.63	-0.59	-1.48
2267	-0.57	-0.56	-0.66
2268	-1.63	-1.53	-1.48
2271	1.68	1.48	1.44
2272	-1.63	-1.53	-1.48
2273	-0.46	-0.52	-0.26
2274	-0.42	-0.34	0.83
2275	0.21	0.66	1.5
2280	1.9	2.02	2.08
2281	-0.45	-0.39	-0.31
2286	0.8	0.76	0.75
2287	1.74	1.5	1.47
2288	1.45	1.71	1.82
2289	0.5	0.49	0.79
2290	-0.52	0.28	1.03
2294	-0.68	-0.59	0.56
2295	-0.48	-0.82	-0.24
2296	-0.16	-0.23	-0.09
2297	-1.63	-1.53	-0.97
2298	-1.63	-1.53	-1.48
2299	-1.63	-1.53	-1.48
2300	-0.69	-0.72	0.74
2302	-0.48	-0.38	-0.86
2303	-0.46	-0.58	0.7
2304	-1.63	-1.53	-1.48
2305	1.49	1.4	1.31
2306	-0.3	-0.06	-0.34
2307	-0.65	-1.03	-0.14
2308	0.7	0.35	-0.19
2309	0.39	0.41	0.34
2313	-0.76	-0.72	-0.66
2314	1.17	1.35	1.34
2315	-0.23	-0.68	-1.48
2316	2.7	2.57	2.36
2317	2.05	1.69	1.74
2318	-0.34	-0.66	1.45
2319	1.03	1.49	1.41
2321	1.19	0.77	0.83
2322	-0.98	-0.9	-0.86
2323	-0.04	-0.07	0.26
2324	-0.52	-0.43	-0.53
2326	-0.38	-0.25	-0.31
2327	-0.98	-0.82	-1.48
2328	-1.63	-1.53	-0.73
2329	-1.63	-1.53	-1.48
2330	-0.24	-0.22	-0.46
2331	-0.48	-0.34	-1.48
2332	0.64	0.28	0.64
2335	2.41	1.75	2.51
2339	1.27	1.82	1.25
2342	0.13	0.34	0.24
2348	-0.71	-0.72	-0.78
2350	-0.28	0.29	-0.43
2353	-0.29	-0.33	-0.49
2354	-0.29	-0.54	-0.22
2355	1.11	0.99	0.84
2356	0.14	0.18	0.45
2357	-1.16	-0.82	-0.86
2358	-1.63	-1.53	-1.48
2395	0.56	0.62	1.35
2444	-0.21	-0.9	-0.08
2475	0.46	0.68	0.75
2483	0.28	0.68	0.81
2487	-0.49	-0.54	-0.41
2488	-1.63	-1.53	-1.48
2491	0.86	0.79	0.58
2492	-1.16	-1.53	-1.48
2494	-1.63	-1.53	-1.48
2495	3.53	3.21	2.94
2512	3.39	3.06	2.97
2515	-1.63	-1.53	-1.48
2516	-1.16	-1.53	-1.48
2517	0.63	1.05	0.89
2519	0.74	0	-0.05
2520	-1.63	-1.53	-1.48
2523	-1.04	-1.03	-1.48
2524	-0.78	-0.9	-0.37
2526	-0.72	-1.53	-0.59
2529	-0.84	-0.76	-0.86
2530	0.96	0.79	0.38
2531	1.14	0.66	0.74
2532	-1.63	-1.53	-0.97
2533	0.1	0.05	-0.27
2534	1.05	1.19	0.24
2535	0.38	0.32	0.16
2538	-1.63	-1.53	-1.48
2539	0.55	1.27	1.24
2542	0.04	0	0.02
2547	0.23	0.5	0.45
2548	1.57	0.95	0.5
2549	0.08	0.08	-0.06
2550	0.46	0.21	0.07
2551	0.46	0.48	0.42
2553	0.52	0.55	0.55
2554	-1.16	-0.59	-1.48
2555	-0.55	-0.21	-0.35
2556	-0.47	-1.03	-0.97
2557	-1.63	-1.03	-1.48
2558	-0.76	-1.53	-1.48
2559	-1.63	-1.53	-1.48
2560	-0.48	-0.47	-0.37
2561	-0.58	-0.55	-0.73
2562	0.34	0.24	-0.97
2563	-1.63	-1.53	-0.55
2565	-0.84	-1.03	-1.48
2566	-1.63	-1.53	-1.48
2567	-0.49	-0.59	-1.48
2568	-1.63	-1.53	-1.48
2569	-1.63	-0.82	-0.97
2570	-1.16	-1.53	-0.97
2571	-1.63	-1.53	-1.48
2572	-0.49	-0.63	-0.35
2580	0.95	0.88	0.98
2581	1.28	0.87	0.11
2582	-0.15	0.42	0.78
2583	-0.26	-0.46	0.62
2584	1.51	1.52	1.86
2585	0.59	0.62	0.41
2587	-1.63	-1.53	-1.48
2588	0.1	0.15	0.23
2589	1.62	1.18	1.3
2590	1.31	1.54	1.38
2591	-0.39	-0.44	-0.59
2592	-0.2	-0.02	-0.08
2593	0.09	0.49	0.37
2595	-0.14	-0.07	-0.19
2596	-0.62	-0.9	-0.1
2597	2.89	2.81	2.69
2615	-0.61	-0.76	-0.34
2617	1.34	1.61	1.58
2618	1.2	1.26	1.36
2619	0.03	0.07	1.22
2620	0.52	0.09	0.41
2621	-0.98	-0.72	-0.28
2622	-0.07	0.06	0.14
2623	-1.63	-1.03	-0.86
2624	-0.35	-0.35	0.94
2625	-0.41	-0.43	-0.39
2626	-0.76	-0.9	-0.69
2627	-0.25	-0.28	-0.59
2628	-0.48	-0.44	1.06
2629	0.96	0.71	0.7
2632	0.38	0.21	0.33
2634	0.48	0.3	-0.17
2635	-1.04	-0.72	-1.48
2636	-1.16	-0.76	-0.73
2637	-0.43	-0.76	-0.46
2638	-0.84	-0.4	-1.48
2639	0.07	0.3	0.28
2642	-1.63	-1.53	-1.48
2643	-0.07	-0.37	0.08
2644	-0.47	-0.56	1.03
2645	-1.63	-1.53	-1.48
2646	-0.98	-1.03	-1.48
2647	1.76	2.02	1.97
2648	0.86	0.97	1.06
2649	-0.16	-0.11	-0.22
2650	0.83	1.14	0.44
2651	-0.17	-0.39	0.04
2653	1.01	1.13	1.66
2657	-1.63	-1.53	-1.48
2658	-1.63	-1.53	-1.48
2660	-1.63	-1.53	-1.48
2661	-0.43	-0.32	-0.42
2662	-1.63	-1.53	-1.48
2664	1.25	1.39	1.05
2665	1.85	2.06	1.77
2668	-0.08	0.42	-0.86
2669	-0.46	-1.03	-0.4
2670	-0.42	-0.28	-0.97
2671	0.49	0.46	0.87
2672	-0.84	-0.9	-1.48
2673	0.85	0.66	0.61
2674	0.79	0	0.66
2675	0.66	0.97	-0.42
2676	-0.45	-0.54	-1.48
2677	0.34	0.5	0.1
2678	-0.76	-1.03	-1.48
2683	0.8	0.98	1.13
2686	0.47	-0.33	-0.29
2687	-0.98	-0.76	-0.78
2690	0.62	0.14	0.54
2691	-1.16	-0.9	-0.86
2692	-1.63	-1.53	-1.48
2693	-1.04	-1.53	-1.48
2694	-1.63	-1.53	-0.97
2695	-1.63	-1.53	-1.48
2696	-0.81	-0.55	-0.86
2697	1.48	1.47	1.72
2700	-0.36	-0.58	-1.48
2701	-1.63	-1.53	-0.56
2702	-0.54	-0.45	-0.5
2703	-0.53	-0.61	-0.73
2705	-1.04	-0.9	-1.48
2706	-1.63	-1.53	-1.48
2707	-0.69	-1.53	-0.51
2709	-1.63	-1.53	-0.46
2710	-1.63	-1.53	-1.48
2712	-1.63	-1.53	-0.78
2717	0.92	0.38	0.59
2719	-0.53	-0.59	-0.78
2720	0.81	0.71	0.59
2729	1.05	0.57	0.65
2730	1.16	1.12	1.26
2731	-0.66	-1.03	-0.48
2733	0.84	0.83	0.92
2734	1.68	1.52	1.53
2735	-0.57	-0.4	-0.45
2736	-1.63	-1.53	-0.2
2737	0.51	0.39	0.42
2739	1.19	1.37	1.06
2740	-1.63	-1.53	-0.57
2741	-1.16	-1.53	-1.48
2742	-1.04	-1.53	-1.48
2743	0.55	-0.09	-0.27
2744	1.14	0.62	0.99
2745	-0.05	0.3	0.94
2746	1.82	1.81	1.47
2752	0.92	0.53	0.65
2760	1.12	1.51	0
2762	0.17	0.54	0.25
2764	1.76	1.54	1.5
2765	-1.63	-1.53	-1.48
2766	-0.12	-0.14	-0.05
2767	1.39	1.58	1.44
2768	1.05	1.36	1.23
2769	-0.81	-0.68	-0.69
2770	-0.28	0.11	-0.51
2771	2.08	2.26	2.1
2773	1.21	1.14	1.11
2774	-0.32	-0.35	-0.32
2775	-0.1	0.1	-0.11
2776	1.34	1.16	0.74
2778	2.39	2.38	2.18
2779	-0.56	-0.34	-0.34
2780	-0.52	-0.33	-0.33
2781	-0.24	-0.27	-0.28
2782	1.98	2.11	2.01
2783	1.93	2.19	2.19
2784	-0.76	-1.03	-0.78
2785	-0.42	-0.59	-0.51
2786	-0.54	-0.39	-0.39
2787	1.49	1.69	1.75
2788	0.18	0.21	-0.38
2790	1.26	1.74	2.07
2791	0.9	-0.21	1.32
2792	-0.65	-0.76	-0.66
2793	-0.76	-0.41	-0.51
2794	0.88	0.93	1.11
2796	-0.49	-0.54	-0.52
2798	-1.63	-1.53	-1.48
2799	1.81	1.63	1.39
2800	0.33	0.2	0.07
2801	0.82	0.92	0.6
2802	0.65	0.42	0.4
2803	0.85	0.51	0.75
2804	0.9	0.65	0.78
2805	0.37	0.43	0.87
2806	1.24	1.49	1.48
2810	-0.28	-0.13	-0.18
2811	-0.38	-0.41	-0.55
2812	-0.55	-0.15	-0.5
2813	-1.63	-1.53	-1.48
2814	-0.92	-0.82	-0.78
2815	-1.16	-1.53	-0.97
2817	2.14	2.27	1.73
2819	-0.27	-0.24	-0.26
