gene	GSM2157516	GSM2157515	GSM2157514	GSM2157513
1052	-0.36	-0.07	-0.38	-0.27
1053	-0.99	-1.34	-1.38	-1.42
1054	0.89	1.03	0.95	0.74
1056	-1.49	-1.34	-0.72	-0.72
1058	1.33	0.94	1.34	1.42
1059	1.97	1.77	1.71	1.88
1060	0.83	0.71	0.8	0.66
1062	1.2	1.09	1.77	1.58
1063	1.2	1.16	1.74	1.42
1066	-1.49	-1.34	-1.38	-1.42
1068	-1.49	-1.34	-1.38	-1.42
1069	0.63	0.55	0.53	0.47
1070	0.85	0.96	0.95	0.78
1072	3.01	2.93	3.06	3.17
1073	1.21	0.99	1.24	1.16
1075	1.07	0.26	1.23	1.12
1080	-0.5	-1.34	-0.6	-0.78
1081	-1.49	-1.34	-1.38	-1.42
1101	-0.67	-0.69	-0.63	-0.59
1102	-0.08	0.4	0.15	0.1
1103	-1.49	-1.34	-1.38	-1.42
1104	1.16	0.83	1.19	1.37
1105	1.5	1.61	1.91	1.71
1106	0.44	0.69	0.63	0.39
1107	1.69	1.67	1.71	1.74
1108	2.25	2.19	2.36	2.29
1109	-1.49	-1.34	-1.38	-1.42
1111	0.34	0.13	0.47	0.42
1113	-1.49	-1.34	-1.38	-1.42
1114	-0.88	-0.69	-1.38	-0.78
1116	-0.42	-0.17	-0.72	-0.78
1118	-0.61	-0.46	-0.65	-0.72
1119	0.67	1.14	0.61	0.6
1120	0.11	0.14	0.18	0.25
1121	0.4	0.71	0.46	0.31
1122	0.38	0.29	0.32	0.26
1123	-0.58	-0.51	-0.41	-0.5
1124	-0.12	-0.65	-0.16	-0.22
1128	-0.88	-0.69	-0.85	-0.72
1129	-1.49	-1.34	-1.38	-1.42
1130	0	0.19	0.31	-0.05
1131	-1.49	-1.34	-1.38	-1.42
1132	-0.53	-0.59	-0.46	-0.44
1133	-1.49	-1.34	-1.38	-1.42
1134	-0.57	-0.49	-0.72	-0.68
1135	-0.63	-0.85	-0.58	-0.57
1136	-0.73	-0.69	-1.38	-1.42
1137	-0.88	-1.34	-1.38	-1.42
1138	-0.46	-0.67	-0.75	-0.68
1139	-1.49	-1.34	-1.38	-1.42
1140	0.03	0.01	-0.19	-0.18
1141	-0.32	-0.38	-0.43	-0.38
1142	-0.88	-0.85	-0.85	-1.42
1143	-0.65	-0.85	-0.7	-0.9
1144	-1.49	-0.85	-1.38	-1.42
1145	-0.82	-1.34	-1.38	-1.42
1146	-1.49	-1.34	-1.38	-1.42
1147	1.18	1.25	1.22	1.08
1149	-1.49	-1.34	-1.38	-1.42
1152	-0.32	-0.25	-0.35	-0.32
1153	0.34	0.28	0.02	0.12
1154	-0.19	-0.19	-0.31	-0.24
1155	0.59	0.42	0.23	0.47
1158	-0.82	-0.72	-1.38	-0.78
1160	-1.49	-1.34	-1.38	-1.42
1161	-0.09	-0.11	-0.09	-0.02
1163	0.92	0.59	1.14	1.33
1164	0.48	0.38	0.66	0.66
1173	1.93	1.95	1.82	1.95
1174	1.57	1.33	1.26	1.43
1175	0.73	0.54	0.48	0.66
1176	1.09	1.23	0.89	0.79
1179	-0.99	-1.34	-0.85	-1.42
1180	-0.55	-0.46	-0.53	-0.61
1181	-0.11	-0.21	-0.22	-0.18
1182	1.21	1.39	0.95	0.72
1183	1.1	1.25	0.79	0.72
1184	1.13	1.11	1.11	0.77
1185	0.03	0.08	0.29	0.36
1186	0.61	0.61	0.69	0.77
1187	-1.49	-1.34	-1.38	-0.72
1188	-1.49	-1.34	-0.85	-0.78
1191	1.15	1.28	1.24	1.43
1192	1.49	1.33	1.65	1.92
1195	0.66	0.89	0.9	0.69
1196	0.24	0.26	0.25	0.3
1198	0.43	0.34	0.49	0.6
1200	0.79	1.11	0.65	0.57
1201	0.14	-0.05	-0.04	-0.01
1203	0.38	0.89	0.35	0.27
1207	0.75	0.69	0.64	0.69
1208	-1.49	-1.34	-1.38	-1.42
1209	1.39	1.34	1.12	1.22
1211	1.42	1.32	1.18	1.38
1212	1.06	0.72	0.37	0.47
1213	2.29	2.59	2.54	2.24
1215	-1.49	-1.34	-1.38	-1.42
1230	-0.42	-0.57	-1.38	-1.42
1232	-0.99	-1.34	-1.38	-1.42
1233	-0.77	-1.34	-0.57	-0.9
1234	-0.61	-0.57	-0.89	-0.78
1235	-1.49	-1.34	-1.38	-1.42
1236	-0.22	-0.42	-0.72	-0.78
1237	-1.49	-1.34	-1.38	-1.42
1238	-0.7	-1.34	-1.38	-0.9
1240	-0.35	-0.25	0.11	0.12
1241	-1.49	-1.34	-1.38	-1.42
1244	-0.88	-1.34	-0.75	-0.9
1259	-0.82	-1.34	-1.38	-1.42
1260	-1.49	-0.6	-1.38	-1.42
1261	-0.63	-0.47	-0.6	-1.42
1262	-1.49	-1.34	-1.38	-0.78
1263	0.38	0.18	0.09	0.21
1264	-0.88	-0.53	-0.65	-0.78
1265	1.44	1.43	1.9	2.09
1266	1.69	2.07	2.31	2.32
1267	0.33	0.11	0.06	0.12
1268	-0.3	-0.28	0.36	0.21
1269	-1.49	-1.34	-0.78	-1.42
1270	-0.23	-0.18	-0.08	-0.17
1271	-0.54	-0.61	-0.82	-0.72
1272	-0.54	-0.59	-0.55	-0.52
1277	0.06	0.83	3.37	3.42
1278	1.94	-0.01	2.73	2.81
1280	0.06	2.39	0.2	0.34
1281	-0.38	1.51	3.07	3.14
1282	1.71	2.16	2.24	2.38
1284	1.7	2.22	1.91	2.07
1285	-0.73	-0.56	-0.89	-0.72
1286	-0.57	-0.6	-0.72	-0.9
1287	0.57	0.96	0.68	0.65
1288	-0.08	0.53	0.16	0.15
1289	0.72	1.49	2.67	2.64
1290	-0.67	-0.22	-0.09	-0.1
1291	2.18	2.8	2.69	2.79
1292	1.92	2.59	2.46	2.58
1293	0.03	0.57	0.15	0
1294	1.27	0.9	2.03	2.23
1295	1.74	0.71	1.77	1.7
1296	-0.04	1.37	-0.07	-0.08
1297	-1.49	-0.63	-0.25	-0.25
1298	-0.7	-0.47	-1.38	-0.64
1299	-0.42	-0.4	-0.17	-0.08
1300	-0.88	-0.35	0.87	1.16
1301	-0.88	0.34	0.1	0.12
1302	0.09	0.06	0.05	0.14
1303	-0.16	0.86	1.88	1.42
1305	-0.99	-1.34	-1.38	-1.42
1306	-0.31	-0.35	0.12	0.2
1307	0.28	0.83	1.12	1.42
1310	-1.49	-1.34	-1.38	-1.42
1311	-0.7	-0.24	-0.82	-0.72
1312	0.71	0.51	0.69	0.76
1314	1.81	1.98	2.19	2.17
1315	1.49	1.69	1.69	1.55
1316	1.47	1.52	1.48	1.34
1317	0.7	0.91	0.82	0.64
1318	-0.25	-0.22	-0.37	-0.41
1325	-0.73	-1.34	-0.59	-0.5
1326	-0.38	-0.4	-0.46	-0.42
1327	2.28	2.17	1.88	2.09
1337	1.69	1.29	1.01	1.25
1339	-0.99	-1.34	-1.38	-1.42
1340	1.35	1.08	0.79	1.02
1346	-0.99	-0.69	-1.38	-0.9
1347	1.03	0.82	1.07	1.07
1349	1.26	1.1	0.9	1.01
1351	1.32	0.94	0.53	1.17
1352	0.47	0.31	0.37	0.46
1353	0.02	-0.01	-0.05	-0.01
1355	0.79	0.81	0.61	0.53
1356	1.11	1.79	1.29	1.21
1357	-1.49	-1.34	-1.38	-1.42
1358	-0.99	-1.34	-1.38	-1.42
1359	-1.49	-1.34	-1.38	-1.42
1360	-1.49	-1.34	-1.38	-1.42
1361	-1.49	-1.34	-1.38	-1.42
1362	1.34	1.78	1.47	1.13
1363	2.15	2.14	1.74	1.8
1364	1.3	0.62	0.41	0.5
1365	1.54	0.75	0.37	0.59
1366	1.09	0.38	0.29	0.4
1368	-0.53	-0.5	-0.89	-0.68
1369	-0.54	-0.78	-1.38	-1.42
1370	-0.82	-0.56	-1.38	-1.42
1371	0.46	0.3	0.5	0.47
1373	-1.49	-1.34	-1.38	-1.42
1374	0.58	1.25	0.32	0.27
1375	-0.31	-0.45	-0.25	-0.29
1376	0.17	0.05	0.14	0.13
1379	0.4	0.56	0.66	0.45
1380	-0.88	-0.51	-0.82	-0.9
1381	-0.35	-0.61	0.23	0.29
1382	1.59	0.39	0.21	0.24
1384	0.56	0.57	0.49	0.54
1385	0.75	0.89	1	0.78
1386	0.93	1.06	1.22	1
1387	0.78	0.84	1.1	0.89
1388	0.56	0.41	0.48	0.64
1389	-0.02	0.01	-0.31	-0.3
1390	-0.08	0.07	-0.18	-0.16
1392	-1.49	-1.34	-1.38	-1.42
1393	-0.99	-0.81	-1.38	-1.42
1394	-1.49	-1.34	-1.38	-1.42
1395	-1.49	-1.34	-1.38	-1.42
1396	1.18	0.61	0.36	0.61
1398	2.01	2.12	1.96	1.86
1399	0.73	0.87	1.04	0.84
1400	-0.57	-0.52	-0.7	-0.64
1401	-0.88	-1.34	-1.38	-1.42
1404	-0.99	-0.75	-0.68	-0.9
1406	-0.88	-0.81	-1.38	-1.42
1407	0.25	0.26	0.3	0.2
1408	-0.12	-0.08	-0.09	-0.01
1409	-1.49	-1.34	-1.38	-1.42
1410	0.52	0.97	0.18	0.31
1411	-0.82	-0.65	-0.82	-1.42
1412	-0.99	-0.85	-1.38	-1.42
1413	-0.44	-0.51	-0.5	-0.49
1414	-0.52	-0.65	-0.78	-0.68
1415	-1.49	-1.34	-1.38	-1.42
1417	-0.52	-0.63	-0.61	-0.61
1418	-1.49	-1.34	-1.38	-1.42
1419	-1.49	-1.34	-1.38	-1.42
1420	-1.49	-1.34	-1.38	-1.42
1421	-1.49	-1.34	-1.38	-1.42
1427	-1.49	-1.34	-1.38	-1.42
1428	-1.49	-0.78	-1.38	-0.9
1429	0.23	0.13	0.15	0.2
1431	1.9	1.8	2.01	2.01
1432	1.01	0.98	1.18	1.19
1434	1.87	1.78	2.24	2.08
1435	0.64	1.54	1.47	1.56
1436	0.24	0.12	-0.14	-0.14
1437	-0.31	-0.69	-0.6	-0.59
1438	-0.08	-0.02	-0.24	-0.11
1439	-0.52	-0.65	-0.78	-0.64
1440	0.14	-0.31	-0.28	-0.2
1441	-1.49	-1.34	-1.38	-0.9
1444	-1.49	-1.34	-1.38	-1.42
1445	1.26	0.97	1.34	1.55
1447	-1.49	-1.34	-1.38	-1.42
1448	-0.73	-1.34	-0.75	-0.72
1452	2.35	2.37	2.29	2.15
1453	1.99	1.9	1.83	1.87
1454	1.01	0.83	1.07	1.24
1455	1.36	1.08	1.18	1.44
1456	1.06	0.98	1	0.94
1457	1.7	1.9	2.01	1.87
1459	1.03	1.27	1.08	1.03
1460	1.03	0.81	1.08	1.25
1462	0.51	0.65	1.49	1.09
1463	-0.7	-0.85	-0.59	-0.78
1464	-0.52	-0.78	-0.19	-0.16
1465	0.53	0.84	1.84	2.1
1466	-0.04	0.64	0.74	0.91
1468	0.94	0.56	0.5	0.64
1471	0.9	1.07	1.01	1.28
1473	-1.49	-1.34	-1.38	-1.42
1474	-0.1	-0.06	-0.38	-0.35
1475	-0.54	-0.6	-1.38	-0.9
1476	1.67	1.24	1.11	1.25
1477	0.61	0.45	0.86	0.92
1478	1.62	1.51	1.55	1.47
1479	0.6	0.66	0.79	0.66
1482	-1.49	-1.34	-1.38	-0.9
1486	-0.18	-0.19	-0.22	-0.17
1487	2.24	2.05	1.95	2.09
1488	0.68	0.52	0.57	0.59
1489	-0.22	-0.38	-0.23	-0.28
1490	1.6	1.9	2.6	2.6
1491	-0.42	-0.54	-0.27	-0.24
1493	-1.49	-1.34	-1.38	-1.42
1495	2.68	2.71	2.28	2.32
1496	-0.99	-1.34	-0.63	-1.42
1497	0.31	0.7	0.11	0.05
1499	2.94	3.11	2.89	2.88
1500	1.86	2.05	2.19	2.05
1501	-1.49	-1.34	-0.7	-1.42
1503	1.84	1.8	1.87	1.83
1506	-0.57	-0.61	-0.53	-0.44
1508	2.07	2.73	2.19	2.25
1509	2.67	3.44	2.25	2.39
1510	-0.7	-1.34	-1.38	-0.9
1511	-1.49	-1.34	-1.38	-1.42
1512	0.87	1.43	0.19	0.14
1513	-0.88	-0.65	-0.68	-0.78
1515	2.22	2.24	2.03	2.09
1519	-0.1	0.13	-0.19	-0.23
1520	-1.49	-0.5	-1.38	-0.78
1521	0.03	-0.19	-0.08	-0.1
1522	1.12	1.2	1.02	1.22
1524	-1.49	-1.34	-0.66	-0.72
1525	0.77	0.47	0.53	0.42
1527	-1.49	-1.34	-1.38	-1.42
1528	0.25	0.25	0.16	0.15
1534	0.47	0.18	-0.08	-0.04
1535	0.17	0.22	0.27	0.49
1536	-1.49	-1.34	-1.38	-1.42
1537	1.41	1.13	1.36	1.55
1540	1.39	1.67	1.04	0.89
1543	-0.43	-0.2	-0.82	-0.64
1544	-1.49	-1.34	-1.38	-1.42
1545	1.31	1.72	1.79	1.7
1551	-0.63	-1.34	-0.78	-0.9
1553	-0.88	-1.34	-1.38	-1.42
1555	-1.49	-1.34	-1.38	-1.42
1558	-1.49	-1.34	-1.38	-1.42
1559	-1.49	-1.34	-1.38	-1.42
1562	-1.49	-1.34	-1.38	-1.42
1571	-0.77	-1.34	-0.59	-0.72
1572	-0.82	-1.34	-1.38	-1.42
1573	-0.41	-0.23	-0.08	-0.13
1577	-1.49	-0.81	-1.38	-1.42
1579	-0.49	-0.72	-0.66	-0.64
1580	-1.49	-1.34	-1.38	-1.42
1581	-1.49	-1.34	-1.38	-1.42
1582	-1.49	-1.34	-0.85	-1.42
1583	-0.45	-0.69	-0.52	-0.61
1584	-1.49	-1.34	-1.38	-1.42
1585	-0.88	-1.34	-0.72	-1.42
1586	-1.49	-1.34	-1.38	-1.42
1588	-0.99	-0.6	-0.7	-0.68
1589	-0.36	-0.49	-1.38	-0.72
1591	-0.99	-0.75	-0.78	-1.42
1592	-0.44	-0.78	-0.56	-0.55
1593	-0.57	-0.36	-0.75	-0.61
1594	-0.4	-0.56	-0.45	-0.46
1595	1.48	1.6	1.77	1.73
1600	-1.49	-1.34	-1.38	-1.42
1601	0.15	0.38	0.48	0.35
1602	-1.49	-1.34	-0.72	-1.42
1603	0.71	0.75	0.46	0.85
1604	-0.39	0.05	-0.51	-0.46
1605	1.67	1.97	1.54	1.53
1606	-0.15	-0.23	-0.12	-0.12
1607	-1.49	-1.34	-1.38	-1.42
1608	-0.99	-1.34	-1.38	-1.42
1609	0.38	0.31	0.15	0.34
1610	-1.49	-1.34	-0.72	-1.42
1611	1.53	1.77	1.21	1.38
1612	-0.48	-0.48	-0.31	-0.3
1613	0.34	0.32	0.21	0.48
1615	1.5	1.97	1.64	1.52
1616	0.22	0.19	0.23	0.43
1620	-1.49	-1.34	-0.72	-1.42
1621	-1.49	-1.34	-1.38	-1.42
1622	0.88	0.72	0.75	0.77
1627	1.45	1.26	1.42	1.68
1628	-0.27	-0.3	-0.4	-0.31
1629	-0.07	-0.09	0	-0.1
1630	-1.49	-1.34	-1.38	-1.42
1632	0.11	0.2	0.03	0.05
1633	1.28	1.22	1.23	1.14
1634	0.1	1.62	-0.23	-0.29
1635	0.77	0.64	0.85	0.86
1636	-0.45	-0.2	-0.51	-0.45
1638	-1.49	-1.34	-1.38	-1.42
1639	1.48	1.33	1.23	1.42
1641	-0.82	-1.34	-0.82	-1.42
1642	2.83	2.9	2.91	2.9
1643	-0.11	-0.19	-0.16	-0.23
1644	-0.99	-0.85	-1.38	-0.68
1646	-1.49	-1.34	-1.38	-1.42
1647	0.29	0.36	-0.1	-0.08
1649	-0.07	-0.07	0	0.08
1650	1.5	1.6	1.48	1.73
1652	-0.06	-0.24	-0.14	-0.05
1653	1.95	1.69	1.96	1.87
1654	2.64	2.78	2.83	2.64
1655	2.86	3.09	2.97	2.85
1656	1.84	2.02	2.07	1.91
1657	1.1	1.24	1.17	0.76
1659	0.93	0.94	1.04	1.02
1660	1.97	2.04	2.25	2.02
1662	0.81	0.82	1.07	0.89
1663	0.34	0.14	0.5	0.47
1665	2.28	2.29	2.4	2.19
1666	0.34	0.57	0.36	0.32
1674	-0.99	-0.47	-1.38	-1.42
1675	-1.49	-1.34	-1.38	-1.42
1676	0.01	0.02	-0.01	0.07
1677	-0.22	-0.29	-0.15	-0.16
1678	1.03	0.8	0.85	0.87
1690	-0.1	0.11	-0.35	-0.31
1716	0.1	0	0.13	0.08
1717	0.91	1.09	0.62	0.7
1718	1.96	1.41	1.59	1.82
1719	0.75	0.81	0.88	0.7
1723	0.36	0.06	0.23	0.3
1725	0.67	0.52	0.41	0.63
1728	0.18	0.25	0.03	-0.03
1729	1.5	1.12	1.06	1.13
1731	-0.41	-0.47	-0.38	-0.37
1733	-1.49	-1.34	-0.78	-1.42
1734	-0.42	-0.42	-0.34	-0.36
1735	-1.49	-1.34	-1.38	-1.42
1736	1.77	1.73	1.9	1.72
1737	0.98	0.96	1.13	1.12
1738	1.86	1.63	1.65	1.58
1739	1.47	1.45	1.4	1.2
1740	-0.57	-0.39	-0.62	-0.55
1741	0.4	0.57	0.49	0.54
1742	-0.26	-0.26	0.23	0.28
1743	1.86	1.49	1.49	1.54
1745	-0.2	-0.06	-0.16	-0.1
1746	-0.3	-0.17	-0.36	-0.28
1747	-0.16	-0.28	-0.49	-0.42
1748	-0.26	-0.2	-0.37	-0.32
1749	-0.58	-0.28	-0.47	-0.33
1750	-0.53	-0.31	-0.39	-0.41
1755	-0.73	-0.75	-1.38	-1.42
1756	-0.63	-0.41	-0.52	-0.52
1757	-0.26	0	-0.05	-0.06
1758	-1.49	-0.61	-0.57	-0.72
1759	0.01	0.43	-0.07	-0.01
1760	0.02	0.23	-0.18	-0.1
1761	-1.49	-1.34	-1.38	-1.42
1762	0.56	0.45	0.47	0.58
1763	0.13	-0.02	0.3	0.24
1767	-0.77	-1.34	-0.66	-0.9
1768	-0.49	-0.55	-0.51	-0.68
1769	-0.99	-1.34	-1.38	-1.42
1770	-1.49	-1.34	-1.38	-1.42
1773	-0.27	-0.31	-0.23	-0.27
1774	-0.05	0.01	-0.23	-0.19
1775	-0.44	-0.55	-0.55	-0.48
1776	-0.44	-0.53	-0.78	-0.57
1777	0.08	0.22	0.02	-0.02
1778	1.81	1.63	1.85	1.68
1780	-1.49	-0.81	-1.38	-1.42
1783	1.66	1.58	1.56	1.5
1785	0.96	0.97	0.97	1.05
1786	1.54	1.47	1.71	1.76
1787	-0.19	-0.25	-0.1	-0.18
1788	0.84	0.3	0.64	0.54
1789	-0.3	-0.75	-0.2	-0.22
1791	-0.77	-0.75	-0.6	-0.9
1793	-0.01	0.83	0.81	0.7
1794	-1.49	-1.34	-1.38	-1.42
1795	-0.02	-0.1	-0.36	-0.36
1796	0.96	0.17	0.95	1.22
1797	0.06	-0.07	-0.08	0.05
1798	0.28	0.15	0.41	0.41
1800	-0.99	-0.53	-0.75	-0.9
1801	0.1	-0.1	-0.09	-0.02
1802	0.26	0.11	0.25	0.38
1803	-1.49	-1.34	-1.38	-1.42
1804	-0.82	-1.34	-0.85	-0.78
1805	-1.49	-0.78	-0.89	-1.42
1806	-1.49	-1.34	-1.38	-1.42
1807	-1.49	-1.34	-1.38	-1.42
1808	0.34	0.44	0.76	0.72
1809	-0.32	0.92	1.93	1.78
1810	1.13	1.14	1.07	0.94
1811	-0.88	-1.34	-1.38	-0.9
1812	-1.49	-0.57	-1.38	-0.9
1813	-1.49	-1.34	-1.38	-1.42
1814	-1.49	-1.34	-1.38	-1.42
1815	-1.49	-1.34	-1.38	-1.42
1816	-1.49	-1.34	-0.7	-0.9
1819	0.75	0.62	0.59	0.78
1820	-0.27	-0.15	-0.1	-0.11
1821	-0.26	-0.25	-0.27	-0.32
1822	1.34	0.88	1.26	1.49
1823	-1.49	-0.85	-1.38	-0.9
1824	0.1	0.05	-0.08	-0.15
1825	-1.49	-1.34	-1.38	-1.42
1826	-0.42	-0.75	0.1	0.02
1827	0.12	0.28	0.08	0.24
1828	-0.63	-1.34	-1.38	-0.9
1829	0.16	0.05	0.48	0.26
1830	0.4	0.09	0.34	0.19
1831	0.1	0.03	0.02	0
1832	1.25	0.79	0.41	0.35
1833	-1.49	-1.34	-1.38	-1.42
1836	0.73	0.91	0.75	0.46
1837	-0.3	-0.42	-0.29	-0.29
1838	0.97	0.55	0.41	0.42
1839	1.21	0.75	0.91	0.87
1840	-0.82	-0.81	-0.65	-0.72
1841	0.94	0.77	0.97	1.06
1842	-0.63	-0.42	-0.39	-0.45
1843	0.14	0.83	0.22	0.37
1844	-0.7	-0.44	-0.57	-0.38
1845	0.61	0.94	0.48	0.49
1846	1.38	0.29	1.05	1.14
1847	1.18	0.61	0.76	0.74
1848	1.24	1.4	1.25	1.32
1849	1.17	0.44	0.66	0.78
1850	0.22	0.5	0.05	0
1852	0.41	-0.2	-0.02	0.06
1854	1.41	1.49	1.25	1.57
1855	1.29	1.14	0.83	1.1
1856	0.61	0.59	0.64	0.83
1857	0.38	0.27	0.39	0.46
1859	1.05	1.05	1.22	1.11
1861	0.3	0.31	0.36	0.45
1869	0.71	0.45	0.7	0.9
1870	0.22	0.46	0.08	0.05
1871	0.64	0.55	0.93	0.86
1874	1.26	0.96	1.05	1.31
1875	0.11	0.26	0.29	0.18
1876	0.71	0.52	0.66	0.57
1877	0.04	-0.04	0.05	0.14
1879	-0.2	-0.26	0.72	0.55
1880	-0.88	-1.34	-1.38	-1.42
1889	0.78	1.25	1.24	1.46
1890	-0.24	-0.42	-0.33	-0.34
1891	0.45	0.33	0.15	0.34
1892	0.75	0.34	0.47	0.5
1893	1.98	2.25	0.62	0.89
1894	1.64	1.05	1.71	1.52
1901	-0.13	-0.09	0.47	0.39
1902	0.17	0.04	0.17	0.08
1903	-0.15	0.62	0.21	0.33
1906	0.63	-0.01	0.85	0.88
1907	-0.44	-0.65	-1.38	-0.9
1908	-1.49	-1.34	-1.38	-1.42
1909	-0.31	-0.4	0.34	0.36
1910	-0.99	-1.34	-1.38	-1.42
1911	0.98	0.77	0.83	0.95
1912	1.92	1.59	1.52	1.81
1915	4	4.06	4.04	4.03
1917	-1.49	-1.34	-1.38	-1.42
1933	2.53	2.43	2.38	2.42
1936	1.63	1.4	1.67	1.95
1937	2.56	2.46	2.57	2.65
1938	3.28	3.18	3.2	3.49
1939	0.55	0.37	0.47	0.47
1942	-0.19	-0.16	-0.18	-0.15
1943	-0.19	-0.36	-0.12	-0.11
1944	-0.19	-0.39	-0.36	-0.28
1945	-0.16	-0.34	-0.15	-0.1
1946	0.19	0.61	0.09	-0.01
1947	1.27	0.74	0.84	1.07
1948	1.59	1.33	1.66	1.64
1949	-1.49	-1.34	-1.38	-1.42
1950	-0.39	-0.43	-0.4	-0.41
1951	-0.7	-0.75	-0.68	-0.49
1952	0.2	-0.2	0.05	-0.02
1953	-0.26	0.48	-0.51	-0.44
1954	1.24	1.27	0.85	0.88
1955	0.22	0.43	0.13	-0.04
1956	0.56	0.84	1.5	1.27
1958	1.03	1.06	0.76	0.71
1959	-0.41	-0.26	-0.34	-0.34
1960	-0.24	-0.34	-0.27	-0.16
1961	-0.77	-1.34	-1.38	-0.9
1962	-0.37	-0.33	-0.42	-0.55
1964	2.05	2.09	1.96	1.82
1965	1.93	1.57	1.82	1.73
1967	1.01	0.95	0.91	0.98
1968	2.56	2.58	2.61	2.48
1969	2.04	1.76	1.38	1.53
1973	2.31	2.33	2.47	2.46
1974	1.58	1.95	1.96	1.82
1975	2.44	2.4	2.58	2.56
1977	1.62	1.75	1.87	1.71
1978	1.02	0.64	0.65	0.92
1979	0.76	0.61	0.89	0.87
1981	2.74	2.67	2.85	2.86
1982	3.07	3.2	3.14	3
1983	2.54	2.38	2.4	2.28
1984	2.33	2.18	2.5	2.55
1990	-0.47	-0.49	-0.33	-0.33
1991	-1.49	-1.34	-1.38	-1.42
1992	-0.4	-0.29	-0.82	-0.72
1993	-0.63	-0.52	-0.89	-0.61
1994	1.65	1.65	1.79	1.73
1995	-0.77	-0.85	-0.75	-0.9
1996	-1.49	-1.34	-1.38	-1.42
1997	0.96	1.4	0.94	0.81
1998	0.7	0.74	0.88	0.87
1999	-0.03	-0.37	-0.43	-0.43
2000	1.09	0.92	1.2	1.09
2002	0.42	0.41	0.37	0.44
2004	1.21	1.03	1.05	1.27
2005	0.77	0.82	0.99	0.82
2009	1.24	0.98	1.17	1.32
2010	0.87	0.76	0.87	0.95
2011	1.38	1.2	1.09	1.14
2012	3	2.32	2.27	2.26
2013	0.9	0.81	0.77	0.74
2014	0.43	0.32	0.13	0.22
2015	-1.49	-1.34	-1.38	-1.42
2016	-1.49	-1.34	-1.38	-1.42
2017	2.06	2	1.76	1.87
2018	-0.37	-0.46	-0.26	-0.22
2019	-1.49	-1.34	-0.62	-0.68
2020	-0.99	-1.34	-0.72	-0.68
2021	-0.3	-0.43	-0.43	-0.36
2022	-0.37	-0.51	-0.44	-0.41
2023	2.36	2.13	2.29	2.53
2026	-0.17	-0.11	-0.16	-0.19
2027	1.36	1.26	0.44	0.55
2028	-0.77	-0.6	-0.72	-0.68
2029	1.22	1.41	1.26	1.15
2030	1.39	1.89	1.72	1.9
2033	0.78	0.98	1.31	0.99
2034	-0.42	-0.51	-0.37	-0.39
2035	0.87	0.58	0.74	0.67
2036	1.02	1.29	0.91	1.04
2037	1.94	1.72	2.23	2.15
2038	-0.99	-1.34	-1.38	-0.72
2039	-0.5	-0.67	-0.55	-0.5
2040	0.76	1.26	0.68	0.66
2041	0.23	0.36	0.29	0.35
2042	-0.99	-0.67	-0.31	-0.36
2043	0.2	-0.04	0.23	0.1
2044	-0.6	-0.81	-0.43	-0.57
2045	-0.19	0.09	-0.1	-0.15
2046	-0.99	-1.34	-0.89	-1.42
2047	-0.88	-1.34	-0.82	-1.42
2048	0.43	0.29	0.18	0.36
2049	0.05	0.03	0.2	0.23
2050	1.68	1.42	1.44	1.64
2051	0.12	0.57	-0.11	-0.08
2052	-0.11	-0.24	-0.18	-0.13
2053	-0.35	-0.37	-0.4	-0.4
2054	0.7	0.51	0.63	0.67
2055	0.23	0.3	0.25	0.25
2056	-1.49	-1.34	-1.38	-1.42
2057	-0.41	-0.54	-0.37	-0.32
2058	1.83	1.97	2.11	2.01
2059	1.22	1.35	0.33	0.38
2060	1.4	1.55	1.41	1.24
2063	1.06	0.84	0.84	1.02
2064	1.42	1.24	0.85	1.07
2065	0.34	0.24	-0.07	-0.1
2066	-1.49	-1.34	-1.38	-1.42
2067	0.55	0.16	0.08	0.25
2068	0.22	0.15	0.1	0.25
2069	-0.99	-1.34	-1.38	-0.9
2070	-0.3	0.02	-0.11	-0.24
2071	1.15	1.03	1.02	1.03
2072	0.04	-0.08	0.1	0
2073	-0.13	-0.01	0	0.02
2074	0.21	0.33	0.32	0.19
2077	1.1	1.05	0.95	1.22
2078	-0.99	-0.31	-1.38	-1.42
2079	1.64	1.07	1.31	1.37
2081	0.92	0.85	0.83	0.71
2091	1.35	1.14	1.1	1.37
2098	1.95	1.89	1.86	1.8
2099	-0.28	-0.18	-0.31	-0.3
2100	-0.43	-0.41	-0.66	-0.55
2103	-0.73	-1.34	-1.38	-1.42
2104	-1.49	-1.34	-0.89	-1.42
2107	2.47	2.41	2.49	2.35
2108	1.33	1.38	1.24	1.16
2109	0.59	0.48	0.28	0.42
2110	0.58	0.75	0.58	0.49
2113	0.74	0.79	1.52	1.48
2114	1.63	1.84	1.32	1.36
2115	-0.54	-0.63	-0.33	-0.3
2116	-0.88	-1.34	-1.38	-1.42
2117	0.24	0.3	0.24	0.34
2118	1.11	0.2	0.9	1.06
2119	0.58	0.55	0.86	0.88
2120	0.94	0.86	1.12	1.11
2121	0.89	0.83	0.69	0.77
2122	-0.47	-0.47	0.45	0.32
2123	-1.49	-1.34	-1.38	-1.42
2124	-1.49	-1.34	-1.38	-1.42
2125	0.6	0.12	-0.14	-0.02
2128	-1.49	-1.34	-1.38	-1.42
2131	1.28	1.48	1.94	1.96
