gene	GSM2687426	GSM2687427	GSM2687428	GSM2687429	GSM2687430	GSM2687431
1	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2	-1.08	-1.08	-1.51	-1.02	-1.46	-1.49
9	-0.14	-0.2	-0.15	-0.23	-0.22	-0.25
10	-1.18	-1.52	-0.76	-1.59	-1.46	-1.49
12	-0.65	-0.56	-0.89	-0.94	-1.46	-0.73
13	-1.63	-0.89	-1.51	-1.12	-1.46	-1.49
14	1.19	1.13	1.23	1.02	1.18	1.53
15	-1.63	-1.52	-1.51	-0.88	-0.84	-0.77
16	1.95	1.9	1.71	2.18	1.88	1.94
18	-0.31	-0.29	-0.25	-0.54	-0.53	-0.85
19	0.36	0.21	1.19	-0.32	-0.31	0.52
20	0.47	0.36	0.62	0.75	0.9	0.59
21	0.82	0.77	0.75	0.56	1.08	1.08
22	0.79	0.72	0.78	0.64	0.83	0.65
23	1.48	1.47	1.35	1.72	1.68	1.75
24	-0.43	-0.41	-0.42	-0.49	-0.36	-0.26
25	1.41	1.4	1.37	1.47	1.09	1.16
26	-0.5	-0.27	-0.76	-0.88	-1.46	-1.49
27	0.97	0.94	0.9	1.23	1.11	1.07
28	-1.63	-1.52	-1.51	-0.88	-0.69	-1.49
29	0.54	0.57	0.54	0.66	0.24	0.33
30	0.68	0.67	0.9	0.2	0.59	0.87
31	1.52	1.37	1.56	1.5	1.3	0.99
32	-0.48	-0.57	-0.43	-0.44	-0.45	-0.58
33	1.84	1.82	2.01	1.24	1.77	2
34	0.57	0.5	0.82	0.3	0.39	0.49
35	0.61	0.59	0.64	0.37	0.5	0.67
36	0.64	0.59	0.93	0.5	0.69	0.74
37	0.78	0.84	0.93	0.57	0.59	0.86
38	0.58	0.63	0.45	0.87	1.12	0.96
39	1.43	1.35	1.08	0.94	1.06	1.14
40	-0.74	-1	-0.78	-1.59	-1.46	-1.49
41	-0.42	-0.4	-0.43	-0.37	-0.3	-0.23
43	-1.63	-1.52	-0.98	-1.59	-0.84	-0.85
47	2.03	1.94	1.98	2.04	2.06	1.81
48	1.26	1.26	1.23	0.97	0.7	0.69
49	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
50	1.79	1.73	1.76	1.83	2.06	1.9
51	0.85	0.87	1.01	0.84	1.3	1.4
52	1.39	1.38	1.1	1.48	1.45	1.49
53	0.38	0.37	0.77	0.35	0.58	0.62
55	0.7	0.66	0.8	0.93	-0.31	0.08
56	-0.86	-0.96	-1.51	-0.94	-0.63	-0.85
58	-0.01	0.23	0.02	-0.12	-0.69	-0.5
59	3.04	3.3	2.82	2.82	-0.33	-0.3
60	3.67	3.7	3.51	3.79	3.52	3.37
70	-0.56	-0.44	-0.86	-1.02	-1.46	-1.49
71	3.59	3.56	3.7	3.37	2.98	3.11
72	1.76	1.87	1.42	1.34	-0.66	-0.61
81	2.76	2.84	2.84	2.44	2.51	2.47
86	0.96	0.92	0.76	0.83	0.7	0.7
87	3	3.18	3.05	2.43	2.28	2.38
88	-0.96	-0.87	-0.98	-0.68	-0.71	-0.73
90	1.03	1.13	1.12	0.8	0.35	0.29
91	0.45	0.44	0.43	0.03	0.04	0.15
92	0.39	0.42	0.52	0.35	0.41	0.53
93	-0.44	-0.5	-0.5	-0.58	-0.38	-0.33
94	-0.15	-0.14	-0.02	-0.48	-0.43	-0.48
95	-0.11	-0.08	-0.19	0.06	0.13	0.18
97	-0.39	-0.4	-0.28	-0.31	-0.23	-0.17
98	-0.41	-0.37	-0.37	-0.42	-0.45	-0.48
100	-0.23	-0.2	-0.33	-0.04	-0.21	0.45
101	0.91	1.07	0.29	0.96	0.14	-0.23
102	1.87	1.87	2.01	1.54	1.37	1.41
103	1.18	1.2	1.27	0.71	1.18	0.21
104	0.23	0.14	0.22	0.46	-0.1	-0.13
105	-0.43	-0.46	-0.58	0.17	-0.18	-0.08
107	-0.42	-0.41	-0.54	-0.06	-0.59	-1.49
108	-0.76	-0.64	-0.67	-1.59	-0.84	-0.6
109	-0.02	-0.17	-0.04	0.83	0.57	0.46
111	-0.56	-0.47	-0.6	-0.73	-0.75	-0.45
112	0.75	0.78	0.76	0.71	0.61	0.61
113	0.51	0.54	0.35	0.13	-0.33	0.09
114	-0.92	-1.08	-1.51	-0.84	-0.98	-0.66
115	-0.11	-0.15	-0.1	-0.35	-0.35	-0.38
116	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
117	-0.51	-0.5	-0.67	-0.84	-0.98	-0.85
118	1.52	1.5	1.64	1.28	1.59	1.65
119	-0.44	-0.46	-0.36	-0.63	-1.46	-1.01
120	1.4	1.38	2.13	0.68	0.36	0
123	2.29	2.38	2.15	1.37	2.24	2.59
126	-1.08	-0.78	-0.98	-1.12	-1.46	-1.49
127	-1.63	-1.52	-1.51	-1.12	-1.46	-1.49
128	0.93	0.92	1.04	0.99	1.02	0.9
131	-0.76	-1.04	-1.02	-0.03	-0.66	-0.57
132	0.79	0.76	0.63	1.29	1.76	1.52
133	-0.24	-0.12	-0.08	-0.14	-0.35	0.25
134	-0.56	-0.64	-0.54	-1.12	-0.59	-0.46
135	-0.61	-0.6	-0.74	-0.7	-1.46	-1.49
136	-0.49	-0.47	-0.65	-0.17	-0.58	-1.49
140	-0.72	-1.52	-0.78	-0.77	-0.79	-0.56
141	0.37	0.34	0.41	0.61	0.44	0.59
142	0.95	1	0.98	1.31	1.09	1.17
143	0.76	0.74	0.95	0.25	0.56	0.42
146	-0.58	-0.67	-0.64	-0.54	-0.64	-0.7
147	-0.53	-0.47	-0.74	-0.6	-0.27	-0.68
148	-0.76	-0.82	-1.51	-1.59	-0.98	-1.49
150	-0.41	-0.36	-0.42	-0.08	-0.84	-1.49
151	-0.81	-0.78	-1.51	-0.88	-0.53	-0.37
152	-0.92	-1.52	-0.64	-1.59	-1.46	-1.49
153	-0.33	-0.39	-0.2	-0.3	-0.98	-1.49
154	-0.34	-0.23	-0.54	-0.32	-0.3	-0.17
155	-1.08	-1.52	-1.07	-0.64	-0.98	-0.8
158	0.95	0.95	0.7	1.13	1.31	1.02
159	1.63	1.6	1.51	1.65	2.04	1.72
160	1.18	1.18	1.11	1.25	1.32	1.48
161	1.34	1.39	1.16	1.56	1.14	1.11
162	0.78	0.82	0.85	0.97	0.98	1.22
164	1.47	1.49	1.59	1.46	1.44	1.75
165	1.24	1.29	1.36	1.02	0.31	0.93
166	1.73	1.71	1.9	1.55	1.74	1.86
167	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
173	-1.01	-1.52	-1.51	-1.59	-1.46	-0.92
174	-1.18	-1.52	-1.07	-0.88	-0.49	-0.8
175	0.11	0.11	0.52	0.07	0.92	0.95
177	-0.69	-0.73	-0.67	-0.51	-0.55	-0.3
178	0.58	0.53	0.63	0.83	0.7	0.58
181	-0.83	-0.71	-1.51	-0.69	-0.75	-0.38
182	2.09	2.12	1.84	1.47	-0.04	-0.14
183	-1.08	-0.87	-0.84	-1.59	-1.46	-0.6
185	-0.49	-0.38	-0.98	-1.59	-1.46	-1.49
186	-1.08	-0.84	-1.51	-1.59	-1.46	-1.49
187	-0.12	-0.09	-0.64	-0.94	-1.46	-1.49
189	-1.08	-1.52	-1.51	-1.12	-0.69	-0.77
190	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
191	1.63	1.68	1.22	1.65	1.7	1.78
196	0.76	0.74	0.84	0.73	0.9	1.8
197	-0.72	-0.67	-1.51	-1.59	-1.46	-1.49
199	-0.62	-0.54	-0.86	-0.75	-1.46	-1.49
203	0.41	0.48	0.34	0.31	1.29	1.3
204	1.25	1.27	0.82	1.13	0.55	1.07
205	0.13	0.23	-0.14	0.4	0.25	0.33
207	1.97	2.03	1.84	1.85	1.85	2.11
208	1	1.02	0.87	0.88	1.15	1.11
210	0.52	0.63	0.29	0.42	1.18	0.73
211	0.53	0.61	0.46	0.59	0.55	0.85
212	-0.96	-0.73	-1.07	-0.66	-0.71	-0.62
213	-1.63	-1.52	-0.98	-1.59	-1.46	-1.49
214	1.32	1.41	0.99	0.09	-0.12	-0.12
215	-0.14	-0.15	-0.01	-0.15	-0.15	0.1
216	-0.71	-0.56	-0.78	0.15	0.4	1.23
217	1.22	1.15	1.53	1.22	2.38	2.44
218	-0.6	-0.6	-0.49	1.07	2.49	1.76
219	-0.41	-0.42	-0.4	-0.68	-0.41	-0.77
220	2.1	2.38	1.76	0.01	-0.5	-0.26
221	-0.26	-0.31	-0.31	-0.21	-0.18	0.12
223	0.68	0.72	0.64	0.61	0.36	0.98
224	0.92	0.9	1.39	0.5	0.82	1.17
225	-0.96	-0.89	-0.73	-1.59	-0.84	-0.77
226	2.5	2.49	2.28	2.46	2.52	2.73
229	-1.63	-1.08	-1.51	-1.59	-1.46	-1.49
230	0.4	0.38	0.81	-0.29	-0.02	0.02
231	1.34	1.41	1.14	1.42	1.28	2.16
238	-1.63	-1.52	-1.51	-0.88	-0.91	-1.49
239	-0.25	-0.24	-0.34	-0.26	-0.59	-0.32
240	-0.81	-0.92	-0.86	-0.94	-1.46	-0.62
241	-0.83	-0.92	-0.66	-0.88	-0.69	-1.01
242	-1.18	-1.08	-1.51	-0.8	-1.46	-1.49
246	-0.58	-0.41	-0.86	-0.84	-0.75	-1.01
247	-0.57	-0.6	-0.54	-0.57	-0.54	-0.7
248	-1.63	-1.52	-1.51	-1.12	-1.46	-1.01
249	0	0.14	0.16	-0.54	-0.79	-0.41
250	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
251	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
257	-1.63	-1.52	-0.98	-1.59	-1.46	-1.49
258	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
259	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
262	1.9	1.97	1.9	1.78	1.92	1.98
266	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
267	1.65	1.67	1.69	1.63	1.69	1.7
268	-1.01	-1.52	-1.51	-0.84	-0.54	-0.68
269	-0.77	-0.82	-0.76	-0.8	-0.52	-0.58
270	-0.71	-0.75	-0.89	-0.5	-0.69	-1.01
271	0.71	0.66	0.39	0.8	0.85	0.57
272	0.26	0.26	0.31	0.55	0.36	0.18
273	-1.18	-1.52	-1.51	-1.12	-0.98	-1.01
274	0.8	0.85	0.67	0.91	1.22	1.55
275	-0.14	-0.08	-0.04	-0.48	-0.56	-0.35
279	-0.86	-0.68	-0.61	-0.56	-0.64	-0.51
280	-0.76	-0.89	-0.67	-0.58	-0.39	-0.45
283	-0.47	-0.57	-0.59	-0.44	-0.29	-0.37
284	-0.14	-0.23	0.44	-0.22	-0.66	-0.25
285	-0.17	-0.08	-0.49	-0.69	-0.45	-0.34
286	-0.7	-0.69	-0.72	-0.34	-0.52	-0.64
288	0.79	0.68	1.03	0.24	0.78	0.37
290	1.33	1.39	1.59	-0.53	-0.64	-0.43
291	1.66	1.67	1.58	1.86	1.96	2.04
292	2.06	2.05	1.83	2.14	2.34	2.22
301	3.33	3.39	3.23	3.34	2.28	2.48
302	2.85	2.93	2.6	2.69	2.75	2.31
306	2.41	2.45	2.53	2.37	2.84	2.27
307	1.45	1.53	1.51	1.31	1.2	1.59
308	2.24	2.29	2.37	2.03	1.65	2.02
309	2.17	2.23	2.43	1.7	-0.12	1.76
310	1.56	1.61	1.52	1.18	1.4	1.61
311	0.94	1.08	0.77	0.69	0.74	1.35
312	-0.96	-0.78	-1.51	-0.55	-0.84	-1.01
313	-0.96	-1.08	-0.81	-1.59	-0.84	-0.92
314	-0.41	-0.44	-0.47	-0.13	-0.27	-0.26
316	-0.23	-0.25	-0.26	-0.2	-0.21	0.36
317	0.45	0.39	0.42	0.75	1.35	0.99
318	0.17	0.1	0.06	0.15	0.17	0.19
319	-1.01	-0.82	-0.81	-1.02	-0.61	-0.92
320	-0.42	-0.4	-0.48	-0.33	-0.69	-0.08
321	-1.18	-1.52	-1.51	-1.12	-1.46	-1.49
322	-0.36	-0.32	-0.35	-0.12	-0.26	-0.1
323	1.37	1.42	1.35	1.69	1.4	0.94
324	1.3	1.28	1.35	1.27	1.39	1.36
325	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
326	-0.7	-0.87	-1.51	-0.88	-0.71	-0.35
327	0.53	0.52	0.69	0.36	0.81	0.71
328	0.94	0.94	0.78	0.66	1.1	0.71
329	0.18	0.18	0.35	0.32	0.34	0.2
330	0.52	0.55	0.27	0.34	0.02	-0.16
331	1	0.99	1.11	1.18	1.13	1.21
332	0.79	0.79	0.17	1.13	1.09	0.94
333	0.08	0.11	0.4	-0.24	-0.3	-0.06
334	2.57	2.56	2.68	2.62	2.1	2.34
335	-1.63	-1.52	-1.51	-1.12	-1.46	-1.49
336	-0.83	-1.52	-0.8	-0.66	-0.47	-0.41
337	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
338	-1.63	-1.52	-1.51	-0.84	-0.48	-0.27
339	0.48	0.29	0.35	0.35	-0.14	-0.11
343	-0.96	-0.87	-1.51	-0.2	-0.09	-0.14
344	-1.18	-1.52	-1.51	-1.59	-1.46	-1.49
346	-0.63	-0.73	-0.93	-0.55	-0.47	-0.45
347	0.25	0.58	-0.1	-0.57	-0.75	-0.8
348	0.34	0.39	0.19	-0.36	-0.37	-0.29
350	-0.83	-1.52	-1.02	-0.59	-0.84	-0.85
351	2.82	2.84	3	2.65	2.19	2.67
353	0.63	0.62	0.29	1.23	1.2	1.35
354	-1.63	-1.52	-1.51	-1.59	-1.46	-0.28
355	-0.4	-0.35	-0.24	0.01	-0.16	-0.28
356	-1.63	-1.52	-1.51	-1.12	-1.46	-1.01
357	0.64	0.63	0.66	0.86	0.81	0.97
358	-0.17	0.02	-0.76	0.1	-0.21	0.83
359	-1.08	-1.52	-0.93	-1.12	-1.46	-1.49
360	-0.61	-0.66	-0.64	0.18	-0.28	0.29
361	-0.77	-1.52	-0.89	-1.59	-1.46	-0.77
362	0.6	0.44	0.68	0.32	-0.17	0.54
363	-1.63	-1.52	-1.51	-1.59	-1.46	-0.8
364	-0.89	-0.8	-0.67	-0.6	-0.66	-0.6
366	-0.42	-0.54	-0.51	-0.75	-0.61	-0.59
367	-0.16	-0.17	-0.09	0	-0.06	-0.24
368	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
369	0.72	0.73	0.82	0.66	0.89	0.81
372	1.91	1.91	1.96	2.12	1.99	1.77
373	0.36	0.35	0.61	0.45	0.48	0.39
374	0.63	0.73	0.03	0.31	1.7	1.16
375	2.21	2.27	2.21	1.9	2.26	2.22
377	1.77	1.79	1.95	1.5	1.8	1.97
378	2.18	2.21	2.16	1.78	1.88	1.92
379	-0.52	-0.57	-0.64	-0.44	-0.44	-0.36
381	1.19	1.07	1.04	0.99	1.08	1.45
382	1.84	1.85	1.87	1.61	1.76	1.87
383	0.92	0.63	1.12	-0.03	-0.28	0.24
384	-0.48	-0.53	-0.57	-0.39	-0.58	-0.28
387	2.3	2.28	2.38	2.12	2.39	2.4
388	1.73	1.92	1.66	1.16	1.07	2.11
389	1.97	1.97	2.15	1.21	0.98	1.53
390	1.46	1.61	1.91	1.72	1.24	1.61
391	0.56	0.56	0.51	0.47	0.47	0.61
392	1.24	1.31	1.17	1.14	1.09	1.19
393	-0.51	-0.48	-0.42	-0.6	-0.55	-0.58
394	1.59	1.49	1.83	1.66	1.27	1.38
395	-0.03	-0.11	0.11	-0.41	0.09	-0.51
396	2.15	2.21	1.94	2.25	2.14	2.19
397	-0.14	-0.03	-0.36	-0.05	-0.56	-0.35
398	-0.24	-0.14	-0.25	0	-0.03	-0.11
399	-0.74	-0.67	-0.7	-0.8	-0.69	-0.73
400	1.74	1.67	1.76	1.64	1.6	1.63
401	-0.92	-1	-1.51	-1.59	-1.46	-1.49
402	0.32	0.29	0.41	0.28	0.39	0.79
403	-0.01	-0.04	0.09	0.47	0.23	0.45
405	0.74	0.71	0.84	0.74	0.52	0.59
406	0.03	0.05	0.11	0.3	0.08	-0.05
407	-1.08	-0.87	-1.02	-1.59	-1.46	-0.92
408	0.19	0.18	0.11	-0.25	-0.4	-0.22
409	-0.12	-0.04	-0.18	0.25	-0.07	0.07
410	0.01	-0.07	0.21	-0.06	-0.11	0.18
411	0.64	0.63	0.78	0.44	0.78	0.37
417	-1.63	-1.08	-0.93	-1.59	-1.46	-1.49
419	-0.47	-0.5	-0.59	-0.56	-0.98	-1.49
420	-0.58	-0.65	-0.64	-1.12	-0.91	-1.49
421	0.2	0.21	0.2	0.08	-0.03	0.68
427	1.64	1.57	1.92	1.68	1.82	1.86
429	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
430	-1.01	-1.08	-1.07	-0.73	-0.79	-1.49
432	-1.08	-0.87	-1.51	-1.59	-0.79	-0.46
433	-1.18	-1.52	-1.51	-1.12	-0.91	-0.73
434	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
435	0.57	0.52	0.45	0.32	0.76	0.81
439	0.7	0.77	0.68	0.98	0.94	1.33
440	1.71	1.51	1.24	1.98	1.56	0.96
443	-0.61	-0.61	-0.52	-0.5	-0.11	-0.24
444	0.84	0.86	0.9	0.82	0.41	0.35
445	1.37	1.36	1.26	0.98	0.64	2.24
460	-1.08	-0.96	-1.51	-1.59	-1.46	-1.01
462	-0.72	-0.71	-0.57	-0.64	-0.33	-0.29
463	0.45	0.43	0.54	1.04	0.83	0.97
466	0.77	0.81	0.71	0.87	0.7	0.57
467	0.36	0.39	0.07	-0.15	-0.16	-0.23
468	1.97	1.93	1.54	1.87	1.76	1.48
471	1.69	1.75	1.5	1.84	1.77	2.16
472	0.27	0.22	0.22	0.88	0.53	0.16
473	1.07	1.04	1.06	0.76	1.02	1.04
474	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
475	0.89	0.87	0.97	0.26	0.71	0.7
476	2.38	2.4	2.48	2.42	2.69	2.24
477	-0.55	-0.55	-0.64	-0.69	-0.63	-0.54
478	-0.64	-0.89	-0.49	-0.6	-0.53	-0.51
479	-0.71	-0.71	-0.55	-0.63	-0.98	0.12
480	-1.18	-1.52	-0.93	-1.59	-1.46	-0.8
481	0.97	1.13	0.68	-0.16	0.44	0.85
482	-0.64	-0.52	-0.72	-0.8	-0.79	-1.01
483	1.59	1.59	1.48	1.28	1.43	1.3
487	-0.66	-0.73	-0.7	-0.47	-0.42	-0.47
488	2.21	2.25	2.21	2.36	2.43	2.19
489	-0.58	-0.52	-0.64	-0.55	-1.46	-0.44
490	1.93	1.88	2.06	1.67	1.62	1.62
491	-1.08	-1.52	-1.51	-1.02	-0.69	-0.77
492	-1.63	-1.52	-0.86	-0.94	-0.46	-0.92
493	-0.01	-0.08	-0.01	0.79	-0.44	-0.38
495	-1.01	-1.04	-0.69	-0.63	-1.46	-0.92
496	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
498	2.42	2.44	2.44	2.49	2.61	2.65
501	1.2	1.15	1.41	0.85	0.79	1.2
506	2.74	2.75	2.7	2.87	2.92	2.97
509	1.62	1.59	1.62	1.84	1.82	1.83
513	1.37	1.33	1.26	1.31	1.63	1.76
515	1.7	1.65	1.69	1.72	1.9	1.77
516	0.96	0.96	0.79	1.1	1.05	0.87
517	1.01	0.93	0.67	0.54	0.78	0.36
518	1.67	1.7	1.53	1.71	1.79	1.86
522	1.36	1.36	1.48	1.33	1.46	1.41
523	1.3	1.32	1.67	1.54	1.95	2.12
525	-0.06	0	-0.23	-1.12	-1.46	-0.6
526	1.02	1.03	1.14	0.98	1.21	1.43
527	1.81	1.79	1.9	1.83	1.99	2.22
528	0.72	0.73	0.9	0.79	0.92	0.88
529	1.24	1.24	1.68	0.86	1.29	1.6
533	0.84	0.71	1.09	0.83	1.18	1.39
534	-0.47	-0.54	-0.4	-0.39	-0.39	-0.35
535	0.26	0.33	0.46	0.07	0.46	0.84
537	1.4	1.41	1.6	1.38	1.55	1.79
538	0.07	0.02	0.37	0.06	0.03	0.18
539	1.31	1.3	1.19	1.36	1.56	1.53
540	-0.71	-0.67	-0.8	-0.59	-0.71	-0.62
545	0.37	0.49	0.26	0.74	0.81	0.49
546	1.58	1.55	1.7	1.61	1.61	1.59
547	0.04	0	0.22	-0.28	-0.11	-0.61
549	-0.02	-0.11	0.08	0.04	0.1	0.08
550	1.15	1.04	1.09	0.92	1.28	1.27
551	-1.63	-1.52	-1.51	-1.02	-1.46	-1.49
552	-0.71	-0.61	-1.51	-1.12	-1.46	-0.92
553	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
554	-1.18	-1.52	-1.51	-1.12	-1.46	-1.49
558	2.06	2.08	1.81	2.45	2.82	2.61
563	-1.01	-1.08	-1.51	-0.94	-0.38	-1.49
567	2.57	2.52	2.95	1.86	2.53	1.94
570	-1.63	-1.52	-1.51	-0.7	-0.84	-1.49
571	0.66	0.66	0.69	0.6	0.31	0.5
572	0.08	0.03	0.14	0.09	0.38	0.43
573	1.37	1.46	1.26	1.44	1.45	1.23
575	-0.86	-0.72	-0.49	-0.68	-0.41	-0.92
576	-0.61	-0.64	-0.73	-0.44	-0.63	-0.68
577	-0.7	-0.89	-0.86	-0.61	-0.37	-0.59
578	1.16	1.17	1	1.05	0.77	0.98
579	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
580	0.41	0.43	0.02	0.51	0.6	0.38
581	0.62	0.58	0.65	0.62	1.45	1.5
582	-0.38	-0.34	-0.35	-0.33	-0.21	-0.17
583	-0.23	-0.25	-0.07	-0.26	-0.15	-0.06
585	-0.19	-0.18	-0.17	-0.16	-0.02	-0.2
586	0.14	0.09	-0.23	1.05	-0.47	-0.85
587	0.29	0.26	0.24	0.29	0.24	0.28
590	-0.37	-0.39	-0.27	-0.84	-0.4	-0.77
593	0.34	0.2	0.51	0.1	0.12	0.56
594	-0.13	-0.2	-0.13	-0.01	-0.05	-0.1
595	2.34	2.3	2.12	2.7	3.23	2.75
596	0.56	0.51	0.73	0.74	0.77	0.91
597	-0.43	-0.34	-0.33	-0.8	-1.46	-0.8
598	1.36	1.3	1.24	1.38	1.98	1.75
599	0.67	0.65	0.68	0.17	0.68	0.22
602	0.32	0.28	0.09	0.08	-0.18	-0.07
604	0.59	0.66	0.64	0.26	0.27	0.27
605	0.51	0.43	0.4	0.36	0.55	0.41
607	0.38	0.29	0.58	0.6	0.19	0.45
608	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
610	-0.48	-0.48	-0.43	-0.37	-0.16	-0.06
611	-1.63	-1	-1.51	-0.8	-0.49	-0.85
613	1.08	1.14	1.08	1.1	1.09	0.98
617	-0.15	-0.15	-0.11	-0.02	-0.04	0.14
622	0.33	0.26	0.2	-0.07	-0.17	0.09
623	-1.18	-1.52	-1.51	-0.7	-0.91	-0.73
624	-0.41	-0.4	-0.47	-0.16	-0.36	-0.26
627	-0.05	0.1	-0.21	-0.1	-0.1	0.14
629	-0.11	-0.1	-0.25	-0.36	-0.36	-0.36
631	-0.74	-0.7	-0.7	-0.59	-0.69	-1.01
632	-0.17	-0.05	-0.05	-0.39	-0.26	-0.14
633	1.7	1.92	1.52	2.68	-0.33	-0.33
634	1.23	1.59	1.1	-0.14	-0.5	-0.32
635	-0.79	-1.08	-1.51	-1.02	-1.46	-0.85
636	-0.06	-0.14	0.06	0.05	0.17	-0.21
637	0.32	0.31	0.56	0.99	1.21	1.19
638	-0.24	-0.19	-0.24	-0.77	-0.69	-0.52
639	-0.33	-0.3	-0.38	-0.43	-0.39	-0.45
640	-0.92	-1.08	-0.93	-1.59	-1.46	-1.49
641	0.33	0.34	-0.03	0.54	0.34	0.32
642	0.93	0.88	0.83	0.99	0.64	0.74
643	-0.45	-0.42	-0.42	-0.3	-0.33	-0.36
644	0.27	0.27	0.13	0.3	0.17	0.42
645	-0.21	-0.22	-0.29	-0.19	-0.16	-0.03
646	0.69	0.7	0.74	0.82	-0.13	-0.45
649	1.71	1.69	1.82	1.3	1.23	0.81
650	-0.43	-0.39	-0.42	-0.37	-0.98	-0.39
651	-0.52	-0.48	-0.4	-0.64	-0.66	-0.64
652	-0.57	-0.53	-0.72	-0.15	0.87	0.95
653	-0.43	-0.4	-0.49	-0.75	-1.46	-1.01
654	-0.7	-0.51	-1.07	-0.39	-0.58	-0.59
655	0.15	0.13	0.01	-0.29	0.79	0.46
657	1.63	1.65	1.79	1.09	1.43	1.13
658	-0.57	-0.45	-0.57	-0.33	-0.91	-0.33
659	1.6	1.57	1.75	1.36	1.48	1.5
660	-0.64	-0.82	-0.74	-1.02	-1.46	-1.01
661	0.3	0.37	0.14	0.31	0.47	0.16
662	0.04	0.03	-0.1	-0.04	-0.08	0.08
663	1.54	1.55	1.51	1.54	1.52	1.16
664	0.34	0.54	0.27	0.35	-0.03	0.77
665	1.39	1.33	1.45	0.95	1.4	1.23
666	0.03	0.15	-0.23	0.43	0.06	0.33
668	-1.18	-1.08	-1.02	-1.12	-0.57	-1.49
669	0.45	0.5	0.49	0.34	0.02	0.25
670	-0.09	-0.11	0.12	-0.28	-0.02	0.08
671	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
672	0.27	0.29	-0.07	0.58	0.52	0.38
673	0.57	0.55	0.59	0.72	0.5	0.66
675	0.21	0.17	-0.05	0.63	0.4	0.28
676	-0.58	-0.62	-0.64	-0.63	-0.48	-0.49
677	2.14	2.12	2.25	0.91	1.13	1.68
678	1.88	1.92	1.65	2.02	2.11	1.95
680	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
682	2.13	2.11	2.34	2	2.38	2.61
683	0.08	-0.03	0.05	-0.15	0.2	-0.21
685	-0.05	0	-0.01	-0.27	0.17	-0.21
686	-0.01	0.04	-0.02	-0.15	-0.01	0.09
687	0.37	0.28	0.41	0.36	-0.07	0.32
688	0.55	0.57	0.2	0.74	1.4	0.5
689	2.24	2.21	2.22	2.29	2.28	2.37
694	1.67	1.64	1.67	1.09	1.97	1.54
695	-1.01	-0.78	-0.76	-1.59	-1.46	-1.01
696	0.54	0.63	0.28	-0.44	0.48	-0.03
699	0.79	0.77	0.33	1.47	0.98	0.8
701	0.81	0.81	0.32	1.63	0.93	1.1
705	0.54	0.59	0.28	0.86	0.74	0.85
706	1.49	1.48	1.24	0.81	1.02	0.77
708	1.36	1.43	1.13	1.69	1.61	1.52
710	-0.09	0.11	0.16	-1.59	-1.46	-1.49
712	-0.41	-0.36	-0.32	-1.59	-1.46	-1.49
713	-0.42	-0.34	-0.32	-1.59	-1.46	-1.49
714	-0.4	-0.32	-0.37	-1.59	-1.46	-1.49
715	-0.17	-0.04	-0.03	-0.18	-0.29	-0.07
716	0.92	1.19	0.99	-0.05	-0.61	-0.13
717	-0.28	-0.2	-0.15	-0.45	-0.79	-0.45
718	0.8	0.81	0.95	1.98	0.14	1.41
719	-0.54	-0.48	-0.54	-0.48	-0.54	-1.49
721	-0.37	-0.39	-0.42	-0.68	-0.61	-0.5
726	0.94	1.14	0.91	0.54	1.29	1.58
727	-0.65	-0.56	-0.6	-1.12	-1.46	-1.49
728	-0.54	-0.5	-0.58	-0.84	-0.75	-1.49
729	-1.18	-1.52	-0.93	-1.12	-0.75	-0.61
730	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
731	-1.18	-1.52	-1.51	-0.94	-0.84	-1.01
732	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
733	-0.69	-0.6	-0.56	-0.46	-0.49	-0.49
734	0.2	0.28	0.26	0.07	-0.08	-0.07
735	-0.96	-1.52	-0.93	-1.59	-1.46	-1.49
738	0.3	0.23	0.32	0.26	0.28	0.66
740	0.28	0.36	0.28	0.46	0.34	0.51
741	-0.09	-0.08	-0.17	-0.11	-0.01	0.11
744	-0.28	-0.34	-0.23	-1.59	-0.54	-0.56
745	-0.63	-0.74	-0.78	-0.4	-0.49	-0.61
