gene	GSM2687426	GSM2687427	GSM2687428	GSM2687429	GSM2687430	GSM2687431
2632	0.28	0.34	0.21	0.51	0.57	0.62
2634	0.83	0.75	1.21	0.09	0.29	-0.1
2635	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2636	-0.92	-1.52	-0.98	-0.63	-0.91	-0.85
2637	-1.18	-0.96	-1.07	-0.45	-1.46	-1.49
2638	-0.68	-1.52	-0.93	0.01	0.32	0.09
2639	0.16	0.1	0.16	0.08	0.43	0.4
2642	-1.63	-1.52	-0.89	-1.59	-1.46	-1.49
2643	0.31	0.33	0.35	-0.31	-0.06	-0.16
2644	-0.63	-0.65	-0.68	-0.27	-0.09	-0.11
2645	-0.86	-1.08	-1.51	-0.75	-0.57	-0.8
2646	-1.01	-1.52	-1.51	-0.66	-0.66	-0.8
2647	0.24	0.13	0.18	0.01	0.26	0.44
2648	0.82	0.81	0.72	1.17	0.89	0.75
2649	-0.22	-0.19	-0.19	-0.01	0.06	-0.03
2650	-0.33	-0.39	-0.36	-0.19	-0.38	-0.37
2651	1.46	1.51	1.06	0.95	0.6	0.76
2653	0.66	0.73	0.42	1.12	0.74	0.79
2657	-1.63	-0.74	-1.51	-1.59	-1.46	-0.77
2658	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2660	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2661	-1.63	-0.69	-0.76	-0.7	-0.75	-0.92
2662	-0.71	-0.69	-1.51	-1.59	-1.46	-1.49
2664	0.93	0.97	1.08	0.82	1.16	1.43
2665	2.19	2.21	2.27	2.22	2.24	2.42
2668	-0.49	-0.38	-0.64	0.09	-0.24	-0.15
2669	-0.45	-0.38	-0.52	-0.64	-0.39	-0.37
2670	-0.65	-0.84	-0.52	-1.12	-0.69	-0.8
2671	0.25	0.23	0.3	0.57	0.64	0.81
2672	-0.96	-1.52	-0.93	-1.02	-0.91	-0.8
2673	1.1	1.05	1.19	1.31	1.08	1.13
2674	-0.28	-0.27	-0.3	-0.33	-0.98	-1.49
2675	-0.12	-0.11	0.1	-0.08	-0.63	-0.48
2676	-1.01	-1	-0.93	-1.59	-1.46	-1.49
2677	-0.09	-0.03	0.03	0.09	-0.13	-0.08
2678	-0.03	0.04	-0.1	-0.8	-1.46	-0.55
2683	1.35	1.42	1.47	1.18	1.44	1.62
2686	-0.49	-0.41	-0.8	-0.34	-0.75	-0.85
2687	-0.53	-0.56	-0.47	-0.51	-0.66	-0.85
2690	0.61	0.46	1.24	0.44	0.76	0.88
2691	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2692	-1.63	-1.52	-1.51	-1.59	-1.46	-0.64
2693	-1.63	-1.52	-1.51	-1.12	-1.46	-1.49
2694	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2695	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2696	-0.86	-1	-1.02	-1.59	-0.66	-0.8
2697	2.36	2.33	2.6	1.91	2.18	1.88
2700	-1.18	-1.04	-1.02	-1.59	-1.46	-1.49
2701	-0.39	-0.3	-0.7	-0.63	-0.69	-0.53
2702	-0.64	-0.59	-0.67	-1.59	-0.84	-0.58
2703	-0.96	-0.96	-0.86	-0.8	-0.57	-0.7
2705	-0.83	-1.52	-1.51	-1.59	-1.46	-1.49
2706	1.52	1.71	1.18	-0.31	-0.71	-0.36
2707	1.24	1.33	0.81	0.88	0.43	0.99
2709	-0.46	-0.46	-0.55	-0.55	-0.64	-0.66
2710	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2712	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2717	0	-0.05	0.21	0.05	0.09	0.53
2719	-0.43	-0.4	-0.56	-0.42	-0.84	-0.73
2720	0.49	0.35	0.81	0.45	0.47	0.56
2729	1.07	1.16	0.94	1.42	1.03	0.94
2730	1.14	1.31	0.95	1.18	1.09	1.21
2731	-1.63	-0.84	-1.51	-0.28	-0.48	-0.58
2733	0.6	0.58	0.43	0.95	0.53	0.67
2734	1.65	1.59	1.78	1.64	1.31	1.54
2735	-1.18	-1.52	-1.51	-0.54	-1.46	-0.92
2736	-0.68	-0.79	-0.7	-0.47	-1.46	-1.49
2737	0.22	0.13	0.06	0.45	-0.44	-0.31
2739	0.95	1.03	1.02	1.05	0.7	0.88
2740	-1.63	-1.52	-0.93	-1.59	-1.46	-1.49
2741	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2742	-1.18	-1.52	-1.07	-1.59	-1.46	-1.49
2743	-0.34	-0.46	-0.28	-0.29	-0.4	-0.37
2744	1.84	1.84	2.02	1.93	1.9	1.89
2745	0.22	0.26	0.39	0.24	0.15	0.76
2746	1.65	1.68	1.48	1.62	1.71	1.25
2752	1.19	1.52	1.11	0.39	0.55	0.84
2760	0.44	0.51	0.74	0.24	1.91	1.56
2762	0.4	0.4	0.44	0.48	0.46	0.99
2764	1.43	1.45	1.59	1.24	1.83	1.48
2765	-1.08	-1.52	-1.51	-1.02	-1.46	-1.49
2766	-0.3	-0.27	-0.25	0.04	-0.27	-0.28
2767	1.08	1.08	1.01	0.51	1.1	1.01
2768	0.94	0.95	0.84	1.32	0.81	1.24
2769	-0.39	-0.45	-0.36	-0.37	0.05	-0.4
2770	-0.02	0	-0.29	0.35	-0.39	1.98
2771	2.17	2.19	2.17	1.97	1.87	2.12
2773	1.79	1.79	1.77	1.85	1.76	1.76
2774	-0.27	-0.33	-0.25	-0.36	-0.16	-0.26
2775	-0.5	-0.41	-0.45	-0.36	-0.84	-0.4
2776	1.16	1.11	1.34	1.29	1.49	1.71
2778	2.6	2.59	2.69	2.74	2.57	2.83
2779	-0.96	-0.79	-1.02	-0.46	-0.66	-0.46
2780	-0.69	-0.63	-0.72	-0.45	-0.44	-0.36
2781	-0.37	-0.34	-0.36	-0.44	-0.3	-0.37
2782	2.37	2.43	2.4	2.12	1.87	2.18
2783	1.8	1.79	1.74	1.84	1.97	2.08
2784	-1.63	-1.52	-1.51	-1.12	-0.84	-1.49
2785	-0.74	-0.96	-0.86	-0.62	-0.64	-0.59
2786	-1.63	-1.52	-1.51	-0.84	-0.5	-0.73
2787	1.43	1.44	1.36	1.25	1.23	1.15
2788	-0.21	-0.22	-0.03	-0.36	-0.34	-0.4
2790	0.17	0.09	0.06	0.44	0.16	0.25
2791	-0.2	-0.22	-0.34	-0.19	-0.57	-0.23
2792	-0.86	-0.96	-1.02	-0.66	-1.46	-0.73
2793	-0.67	-0.76	-0.81	-1.59	-1.46	-1.49
2794	0.81	0.77	0.73	1.11	0.93	1.08
2796	-0.96	-0.87	-1.51	-0.75	-0.59	-0.66
2798	-1.63	-1.52	-1.51	-1.59	-0.5	-1.49
2799	1.37	1.37	1.76	1.16	1.55	1.64
2800	0.56	0.45	0.63	0.5	0.51	0.39
2801	1.05	1.04	1.07	0.9	0.98	1.13
2802	0.86	0.88	0.93	1.02	1.05	0.92
2803	1.26	1.26	1.42	0.9	1.43	1.12
2804	1.26	1.19	1.44	1	1.21	1.18
2805	0.45	0.46	0.17	1.09	1.13	1.09
2806	1.81	1.8	1.65	2.07	1.87	2.27
2810	2.29	2.42	1.86	1.48	-0.1	0.23
2811	-0.68	-0.64	-0.64	-0.52	-0.36	-0.38
2812	-0.77	-0.63	-0.76	-0.47	-0.98	-1.01
2813	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2814	-1.08	-0.84	-0.89	-0.84	-0.91	-0.77
2815	-0.96	-1.52	-0.98	-1.59	-0.75	-1.49
2817	0.57	0.75	0.54	0.95	0.5	1.82
2819	-0.18	-0.19	-0.11	-0.8	-0.4	-0.32
2820	1.19	1.25	1.11	1.46	1.25	1.09
2821	1.94	1.93	1.8	2.03	2.16	2.24
2822	-0.11	-0.14	-0.01	-0.22	-0.06	-0.11
2823	-0.81	-0.72	-1.51	-1.59	-1.46	-1.01
2824	0.26	0.17	0.71	-0.38	-0.71	-0.92
2825	-0.66	-0.62	-0.58	-1.59	-1.46	-1.49
2826	-0.74	-1.52	-1.51	-0.94	-0.98	-1.49
2827	-0.64	-0.64	-0.57	-0.94	-1.46	-0.85
2828	-0.56	-0.53	-0.76	-1.02	-0.75	-0.66
2829	-1.01	-0.79	-0.84	-0.64	-0.64	-0.8
2830	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2831	-1.18	-1	-1.51	-1.59	-1.46	-1.49
2833	-1.63	-1.52	-1.51	-1.59	-1.46	-0.62
2834	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2835	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2837	-1.63	-1.52	-1.51	-1.59	-1.46	-1.01
2838	-1.18	-1.52	-1.51	-1.02	-0.45	-0.7
2840	-0.83	-0.89	-1.07	-1.02	-0.98	-1.49
2841	-1.63	-1.52	-1.51	-0.94	-1.46	-1.49
2842	-0.35	-0.36	-0.42	-0.22	-0.22	-0.15
2843	-1.08	-0.79	-0.8	-1.59	-0.84	-0.8
2844	-0.92	-1.52	-0.93	-0.88	-1.46	-1.49
2845	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2846	-0.59	-0.58	-0.6	-0.34	-1.46	-0.42
2847	-0.77	-0.8	-0.61	-1.59	-0.91	-0.85
2848	-1.63	-1.52	-1.51	-1.02	-0.55	-1.01
2849	-1.08	-0.92	-0.84	-0.77	-0.75	-1.01
2850	-0.77	-0.63	-0.89	-1.12	-1.46	-1.49
2852	-0.65	-0.96	-0.53	-0.63	-0.43	-0.7
2853	-1.63	-1.52	-0.89	-1.59	-1.46	-1.49
2856	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2857	-0.83	-1.52	-0.86	-1.59	-1.46	-1.49
2859	-0.37	-0.33	-0.56	-0.55	-0.46	-0.48
2861	-0.79	-0.65	-0.81	-0.75	-0.55	-0.7
2863	-0.52	-0.52	-0.56	-0.01	0.24	-0.3
2864	-0.96	-0.71	-0.76	-0.66	-0.63	-0.77
2865	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2867	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2868	-0.41	-0.48	-0.31	-0.35	-0.23	-0.29
2869	0.17	0.2	0.23	0.31	0.02	0.21
2870	0.9	0.98	0.58	1.28	0.59	0.73
2872	1.01	0.88	1.18	1.1	1.08	1.12
2873	1.09	1.15	1.03	1.46	1.36	1.22
2874	0.21	0.27	0.14	0.12	0.28	0.16
2875	-0.46	-0.5	-0.44	-0.4	-0.35	-0.31
2876	1.4	1.47	1.11	1.65	1.86	1.87
2877	0.56	0.47	0.04	1.15	-0.39	-0.32
2878	0.34	0.56	0.08	-0.7	-0.58	-0.42
2879	1.9	1.82	2.09	1.53	1.7	2.28
2880	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2882	-0.19	-0.23	-0.27	-0.14	-0.84	-1.01
2885	1.08	1.06	1.07	1.17	1.15	1.2
2886	0.44	0.49	0.46	0.36	0.5	0.46
2887	1.09	0.9	1.35	0.67	-0.55	-0.36
2888	0.36	0.46	0.19	0.11	-0.38	-0.3
2889	1.36	1.45	1.17	1.63	1.39	1.31
2890	-1.63	-1.52	-1.51	-0.88	-1.46	-1.49
2891	-0.86	-1.08	-0.8	-0.94	-0.56	-0.8
2892	-0.22	-0.24	0.02	-0.14	-0.28	-0.31
2893	-0.79	-0.72	-1.51	-1.02	-0.69	-0.8
2894	-1.63	-1.52	-1.07	-1.12	-0.91	-1.49
2895	-0.89	-1.04	-1.02	-0.77	-0.79	-1.49
2896	1.54	1.5	1.92	1.27	1.63	1.94
2897	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2898	-0.76	-0.89	-0.93	-1.02	-0.91	-0.45
2899	-0.18	-0.1	-0.26	-0.94	-0.79	-0.61
2900	-0.83	-0.92	-0.81	-0.73	-0.46	-0.59
2901	-0.03	-0.14	0.08	-0.5	-0.35	-0.26
2902	-0.56	-0.6	-0.57	-0.46	-0.41	-0.4
2903	-1.18	-1.52	-0.89	-0.75	-0.98	-0.7
2904	-1.08	-1.52	-0.98	-0.77	-0.91	-1.01
2905	-1.63	-1.52	-1.51	-1.12	-1.46	-1.49
2906	-0.62	-0.6	-0.6	-0.41	-0.5	-0.36
2907	0.89	0.83	1.29	0.94	0.92	1.31
2908	0.69	0.73	0.88	0.83	1.26	0.88
2909	1.7	1.7	1.79	1.68	1.78	1.71
2911	-1.01	-1.04	-1.02	-0.84	-1.46	-0.92
2912	-0.89	-1.52	-1.51	-1.02	-0.91	-1.49
2913	-1.63	-1.52	-1.51	-0.94	-1.46	-1.49
2914	-1.08	-1.52	-1.07	-0.84	-1.46	-1.49
2915	-0.96	-1.52	-0.89	-0.75	-0.59	-1.01
2916	-1.63	-1.52	-1.51	-1.59	-0.91	-0.77
2917	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2918	-0.83	-1.52	-0.7	-1.12	-0.98	-1.01
2920	0.38	0.4	-0.25	1.89	0.54	0.87
2921	-0.28	-0.31	-0.55	-0.22	-0.57	-0.15
2922	-1.63	-1.52	-1.51	-1.59	-0.84	-1.49
2923	2.54	2.6	2.69	2.71	2.63	2.64
2925	-0.89	-1.52	-1.02	-1.12	-0.75	-0.77
2926	1.44	1.41	1.51	1.72	1.75	1.56
2928	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2931	1.19	1.24	1.08	1.18	1.1	1.18
2932	1.47	1.41	1.64	1.54	1.37	1.54
2934	1.01	1.27	0.57	1.94	1.87	2.3
2935	1.85	1.86	1.77	2.07	2.02	1.97
2936	2.04	2.06	2.11	1.6	1.35	1.44
2937	0.24	0.31	0.22	0.26	0.52	0.6
2940	-0.58	-0.56	-0.63	0.54	-0.22	-0.38
2944	-0.12	-0.11	-0.11	-0.01	0.68	-0.17
2946	-0.67	-0.78	-0.53	-0.73	-0.52	-0.39
2947	0.2	0.17	0.46	0.21	0.13	0.14
2948	-0.18	-0.22	-0.06	-0.25	-0.17	-0.35
2949	0.07	0.07	0.09	0.19	0.56	0.41
2950	1.33	1.35	1.19	1.45	1.46	2.25
2953	-0.08	-0.17	0.03	-0.94	-0.05	-0.52
2954	-0.02	-0.03	0.13	0.06	0.1	0.27
2956	0.86	0.9	0.78	1.45	1.23	1.22
2957	0.74	0.76	0.75	0.77	0.9	1.04
2958	0.49	0.42	0.26	0.58	0.62	0.52
2959	0.52	0.49	0.58	0.38	0.54	0.43
2960	0.4	0.35	0.4	0.62	0.55	0.76
2961	0.7	0.71	0.71	0.57	0.61	0.56
2962	0.9	0.95	0.73	1.11	1.08	1.12
2963	0.76	0.72	0.58	0.38	0.76	0.37
2965	1.02	1.09	0.97	1.34	1.24	1.17
2966	0.2	0.13	0.16	0.34	0.26	0.25
2967	0.24	0.28	0.23	0.43	0.32	0.06
2968	0.06	0.06	-0.03	0.22	-0.03	0.19
2969	1.64	1.58	1.92	1.91	1.8	1.68
2971	0.61	0.48	0.52	1.02	0.74	0.74
2972	0.25	0.25	0.26	0.24	0.14	0.3
2975	1.35	1.3	1.46	1.36	1.75	1.59
2976	1.08	1.12	0.98	1.1	1.42	1.33
2977	-0.49	-0.51	-0.43	-0.69	-0.5	-0.85
2978	-0.55	-0.55	-0.47	-0.65	-0.61	-0.54
2979	-0.83	-0.78	-0.81	-0.7	-0.58	-0.53
2980	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2981	-1.63	-1.52	-1.51	-1.12	-1.46	-1.49
2984	-1.63	-1.04	-1.51	-1.59	-0.63	-0.92
2986	-1.63	-1.52	-1.51	-0.63	-1.46	-1.01
2987	0.42	0.33	0.27	0.27	0.36	0.29
2990	0.89	0.82	0.92	1.1	1.06	0.98
2992	0.39	0.39	0.69	0.45	0.68	0.62
2995	-0.34	-0.32	-0.52	0.16	-0.98	-0.53
2997	0.94	0.94	0.86	0.73	0.77	1.34
2998	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
2999	-0.69	-0.84	-0.49	-1.59	-0.59	-1.01
3000	-1.08	-1	-1.02	-1.59	-1.46	-1.49
3001	-1.63	-1.52	-0.89	-1.59	-1.46	-1.49
3003	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3004	-0.71	-0.78	-0.67	-0.53	-0.49	-0.59
3005	1.34	1.25	1.33	1.21	1.71	1.51
3006	0.17	0.15	0.22	0.01	0.1	0.64
3007	-0.89	-0.92	-1.51	-0.73	-0.66	-0.49
3010	-1.63	-1.04	-1.51	-1.59	-1.46	-1.49
3012	-0.79	-0.67	-1.51	-0.84	-0.56	-0.8
3013	-0.77	-0.71	-0.65	-0.94	-0.61	-0.33
3014	0.62	0.63	0.2	0.88	0.62	0.54
3015	2.02	1.97	1.53	2	1.82	1.78
3017	-0.83	-0.73	-0.98	-0.52	-0.46	-0.56
3018	-0.83	-0.76	-0.98	-0.94	-1.46	-0.59
3021	2.84	2.82	2.9	2.72	2.8	2.68
3026	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3028	0.63	0.54	0.65	0.76	0.78	0.8
3029	0.42	0.33	0.39	0.29	0.21	0.28
3030	1.26	1.32	1.34	0.97	1.46	1.61
3032	0.91	1.02	1	0.63	1.13	1.28
3033	0.67	0.6	0.84	0.68	0.44	0.48
3034	-0.96	-1.52	-0.93	-0.88	-0.69	-0.2
3035	0.97	1.04	0.72	1.27	1.2	1.15
3036	-0.57	-0.53	-0.73	-1.02	-0.91	-0.8
3037	1.12	0.94	1.03	0.76	0.36	-0.03
3038	-0.71	-0.65	-0.55	-0.47	-0.44	-0.45
3040	-1.63	-1	-0.93	-1.59	-0.98	-1.49
3043	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3046	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3048	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3049	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3050	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3052	0.42	0.41	0.4	0.65	0.58	0.65
3053	-1.63	-1	-1.51	-1.02	-1.46	-1.49
3054	1.49	1.46	1.34	1.83	1.56	1.63
3055	-0.69	-0.53	-0.6	-0.47	-0.79	-1.49
3059	-0.49	-0.39	-0.51	-1.12	-1.46	-1.49
3060	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3061	-1.63	-1.52	-1.51	-1.59	-0.91	-1.49
3062	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3064	0.84	0.86	0.78	0.76	0.92	0.78
3065	1.55	1.6	1.55	1.37	0.81	1.08
3066	1.35	1.35	1.45	1.58	1.59	1.56
3067	-0.76	-0.67	-0.81	-0.8	-0.71	-0.92
3068	2.18	2.19	1.98	2.34	2.35	2.4
3069	2.47	2.49	2.48	2.37	2.41	2.69
3070	0.97	1.08	0.5	1.5	1.14	1.07
3071	-0.39	-0.29	-0.42	-0.8	-1.46	-1.49
3073	0.07	0.07	0.47	0.41	0.11	-0.23
3074	0.43	0.42	0.83	0.91	0.52	0.55
3075	-0.2	-0.21	-0.21	-0.84	-0.11	0.5
3077	-0.33	-0.27	-0.22	-0.4	-0.33	-0.4
3078	-1.63	-1.52	-0.84	-1.59	-0.79	-0.73
3081	-1.63	-0.96	-1.51	-0.94	-0.79	-0.68
3082	-0.29	-0.37	-0.3	-0.43	-1.46	-0.92
3083	-0.53	-0.7	-0.46	-0.56	-0.32	-0.77
3087	-0.63	-0.84	-1.07	-0.51	-0.42	-0.4
3090	-0.36	-0.26	-0.3	-0.17	-0.34	-0.21
3091	1.7	1.75	1.67	1.57	1.48	1.71
3092	0.11	0.02	0.29	0.86	0.67	0.85
3093	1.12	1.12	1.02	1.41	1.45	1.55
3094	1.34	1.31	1.07	1.15	1.49	1.3
3096	1.03	1.01	0.95	1.06	0.58	0.66
3097	0.65	0.59	0.74	0.46	0.75	0.02
3098	1.66	1.77	1.54	1.3	1.43	1.79
3099	0.73	0.83	0.53	1.22	1.22	1.17
3101	-0.63	-0.59	-0.8	-1.12	-1.46	-1.49
3104	-0.28	-0.29	-0.33	-0.25	-0.27	-0.22
3105	2.81	2.86	3.06	1.73	2.53	2.02
3108	-0.6	-0.58	-0.52	-0.46	-0.46	-0.47
3109	-0.3	-0.28	-0.21	-0.39	-0.43	-0.62
3110	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3111	-1.63	-1.52	-1.07	-1.59	-1.46	-1.49
3112	-1.18	-1.52	-1.51	-1.59	-1.46	-1.49
3117	-0.65	-0.67	-0.8	-1.12	-1.46	-1.49
3119	-0.47	-0.57	-0.41	-0.88	-1.46	-1.01
3122	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3127	-0.64	-0.62	-0.84	-0.5	-0.41	-0.8
3131	-0.1	-0.15	0.09	-0.11	-0.98	-0.41
3133	1.06	1	1.45	0.2	1.24	0.56
3134	-0.63	-0.66	-0.68	-0.21	-0.14	0.45
3135	-0.29	-0.31	-0.28	-0.19	-0.12	-0.27
3140	0.12	0.05	0.52	-0.19	-0.15	-0.3
3141	0.12	0.05	0.25	0.2	0.59	0.16
3142	-0.56	-0.59	-0.62	-0.34	-0.22	-0.25
3145	0.57	0.49	0.43	0.76	0.65	0.82
3148	1.59	1.55	0.99	1.67	1.47	1.72
3150	2.2	2.25	2.19	2.22	2.16	1.97
3155	-0.05	-0.05	-0.03	-0.2	-0.18	-0.07
3156	1.95	1.91	1.82	1.57	1.78	1.74
3157	2.2	2.11	2.14	1.8	1.96	2.17
3158	-0.86	-1.52	-1.51	-0.88	-0.98	-0.92
3159	2.07	2.01	1.39	2.55	2.52	2.4
3161	1	1.1	0.65	1.01	1.33	1.2
3162	0.53	0.79	0.31	0.91	0.99	2.79
3163	0.66	0.68	0.74	0.41	0.54	0.87
3164	-0.02	-0.07	-0.24	-0.03	0.28	0.15
3166	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3167	-0.92	-1.52	-1.02	-0.54	-0.38	-0.43
3169	0.59	0.8	0.2	-0.34	-0.22	-0.06
3170	-0.72	-1.08	-0.61	-0.22	-0.37	-0.48
3171	-0.83	-0.89	-0.72	-0.75	-1.46	-1.01
3172	-0.96	-1.52	-1.51	-1.12	-1.46	-1.49
3174	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3175	-1.63	-1.52	-0.89	-0.84	-0.84	-1.49
3176	-0.83	-0.82	-0.58	-1.59	-1.46	-1.49
3177	-0.18	-0.13	-0.41	0.15	-0.03	0.03
3181	2.49	2.48	2.48	2.62	2.55	2.58
3182	2.48	2.54	2.4	2.18	2.49	2.45
3183	1.84	1.88	1.86	1.78	1.99	1.81
3184	1.44	1.54	1.15	1.88	1.59	1.67
3185	2.32	2.36	2.26	2.51	2.49	2.51
3187	1.99	2.05	1.87	1.71	1.92	2
3188	1.09	1.06	1.03	1.12	1.27	1
3189	0.29	0.28	0.3	0.33	0.09	0.15
3190	2.61	2.61	2.64	2.58	2.64	2.65
3191	2.02	2.03	1.99	2.02	2.19	2.18
3192	2.45	2.52	2.51	2.56	2.71	2.63
3195	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3196	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3198	-0.56	-0.61	-0.45	-0.16	-0.18	0.39
3199	-1.08	-0.87	-0.98	-0.49	-0.91	-0.73
3200	-0.67	-0.59	-0.68	-0.38	-0.56	-0.53
3201	-0.7	-0.71	-0.98	-0.47	-0.91	-1.49
3202	-0.81	-0.71	-0.86	-0.43	-0.39	-0.4
3203	-1.63	-1.52	-0.98	-0.8	-0.56	-0.5
3204	-0.76	-0.71	-0.98	-0.47	-0.69	-0.31
3205	-0.96	-1	-1.07	-1.02	-1.46	-1.49
3206	-0.79	-1	-0.7	-0.6	-0.69	-1.49
3207	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3208	-1.63	-1.08	-1.51	-0.84	-1.46	-1.49
3209	-1.63	-1.52	-1.51	-1.12	-1.46	-0.92
3211	-0.73	-0.8	-0.76	-0.59	-0.54	-0.59
3212	0.1	0.06	0.14	-0.27	-0.98	-0.92
3213	0.04	-0.07	0.12	-0.21	-1.46	-0.92
3214	-0.07	-0.16	0.12	-0.42	-0.91	-0.85
3215	-0.63	-0.71	-0.63	-0.39	-1.46	-1.49
3216	-0.69	-0.76	-0.84	-0.26	-0.98	-1.49
3217	-0.77	-0.66	-0.89	-0.3	-1.46	-1.49
3218	-0.67	-0.66	-0.65	-0.1	-0.84	-1.49
3219	-0.58	-0.54	-0.93	0.62	-0.91	-0.8
3221	-0.73	-0.65	-0.72	-0.22	-0.91	-1.49
3222	-0.79	-0.63	-0.62	-0.33	-1.46	-1.49
3223	-0.6	-0.47	-0.57	-0.12	-0.56	-1.49
3224	-0.54	-0.51	-0.53	0.09	-0.98	-0.92
3225	-0.66	-0.67	-0.61	-0.36	-0.5	-0.66
3226	-0.65	-0.54	-0.61	-1.12	-1.46	-1.49
3227	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3228	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3229	-1.01	-1.52	-0.86	-0.61	-0.75	-1.49
3231	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3232	-1.63	-1.52	-1.51	-0.54	-1.46	-1.49
3233	-0.96	-1.04	-1.02	-0.32	-0.69	-0.92
3234	-0.64	-0.58	-1.07	0.72	-0.91	-0.73
3235	-1.01	-0.8	-1.51	-0.09	-1.46	-0.8
3236	-0.92	-1.52	-1.51	0.21	-0.79	-0.92
3237	-1.01	-0.87	-0.98	-0.27	-0.79	-0.66
3238	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3239	-1.63	-1.52	-1.51	0.38	-1.46	-1.49
3240	1.31	1.35	0.94	-0.51	-0.71	-0.11
3241	0.55	0.5	0.62	0.57	1.3	1.16
3242	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3248	-0.54	-0.63	-0.48	-1.02	-1.46	-0.8
3249	0.06	0.05	0.27	-1.12	-0.52	-0.24
3251	1.42	1.49	1.15	1.42	1.61	1.64
3257	0.15	0.11	0.31	0.22	0.27	0.39
3263	-0.83	-0.89	-0.84	-0.84	-0.59	-0.57
3265	0.85	0.91	0.53	0.89	1.02	0.98
3266	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3267	1.38	1.37	1.39	1.34	1.36	1.61
3268	0.03	0.08	-0.02	0.31	0.58	0.85
3269	-0.63	-0.6	-0.98	-0.17	-0.33	-0.57
3274	-1.01	-1	-1.02	-0.84	-0.69	-1.01
3275	0.37	0.35	0.45	0.22	0.37	0.53
3276	1.58	1.65	1.3	1.7	1.73	1.68
3280	0.98	0.99	0.79	0.61	0.39	0.08
3281	0.98	0.95	1.16	0.85	0.95	1.2
3283	-0.6	-0.6	-0.72	-0.46	-0.34	-0.43
3284	-1.63	-1.52	-1.51	-1.59	-1.46	-1.49
3290	-0.4	-0.49	-0.43	-0.38	-1.46	-0.57
3291	-0.54	-0.53	-0.3	-0.75	-0.98	-0.62
3292	-1.18	-1.52	-0.93	-0.94	-0.53	-0.77
3293	-1.63	-1.52	-1.51	-1.59	-1.46	-0.85
3294	-1.63	-1.52	-0.93	-1.59	-1.46	-0.85
3295	0.98	0.96	1.19	1.12	1.23	1.51
3297	0.38	0.3	0.36	0.65	0.61	0.38
3298	0.33	0.27	0.34	0.28	0.21	0.35
3299	-0.68	-0.73	-0.58	-0.42	-0.75	-0.46
3300	0.35	0.36	0.42	-0.01	0.28	0.34
3301	1.94	1.94	2.13	1.82	2.05	1.94
3303	0.13	0.04	0.05	-0.07	0.02	-0.04
3305	-0.51	-0.46	-0.57	-0.23	-0.31	-0.26
3306	0.35	0.31	0.26	-0.09	-0.06	0.24
3308	2.19	2.23	2.47	2	2.35	2.25
3309	2.6	2.63	2.62	2.71	2.71	2.44
