gene	GSM1076115	GSM1076114
54845	-1.56	-0.98
54847	-1.56	-1.59
54849	0.72	0.77
54850	0.01	-0.03
54851	-0.19	-0.13
54852	-0.73	-0.73
54853	0.34	0.33
54854	-0.94	-0.7
54856	0.94	0.95
54857	-0.52	-0.5
54858	0.98	0.95
54859	-0.02	0
54860	-1.56	-1.59
54861	0.9	0.83
54862	1	0.92
54863	0.73	0.74
54865	0.32	0.39
54866	-1.56	-1.59
54867	1.64	1.56
54868	0.86	0.74
54869	-0.41	-0.44
54870	1.33	1.33
54872	0.14	0.05
54873	-0.35	-0.27
54875	-0.24	-0.2
54877	0.57	0.64
54878	1.18	1.24
54879	0.2	0.22
54880	1.04	1.03
54881	0.36	0.51
54882	0.85	0.92
54883	0.32	0.24
54884	0.26	0.14
54885	0.27	0.38
54886	-1.56	-1.1
54887	0.89	0.85
54888	1.38	1.49
54890	1.53	1.33
54891	0.62	0.59
54892	-0.05	0.18
54893	0.52	0.62
54894	-0.42	-0.35
54896	0.14	0.21
54897	-0.51	-0.52
54898	-0.87	-1.59
54899	0.73	0.6
54900	-0.82	-0.98
54901	0.01	-0.04
54902	0.29	0.29
54903	-0.19	-0.27
54905	-1.56	-1.59
54906	0.39	0.63
54908	-0.28	-0.15
54910	0.57	0.44
54913	-0.65	-0.59
54914	0.31	0.33
54915	1	0.98
54916	0.08	0.05
54918	0.6	0.61
54919	0.33	0.37
54920	0.11	0.05
54921	1.34	1.42
54922	-0.45	-0.5
54923	-0.19	-0.16
54926	1.15	1.28
54927	0.63	0.69
54928	0.91	1.21
54929	0.91	0.94
54930	0.01	0.02
54931	0	0.1
54933	-0.65	-0.53
54934	1.17	1.19
54935	-0.19	-0.24
54936	0.59	0.6
54938	0.1	0.07
54939	0.45	0.44
54940	1.45	1.52
54942	0.41	0.43
54943	-0.45	-0.46
54946	-0.04	0.02
54947	-0.27	-0.2
54948	0.16	0.14
54949	0.38	0.48
54951	0.32	0.36
54952	0.34	0.33
54954	0.03	0.03
54956	-0.42	-0.42
54957	-0.12	-0.15
54958	0.33	0.28
54959	-1.56	-1.59
54960	-0.15	-0.24
54961	0.53	0.31
54962	0.1	0.21
54963	0.57	0.47
54964	-0.94	-0.78
54965	0.21	0.18
54968	0.69	0.69
54970	-0.1	-0.13
54971	0.63	0.68
54972	1.44	1.44
54974	0.08	0.01
54976	0.6	0.72
54977	0.18	0.24
54978	0.95	0.94
54980	-0.01	-0.03
54981	-0.3	-0.27
54982	0.1	0.13
54984	0.13	0.17
54985	0.58	0.64
54986	-0.4	-0.45
54987	0.41	0.46
54988	-1.56	-1.59
54989	-0.21	-0.16
54991	0.02	0.08
54993	-0.18	-0.18
54994	0.5	0.48
54995	-0.15	-0.15
54996	0.57	0.55
54997	-0.68	-0.75
54998	0.94	0.87
55001	-1.07	-1.59
55002	0.9	0.8
55003	0.99	0.98
55004	1.43	1.42
55005	-0.05	-0.04
55007	0.2	0.14
55008	0	-0.27
55009	-0.02	-0.02
55010	-0.39	-0.29
55011	0.5	0.45
55012	-0.11	-0.05
55014	0.23	0.27
55015	-0.12	0.11
55016	-0.62	-0.75
55017	0.39	0.45
55020	-0.13	-0.17
55022	-0.01	-0.04
55023	0.28	0.63
55024	-1.56	-1.1
55026	-1.07	-0.82
55027	0.71	0.84
55028	0.05	0.06
55030	0.41	0.39
55031	1.55	1.65
55032	0.12	0.12
55033	0.83	0.75
55034	0.08	-0.13
55035	0.08	0.25
55036	-0.53	-0.54
55037	0.49	0.64
55038	0.84	0.83
55039	-0.09	-0.11
55040	-0.65	-0.5
55041	1.45	1.44
55048	0.65	0.55
55051	0.11	0.07
55052	0.71	0.73
55054	0.72	0.71
55055	-0.25	-0.14
55061	-0.63	-0.67
55062	1.25	1.04
55063	-0.38	-0.4
55066	0.26	0.18
55068	-0.46	-0.55
55069	1.07	1.06
55070	0.08	0.04
55071	-0.24	-0.07
55072	0.74	0.53
55074	0.38	0.57
55075	0.76	0.54
55076	0.57	0.25
55079	-1.56	-1.59
55080	0.01	-0.04
55081	-0.05	-0.03
55082	0.29	0.55
55083	1.68	1.32
55084	-0.37	-0.38
55086	-0.71	-0.63
55088	0.43	0.44
55089	0.3	0.53
55090	0.28	0.27
55092	-0.44	-0.52
55093	-0.09	-0.12
55094	0.13	0.1
55095	1.75	1.82
55100	0.41	0.4
55102	1.22	1.01
55103	-0.29	-0.33
55105	0.2	0.15
55107	0.27	0.57
55108	0.78	0.61
55109	0.44	0.52
55110	-0.08	-0.08
55111	0.59	0.65
55112	0.04	0.07
55113	0.09	0.09
55114	0.64	0.74
55116	0.06	0.07
55117	-0.36	-0.26
55118	-1.07	-1.59
55119	0.78	0.82
55120	-0.34	-0.28
55122	0.23	0.41
55124	-0.6	-0.6
55125	0.25	0.33
55127	1.02	1.04
55128	-0.21	-0.24
55129	0.84	0.9
55130	-1.56	-1.59
55131	0.82	0.89
55133	0.07	0.17
55135	0.03	0
55137	-0.54	-0.44
55138	-1.56	-1.59
55139	0.22	0.09
55140	1.04	0.97
55142	0.08	0.13
55143	0	0.26
55144	0.85	0.91
55145	-0.09	-0.13
55146	0.17	0.13
55148	0.46	0.56
55149	0.1	0.1
55151	0.15	0.03
55152	0.2	0.2
55153	0.73	0.66
55154	0.3	0.53
55156	0.43	0.52
55157	-0.11	-0.12
55159	0.65	0.82
55160	0.93	0.98
55161	0.96	1.11
55163	0.03	0.01
55164	-0.02	0.06
55165	-0.38	-0.17
55166	-0.41	-0.34
55167	0.24	0.29
55168	0.53	0.56
55170	0.31	0.3
55171	0.07	0.09
55172	-0.05	0
55173	0.41	0.4
55174	0.42	0.43
55175	0.3	0.27
55176	0.42	0.47
55177	0.4	0.43
55179	0.01	0.04
55180	-0.01	-0.01
55181	0.55	0.49
55182	0.79	0.7
55183	-0.1	0.17
55184	-0.52	-0.53
55186	0.6	0.68
55187	1.31	1.16
55188	0.25	0.25
55190	-0.53	-0.43
55191	-0.28	-0.23
55192	-0.15	-0.19
55193	0.95	1.11
55194	0.93	1.05
55197	0.45	0.42
55198	0.09	0.02
55200	-0.27	-0.31
55201	1.52	1.56
55203	0.1	-0.26
55204	0.11	0
55206	1.13	1.19
55207	0.95	1.08
55208	0.37	0.32
55209	1.34	1.3
55210	0.87	0.95
55211	-1.56	-1.59
55212	-0.14	-0.18
55213	0.55	0.68
55214	-0.38	-0.3
55215	-0.37	-0.24
55217	-0.11	-0.03
55218	0.17	0.12
55220	0.79	1.12
55222	0.11	0.18
55223	0.01	0
55224	-0.75	-0.65
55225	-0.39	-0.38
55226	0.67	0.73
55227	-0.22	-0.12
55228	-1.56	-1.59
55229	0.36	0.35
55230	0.57	0.61
55231	-0.87	-0.7
55233	1.51	1.58
55234	1	1.07
55236	0.54	0.74
55237	-1.07	-1.59
55238	0.56	0.57
55239	0.43	0.49
55240	0.12	0.15
55243	1.99	1.99
55244	-1.56	-1.59
55245	0.39	0.41
55246	0.24	0.24
55247	-0.49	-0.39
55248	0.12	0.16
55250	1.14	1.18
55251	0.13	0.13
55252	0.5	0.48
55253	0.52	0.55
55254	0.84	0.71
55255	0.18	0.18
55256	0.03	0.06
55257	0.09	0.01
55258	-0.13	-0.21
55259	-0.67	-0.56
55260	0.28	0.2
55262	0.3	0.3
55266	0.52	0.53
55268	0.01	0.04
55269	0.42	0.43
55270	-0.43	-0.4
55272	0.6	0.58
55273	-0.53	-0.65
55274	0.57	0.54
55275	0.71	0.73
55276	1.37	0.91
55277	-0.3	-0.34
55278	-0.14	-0.12
55279	-0.15	-0.08
55280	-0.02	-0.02
55281	-0.17	-0.23
55282	-1.07	-1.1
55283	-1.56	-0.98
55284	0.19	0.35
55285	-0.27	-0.23
55286	-1.07	-0.91
55287	-0.53	-0.52
55288	0.56	0.63
55289	-1.56	-0.91
55290	0.11	0.13
55291	1.05	1.09
55293	0.14	0.11
55294	0.07	0.14
55295	1.4	1.48
55296	-0.04	0
55297	0.36	0.32
55298	0.67	0.66
55299	0.31	0.44
55300	0.15	0.12
55301	-1.56	-1.59
55303	-1.56	-1.59
55304	-1.56	-1.59
55308	0.8	0.81
55311	0.37	0.34
55312	0.42	0.32
55313	0.74	0.6
55314	-0.35	-0.28
55315	0.65	0.68
55316	-0.12	-0.17
55317	-0.03	-0.05
55319	-0.01	-0.01
55320	-0.53	-0.33
55321	-0.54	-0.6
55322	0.18	0.18
55323	-0.23	-0.29
55324	0.85	0.85
55325	0.37	0.24
55326	0.24	0.26
55327	0.29	0.51
55328	-0.48	-0.47
55329	-0.37	-0.24
55330	0.03	0.06
55331	0.21	0.32
55332	0.74	0.08
55333	0.22	0.47
55334	0.85	0.78
55336	-0.09	-0.12
55337	-0.03	-0.19
55339	0.96	0.96
55341	0.59	0.63
55342	0.02	0.18
55343	0.51	0.51
55345	-0.25	-0.18
55346	-0.04	0.02
55347	-0.14	-0.11
55349	-1.56	-0.91
55351	-0.94	-1.1
55352	0.03	0.02
55353	0.73	0.86
55355	1.22	1.2
55356	-0.1	-0.12
55357	0.67	0.53
55359	-0.34	-0.17
55361	0.93	0.87
55362	1.2	1.3
55363	-1.56	-1.1
55364	1.16	1.33
55365	1.01	0.7
55366	0.32	0.56
55367	0.29	0.14
55374	-0.11	-0.21
55379	2.29	2.28
55388	-0.15	0.04
55421	0.5	0.51
55425	0.48	0.49
55432	-0.13	-0.09
55435	0.46	0.5
55437	-0.17	-0.09
55450	-0.05	-0.19
55454	0.16	0.23
55466	0.28	0.29
55471	-0.03	0
55486	0.56	0.59
55500	1.05	1.01
55501	0.89	0.9
55502	0.07	0.06
55503	-0.62	-0.73
55504	-0.75	-0.67
55505	0.48	0.33
55506	0.37	0.54
55507	-0.75	-1.1
55508	0.4	0.43
55509	-0.78	-0.78
55510	-1.07	-0.91
55512	-0.57	-0.48
55515	-0.73	-0.82
55520	-0.01	-0.04
55521	-0.48	-0.52
55526	-0.3	-0.25
55527	0.95	0.94
55530	-0.42	-0.57
55531	-1.56	-1.59
55532	-1.56	-1.59
55534	-0.23	-0.26
55536	-0.31	-0.21
55540	-0.87	-1.1
55544	0.04	0.06
55553	-0.38	-0.27
55554	-1.56	-1.59
55558	0.44	0.49
55559	0.11	0.14
55561	1.01	0.97
55565	-0.02	0.02
55567	-1.07	-1.59
55568	1.46	1.41
55571	0.32	0.32
55572	0.15	0.1
55573	1.41	1.61
55576	-0.78	-0.82
55577	0.45	0.39
55582	-0.75	-0.75
55584	-1.56	-1.59
55585	0.88	0.93
55586	-1.56	-0.98
55588	0.43	0.44
55589	0.49	0.34
55591	0.29	0.36
55596	0.42	0.4
55599	-0.26	-0.17
55600	-1.56	-1.59
55601	-0.27	-0.62
55602	0.07	0.06
55605	0.08	0.01
55607	-0.4	-0.33
55608	0.54	0.6
55609	-0.12	0
55610	0.2	0.32
55612	-1.56	-0.98
55614	0.2	0.21
55615	0.21	0.19
55616	0.36	0.23
55617	-0.05	-0.08
55619	-0.37	-0.42
55620	-0.68	-0.61
55621	0.96	1.05
55622	0.34	0.36
55623	0.61	0.67
55624	1.16	1.22
55625	0.56	0.59
55626	0.92	0.9
55627	0.53	0.61
55628	0.44	0.47
55629	0.48	0.55
55630	-0.94	-1.1
55631	0.01	0.1
55632	-0.12	-0.01
55633	0.3	0.32
55635	-0.59	-0.36
55636	-0.2	-0.28
55638	-0.73	-0.73
55643	0.8	0.68
55644	0.41	0.41
55646	0.3	0.41
55647	-0.19	-0.26
55650	-0.07	-0.06
55651	0.95	1.05
55652	1.58	1.62
55654	1.37	1.39
55655	-0.94	-1.59
55656	0.33	0.55
55657	0	-0.02
55658	1.06	0.93
55659	-0.42	-0.37
55660	0.78	1.01
55661	0.96	0.99
55662	0.98	0.92
55663	-0.26	-0.28
55664	0.19	0.21
55665	0.97	0.99
55666	1.51	1.55
55667	0.61	0.65
55668	0.38	0.38
55669	0.43	0.55
55670	0.08	0.06
55676	0.34	0.28
55677	0.57	0.64
55679	0.67	0.62
55680	0.16	0.14
55681	0.49	0.56
55683	1.03	1.04
55684	1.17	1.06
55686	-0.68	-0.7
55687	-0.06	-0.08
55689	0.84	0.79
55690	1.03	0.85
55691	1.4	1.43
55692	0.54	0.59
55693	-0.82	-0.91
55695	0.21	0.23
55696	0.74	0.73
55697	0.66	0.72
55698	0.23	0.11
55699	1	1.07
55700	2.06	2.05
55701	1.59	1.61
55703	0.52	0.44
55704	0.14	0.49
55705	1.54	1.64
55706	0.37	0.56
55707	0.95	0.9
55709	0.38	0.38
55711	-0.6	-0.51
55713	0.56	0.55
55714	0.76	0.67
55715	0.36	0.34
55716	0.07	0.02
55717	0.74	0.72
55718	0.55	0.69
55720	1.07	1.17
55721	0.01	-0.02
55722	-0.46	-0.38
55723	-0.19	-0.06
55727	0.75	0.71
55728	0.11	0.06
55729	1.13	1.21
55731	0.54	0.61
55732	-0.22	-0.16
55733	0.19	0.17
55734	0.53	0.56
55735	0.95	1.02
55737	1.18	1.48
55738	1.41	1.38
55740	1.73	1.62
55741	0.38	0.28
55742	1.94	1.96
55743	0.46	0.47
55745	-0.14	-0.09
55746	0.48	0.55
55748	0.46	0.39
55749	0.64	0.85
55750	0.13	0.13
55751	0.31	0.35
55752	2.25	2.31
55753	0.6	0.49
55754	0.94	1.22
55755	0.8	0.6
55756	0.28	0.26
55757	0.04	0.11
55759	0.46	0.6
55760	0.21	0.27
55761	0.77	0.76
55763	0.56	0.55
55764	0.27	0.21
55766	0.49	0.53
55768	0.1	0.08
55770	0.79	0.87
55771	-0.2	0.02
55773	0.31	0.26
55775	0.2	0.16
55776	-0.05	-0.07
55777	0.34	0.32
55778	-0.02	-0.02
55779	-0.78	-0.91
55780	0.07	0.14
55783	-0.04	-0.05
55784	-0.67	-0.68
55785	0	0.01
55787	-0.2	-0.17
55788	0.74	0.63
55789	-0.48	-0.47
55790	0.44	0
55791	-0.34	-0.23
55794	0.15	0.16
55795	0.6	0.52
55796	-0.36	-0.27
55799	-0.54	-0.45
55800	-0.59	-0.7
55802	0.62	0.56
55803	-0.82	-0.86
55805	-0.71	-0.91
55806	-0.12	-0.28
55808	-1.56	-1.59
55810	0.71	0.71
55811	-1.56	-1.1
55812	-0.33	-0.33
55813	0.73	0.79
55814	0.53	0.66
55815	-0.87	-0.86
55816	0.07	0.04
55818	0.7	0.52
55819	0.31	0.25
55821	-1.56	-1.59
55823	0.73	0.74
55824	-0.14	-0.07
55825	-0.12	-0.11
55827	0.28	0.28
55830	0.2	0.26
55831	1.09	1.06
55832	1.63	1.76
55833	1.63	1.75
55835	-0.24	-0.24
55837	0.22	0.23
55839	-0.33	-0.21
55840	-0.55	-0.52
55843	-1.56	-1.59
55844	0.37	0.39
55845	1.04	1.1
55846	0.26	0.26
55847	0.58	0.58
55848	-0.01	-0.01
55850	0.63	0.58
55851	0.56	0.52
55852	0.38	0.36
55856	0.14	0.2
55857	-0.19	-0.21
55858	0.6	0.67
55859	-1.07	-0.91
55860	0.94	0.98
55861	0.19	0.34
55862	0.01	0.01
55863	0.05	0.1
55869	-0.12	-0.17
55870	1.22	1.27
55871	-0.11	-0.1
55872	-0.26	-0.12
55879	-1.56	-0.98
55884	1.74	1.76
55888	-0.34	-0.38
55890	-0.26	-0.24
55891	-1.56	-1.59
55892	0.19	0.2
55893	0.36	0.13
55897	-1.07	-1.1
55898	1.27	1.28
55901	0.04	-0.05
55902	-0.16	-0.23
55904	0.97	0.87
55905	0.99	0.81
55906	-0.25	-0.25
55907	0.32	0.33
55908	-1.07	-1.59
55909	0.21	0.16
55911	-0.24	-0.2
55915	-0.07	-0.06
55916	-0.28	-0.25
55917	1.26	1.13
55920	1.61	1.74
55922	-0.18	-0.13
55929	0.34	0.31
55930	-0.71	-0.53
55937	-0.78	-1.1
55954	0.1	0.04
55957	0.24	0.19
55958	0.99	1.07
55959	1.71	1.61
55964	-0.41	-0.39
55966	-1.56	-1.59
55967	0.83	0.69
55968	1.17	1.18
55970	1.64	1.64
55971	0.4	0.37
55972	-0.23	-0.19
55973	-0.22	-0.02
55974	0.47	0.39
55975	0.21	0.28
56000	-1.56	-1.59
56001	-0.82	-1.59
56005	1.21	1.21
56006	0.36	0.35
56033	-0.36	-0.43
56034	0.94	1.18
56052	0.55	0.52
56061	1.2	1.1
56062	-1.56	-1.59
56063	0.94	1.03
56097	0.33	0.21
56099	-0.08	0.03
56100	0.34	0.28
56101	-0.3	-0.15
56102	-0.35	-0.3
56103	0.19	0.31
56104	-0.14	-0.13
56105	-0.03	-0.05
56106	0.13	0.24
56107	-0.32	-0.3
56108	0.24	0.33
56109	-0.05	-0.03
56110	0.01	0.02
56111	-0.02	0.01
56112	0.06	0.04
56113	-0.14	-0.03
56114	-0.24	-0.26
56121	0.12	0.08
56122	-0.32	-0.39
56124	-0.19	-0.26
56125	-0.31	-0.39
56128	-0.34	-0.32
56129	-0.52	-0.62
56130	-0.67	-0.82
56131	-0.44	-0.4
56132	-0.45	-0.5
56133	-0.47	-0.48
56134	-0.23	-0.14
56135	-1.07	-1.59
56136	-0.62	-0.5
56138	-0.62	-0.47
56139	-0.73	-0.62
56141	-1.07	-0.98
56142	-1.56	-1.59
56143	-0.87	-0.82
56144	-0.87	-1.59
56145	-1.56	-0.91
56146	-1.56	-1.59
56147	-1.56	-1.59
56154	-0.65	-0.51
56155	-0.82	-1.1
56157	-1.56	-1.59
56158	-1.56	-1.59
56159	-1.56	-1.1
56163	-0.68	-0.78
56164	-1.07	-1.59
56165	-0.61	-0.67
56169	-1.56	-1.59
56171	-0.49	-0.52
56172	1.02	1.37
56180	-0.17	-0.1
56181	0.91	0.99
56203	-0.94	-0.82
56204	0.13	0.06
56241	-0.12	-0.28
56242	-0.22	-0.16
56243	-0.01	0.04
56244	-1.56	-1.59
56245	-0.94	-1.59
56246	-1.56	-1.59
56252	0.92	1.01
56253	-1.07	-1.1
56254	1.03	1.09
56255	0.25	0.27
56256	0.34	0.46
56257	0.66	0.65
56259	0.58	0.55
56261	-0.21	-0.16
56262	1.32	1.24
56265	0.86	0.53
56269	-0.94	-0.91
56270	0.88	0.89
56271	-1.56	-1.1
56287	-1.56	-1.59
56288	1	1.04
56300	-0.51	-0.56
56301	-1.56	-1.59
56302	-1.56	-0.86
56311	-1.56	-1.59
56339	0.31	0.31
56341	-1.56	-1.1
56342	0.81	0.77
56344	-1.07	-1.59
56413	-0.49	-0.53
56474	0.37	0.34
56475	-0.27	-0.23
56477	-0.82	-0.59
56478	0.74	0.83
56479	0.14	-0.23
56521	-0.25	-0.26
56548	0.3	0.57
56603	1.01	0.93
56605	-0.21	-0.27
56606	-0.4	-0.45
56616	0.58	0.57
56623	0.37	0.35
56624	-0.06	-0.05
56647	0.55	0.58
56648	-0.15	-0.11
56649	-1.56	-1.59
56650	1.07	1.09
56654	1.36	1.33
56655	0.44	0.37
56656	-1.56	-1.59
56658	0.17	0.13
56659	-0.68	-0.63
56660	-0.44	-0.6
56666	-0.94	-0.82
56667	-0.87	-0.98
56670	-1.56	-1.59
56672	-0.11	-0.1
56673	-1.07	-1.1
56674	0.6	0.57
56675	-0.75	-0.68
56676	-0.87	-0.98
56681	1.82	1.81
56704	-0.12	-0.19
56729	-0.94	-1.1
56751	-1.07	-1.1
56776	-0.29	-0.39
56829	1.39	0.88
56832	-1.56	-1.59
56833	-1.56	-1.59
56834	0.47	0.42
56848	0.85	0.83
56849	-1.56	-1.59
56850	0.45	0.4
56851	0.91	0.9
56852	-0.11	0.01
56853	0.07	-0.06
56882	1.2	1.2
56884	-1.56	-1.1
56886	1.62	1.64
56888	0.83	0.96
56889	1.66	1.84
56890	-0.34	-0.32
56893	1.12	1.16
56894	0.92	1.05
56895	0.45	0.42
56896	-1.56	-0.98
56897	0.72	0.7
56898	-0.45	-0.44
56899	-0.43	-0.42
56900	0.71	0.71
56901	0.29	-0.29
56902	0.42	0.53
56903	-0.94	-0.73
56904	0.66	0.68
56905	1.16	1.04
56907	1.01	0.95
56910	0.57	0.69
56912	0.57	0.63
56913	0.16	0.34
56914	-1.56	-1.59
56915	0.3	0.23
56916	0.22	0.4
56917	0.43	0.38
56919	0.82	0.87
56920	-0.68	-0.73
56922	0.19	0.12
56923	-1.56	-1.59
56924	-0.73	-0.63
56925	1.21	1.28
56926	1.97	1.99
56927	0.97	0.94
56928	0.8	0.79
56929	0.33	0.46
56931	0.53	0.53
56934	-0.41	-0.37
56936	-1.07	-1.1
56937	2.22	2.14
56938	-0.17	-0.11
56940	-0.3	-0.27
56941	0.16	0.23
56942	-0.09	-0.03
56943	0.36	0.41
56944	0.75	0.28
56945	0.21	0.24
56946	0.73	0.7
56948	0.18	0.17
56949	0.87	0.83
56950	0.87	0.89
56951	1.86	1.89
56953	0.16	0.11
56954	0.05	0.08
56955	-1.56	-1.59
56956	0.27	0.57
56957	1.14	1.11
56961	-0.63	-0.78
56963	-0.06	-0.06
56964	-0.87	-0.86
56965	0.08	0.07
56970	1.18	1.21
56971	-0.94	-1.1
56975	0.77	0.86
56977	0.88	0.75
56978	-0.68	-0.75
56979	-0.4	-0.37
56980	0.07	0.02
56981	-0.04	-0.07
56983	0.55	0.59
56984	0.08	0.11
56985	-0.07	0
56986	0	-0.07
56987	0.72	0.6
56990	0.54	0.65
56992	-0.36	-0.25
56993	0.71	0.76
56994	-0.08	0
56995	2.25	2.18
56996	0.28	0.27
56998	0.22	0.23
56999	0.37	-0.12
57001	-0.42	-0.38
57002	0.1	0.19
57003	0.89	1.02
57007	0.94	0.51
57010	-0.82	-0.73
57016	0.58	0.44
57017	0.56	0.46
57018	0.25	0.33
57019	0.57	0.62
57030	-0.57	-0.63
57037	0.15	0.21
57038	0.01	0.07
57045	1.27	1.27
57048	1.36	1.42
57050	0.64	0.69
57053	-1.56	-1.59
57055	-1.07	-0.91
57057	-0.68	-0.62
57060	1.46	1.65
57062	1.74	1.43
57084	-0.94	-0.82
57085	0.51	0.43
57088	-0.55	-0.52
57089	0.32	0.18
57091	-0.73	-0.7
57092	0.97	1.1
57094	-0.28	-0.23
57095	0	0.01
57096	-0.6	-0.63
57097	0.2	0.01
57099	0.02	0.1
57101	-1.56	-1.59
57102	0.18	0.22
57103	0.17	0.15
57104	0.34	0.3
57105	-1.56	-1.59
57106	-0.19	-0.23
57107	-0.16	-0.14
57109	0.64	0.65
57110	-0.71	-0.58
57111	-0.82	-0.98
57113	-0.73	-0.78
57115	-1.56	-1.59
57117	0.09	0.14
57118	-0.32	-0.2
57119	-1.56	-1.59
57120	0.84	0.48
57121	-0.82	-1.1
57122	0.46	0.57
57124	1.75	1.88
57125	-0.38	-0.42
57126	-1.56	-1.59
57127	-1.07	-1.59
57128	-0.22	-0.21
57129	0.04	0.09
57130	1.38	1.38
57132	0.44	0.42
57134	0.69	0.66
57136	0.01	-0.03
57139	-0.11	-0.11
57140	0.83	0.77
57142	2.12	2.34
57143	0.19	0.12
57144	-0.73	-0.91
57146	0.35	0.32
57147	0.29	0.29
57148	1.1	1.13
57149	-0.35	-0.3
57150	-0.34	-0.3
57151	-1.07	-1.59
57152	-1.07	-1.59
57153	1.35	1.36
57154	1.54	1.41
57156	-1.56	-1.59
57157	-0.09	-0.01
57158	1.36	1.56
57159	-1.56	-0.82
57161	-0.04	0.1
57162	-0.01	-0.01
57165	-0.75	-0.82
57167	-1.56	-1.59
57168	-0.13	-0.2
57169	1.65	1.17
57171	0.23	0.23
57172	-1.07	-1.1
57175	1.63	1.65
57176	0.39	0.36
57178	2.02	1.86
57179	1.12	1.06
57180	-0.41	-0.41
57181	0.76	0.73
57184	0.3	0.33
57185	-0.34	-0.3
57186	-0.06	-0.11
57187	0.15	0.49
57188	0.52	0.61
57189	-0.15	-0.2
57192	0.53	0.56
57194	0.52	0.52
57198	1.93	1.87
57209	-0.26	-0.24
57210	0.61	0.62
57211	0.22	0.42
57213	0.11	0.13
57214	2.14	2.03
57215	0.61	0.67
57216	0.24	0.25
57217	0.88	0.54
57221	-0.73	-0.73
57222	1.92	1.98
57224	0.07	0.17
57226	-0.09	-0.13
57228	-1.07	-0.91
57231	0.23	0.3
57282	-1.56	-1.1
57326	1.41	1.36
57332	-0.02	-0.06
57333	2.24	2.13
57335	-0.3	-0.29
57336	-0.13	-0.14
57337	0.01	0.09
57338	-0.87	-0.58
57348	-0.58	-0.55
57369	-1.56	-1.59
57379	-0.87	-1.1
57380	0.09	0.03
57381	1.3	0.97
57396	0.01	0.1
57402	-1.56	-1.59
57403	1.01	1.05
57404	0.66	0.72
57405	-0.29	-0.13
57406	-0.09	-0.1
57407	-0.18	-0.11
57408	-0.87	-1.59
57409	-0.01	-0.05
57410	1.38	1.32
57412	-0.26	-0.31
57414	0.52	0.48
57415	-0.17	-0.13
57418	1.2	1.27
57419	-0.02	-0.01
57446	0.69	0.7
57447	0.08	-0.13
57448	1.69	1.73
57449	0.4	0.45
57451	-0.82	-0.98
57452	-0.19	-0.28
57453	-1.56	-1.59
57455	0.84	0.78
57456	-0.26	-0.26
57458	0.44	0.49
57459	1.07	1.02
57460	-0.04	-0.1
57462	0.05	0.03
57463	-0.04	-0.02
57464	-0.6	-0.68
57465	0.58	0.53
57466	0.8	0.81
57467	-1.07	-1.1
57468	-0.58	-0.65
57469	-0.44	-0.45
57470	1.21	1.24
57471	-1.56	-1.59
57472	0.68	0.84
57473	0.81	0.86
57475	-0.42	-0.4
57476	-0.05	-0.08
57477	0.69	0.53
57478	0.71	0.77
57479	1.34	1.37
57480	-0.12	-0.3
57484	1.17	1.18
57486	0.48	0.55
57488	1.75	1.73
57489	-0.2	-0.15
57491	0.13	0.51
57492	1.15	1.11
57493	0.81	0.59
57494	-0.94	-0.91
57495	-0.61	-0.7
57496	0.93	0.94
57497	-1.56	-1.59
57498	1.47	1.54
57504	0.54	0.52
57505	0.42	0.33
57506	0.56	0.63
57507	0.08	0.07
57508	0.39	0.54
57509	0.23	0.33
57510	1.26	1.28
57511	0.44	0.48
57512	-1.56	-1.59
57513	0.8	0.74
57514	1.25	1.02
57515	1.69	1.8
57519	0	-0.05
57520	-0.25	-0.3
57521	1.39	1.4
57522	0.38	0.51
57523	1.35	1.32
57524	-0.51	-0.53
57526	1.12	1.42
57528	-1.07	-0.98
57530	-1.07	-0.82
57531	-0.02	-0.03
57532	1.07	1.14
57533	0.64	0.61
57534	1.16	1.28
57535	-1.07	-0.86
57536	-0.21	-0.15
57537	1.24	1.03
57538	-0.82	-0.98
57539	0.11	0.09
57541	0.04	0.04
57542	0.59	0.54
57544	0.13	0.09
57545	0.26	0.14
57546	-0.09	-0.17
57547	-0.48	-0.48
57549	-0.44	-0.33
57551	0.92	1.22
57552	-0.08	-0.04
57553	0.43	0.45
57554	-0.53	-0.36
57555	1.27	1.05
57556	0.09	0.26
57558	-0.11	-0.1
57559	0.41	0.33
57560	0	0.01
57561	0.15	-0.03
57562	-0.58	-0.43
57563	-0.1	-0.15
57565	-1.56	-1.59
57567	0.63	0.68
57568	1.03	0.72
57569	-0.55	-0.58
57570	-0.1	-0.05
57571	-0.44	-0.41
57572	0.5	0.42
57573	-0.46	-0.42
57574	-0.82	-0.78
57575	-0.16	-0.05
57576	-0.54	-0.63
57577	-0.3	-0.27
57578	-0.75	-0.75
57579	0.16	0.25
57580	-0.11	-0.16
57582	-1.56	-1.1
57583	1.03	1
57584	1.08	1.2
57585	0.75	0.73
57586	0.13	-0.07
57587	0.08	0.15
57589	0.62	0.53
57590	1.08	1.09
57591	1.63	1.74
57592	0.47	0.49
57593	-0.21	-0.25
57594	-0.2	-0.24
57595	0.06	0.03
57596	-0.16	-0.22
57597	1.27	1.2
57599	0.97	0.9
57600	0.67	0.56
57602	0.99	0.93
57605	1.31	1.41
57606	0.77	0.83
57609	0.77	0.83
57610	1	0.96
57611	-0.94	-0.75
57613	0.18	0.22
57616	0.35	0.26
