gene	GSM3123142	GSM3123143	GSM3123144	GSM3123145	GSM3123146
2321	1.59	1.11	0.55	0.75	0.06
2322	-1.28	-1.4	-0.62	-0.68	-0.72
2323	-0.3	-0.35	-0.32	-0.4	-0.35
2324	-0.06	-0.12	-0.33	0.07	-0.41
2326	0.67	0.32	0.25	-0.07	0.46
2327	-1.28	-1.4	-0.56	-0.02	-0.63
2328	-1.28	-1.4	-1.53	-0.91	-0.98
2329	-1.28	-1.4	-1.53	-1.13	-1.58
2330	-0.5	-0.46	-0.27	-0.19	-0.37
2331	-0.58	-1.4	-0.47	-0.52	-0.63
2332	1.43	1.37	1.85	1.6	1.51
2335	2.87	2.52	2.97	3.09	2.47
2339	1.45	1.18	0.78	1.16	0.93
2342	0.52	0.5	0.4	0.39	0.33
2348	-1.28	-0.87	-0.92	-0.98	-0.43
2350	-0.44	-0.53	-0.5	-0.29	-0.49
2353	0.22	0.22	0.52	0.19	0.81
2354	-0.5	-0.51	-0.42	-0.4	-0.51
2355	1.43	1.06	1.48	1.24	0.42
2356	0.22	0.26	0.11	0.07	0.25
2357	-1.28	-1.4	-0.77	-0.54	-0.91
2358	-1.28	-1.4	-0.74	-0.49	-0.79
2395	0.3	0.72	0.24	0.04	0.25
2444	0.18	0.28	0.48	0.16	0.31
2475	0.55	0.59	0.65	0.68	0.34
2483	1.62	1.38	1.21	0.94	1.32
2487	-1.28	-1.4	-1.04	-1.24	-1.1
2488	-1.28	-1.4	-1.53	-1.78	-1.58
2491	0.37	0.5	0.46	0.44	0.64
2492	-1.28	-1.4	-1.53	-1.78	-1.58
2494	-1.28	-1.4	-0.92	-0.95	-1.1
2495	2.56	2.8	2.79	3.08	2.43
2512	2.98	2.88	3.04	3.16	2.77
2515	-1.28	-0.87	-1.53	-1.78	-1.58
2516	-1.28	-1.4	-1.04	-1.35	-1.58
2517	1.1	1.11	0.8	1.01	0.59
2519	0.58	0.5	0.71	0.62	0.84
2520	-1.28	-1.4	-1.53	-1.24	-1.58
2523	-0.3	-0.27	-0.42	-0.29	-0.3
2524	-0.34	-0.68	-0.27	0.14	-0.62
2526	-0.58	-0.59	-0.58	-0.62	-0.59
2529	-1.28	-1.4	-1.53	-0.98	-1.58
2530	0.02	-0.13	0.24	-0.04	0.42
2531	0.74	0.63	0.46	0.59	0.71
2532	-1.28	-1.4	-1.04	-0.95	-1.58
2533	0.44	0.74	0.07	-0.32	0.45
2534	0.33	0.22	0.72	0.47	0.42
2535	-0.04	0.1	-0.3	0.2	0
2538	-1.28	-1.4	-1.53	-1.78	-1.58
2539	0.37	0.46	0.62	0.67	0.27
2542	0.09	0.25	-0.06	-0.03	-0.07
2547	0.71	0.87	0.5	0.31	0.94
2548	0.86	0.95	0.68	0.99	0.84
2549	1.96	1.52	1.51	1.86	1.58
2550	-0.26	-0.17	0.11	-0.03	0.34
2551	0.52	0.56	1.1	1.05	0.79
2553	0.49	0.56	0.61	0.38	0.76
2554	-1.28	-1.4	-1.53	-1.78	-1.58
2555	-1.28	-0.68	-0.92	-0.95	-0.91
2556	-1.28	-0.87	-1.53	-1.35	-1.58
2557	-1.28	-1.4	-0.92	-1.35	-0.68
2558	-1.28	-1.4	-1.53	-1.78	-1.58
2559	-1.28	-1.4	-1.53	-1.78	-1.58
2560	-0.69	-0.68	-0.74	-0.71	-0.72
2561	-0.58	-0.87	-1.04	-1.09	-1.58
2562	-1.28	-0.87	-0.71	-0.89	-1.58
2563	-1.28	-1.4	-1.53	-1.78	-1.58
2565	-0.69	-1.4	-1.53	-1.78	-1.1
2566	-1.28	-1.4	-1.53	-1.78	-1.58
2567	-1.28	-1.4	-1.53	-1.35	-1.1
2568	1.83	1.81	1.67	1.93	1.21
2569	-1.28	-0.87	-1.53	-1.78	-1.58
2570	-1.28	-0.68	-0.77	-0.87	-0.82
2571	-1.28	-0.75	-0.85	-0.7	-0.22
2572	-1.28	-0.87	-1.53	-0.86	-0.98
2580	0.7	0.9	0.36	1.25	0.57
2581	0.31	0.21	-0.02	0.36	-0.2
2582	0.33	0.56	0.08	0.12	0.43
2583	1.58	1.22	0.97	1.55	0.99
2584	1.36	1.42	0.17	0.59	0.98
2585	0.24	-0.11	-0.05	-0.08	0
2587	-1.28	-1.4	-1.53	-1.78	-1.58
2588	0.07	0.05	-0.11	0.06	-0.19
2589	1.43	1.35	1.37	1.29	1.3
2590	1.7	1.21	1.29	0.35	0.94
2591	0.76	0.98	1.39	0.74	1.45
2592	0.11	0.18	0.27	0.01	-0.06
2593	-0.14	-0.27	-0.22	-0.36	-0.43
2595	-0.58	-0.33	-0.3	-0.27	-0.29
2596	-0.69	-1.4	-0.69	-1.24	-0.56
2597	3.05	3.25	3.21	2.73	3.13
2615	-0.5	-0.45	-0.33	-0.34	-0.63
2617	1.44	1.63	1.22	1.56	1.42
2618	1.16	1.15	0.9	0.93	0.93
2619	0.93	-0.03	0.36	0.69	0.8
2620	-0.3	-0.43	-0.45	-0.31	-0.23
2621	1.66	1.37	1.65	2.1	1.32
2622	-0.04	0.11	0.31	0.12	0.03
2623	-1.28	-1.4	-1.53	-1.24	-0.98
2624	-0.34	-0.75	-0.49	-0.28	-0.25
2625	0.95	0.82	1.38	-0.06	0.85
2626	-0.69	-0.68	-1.04	-0.75	-0.58
2627	-0.11	-0.56	-0.28	0.45	-0.41
2628	0.97	1.48	0.84	0.6	0.86
2629	0.86	0.51	0.94	0.69	0.74
2632	0.41	0.38	0.19	0.19	0.15
2634	0.71	1.52	0.34	0.71	0.23
2635	-0.69	-0.53	-0.54	-0.59	-0.57
2636	-1.28	-1.4	-0.92	-1.17	-1.1
2637	-0.69	-1.4	-1.53	-1.17	-0.98
2638	-1.28	-1.4	-1.53	-1.05	-1.58
2639	0.41	0.42	0.53	0.34	0.42
2642	-1.28	-1.4	-1.53	-1.09	-0.91
2643	0.66	0.71	1.13	0.43	0.65
2644	-0.3	-0.22	-0.36	-0.46	-0.4
2645	-0.69	-0.34	-0.65	-0.51	-0.86
2646	-1.28	-0.75	-0.69	-0.78	-0.76
2647	1.29	0.94	1.1	0.33	0.87
2648	0.66	0.95	0.71	0.67	1.18
2649	-0.39	-0.36	-0.29	-0.29	-0.27
2650	-0.08	0.09	0.23	0.03	0.51
2651	0.52	0.2	0.12	0.77	-0.19
2653	0.79	0.74	0.53	0.31	0.75
2657	-0.5	-0.75	-0.65	-0.66	-0.55
2658	-1.28	-1.4	-1.53	-1.78	-1.58
2660	-1.28	-1.4	-1.53	-1.35	-1.58
2661	-1.28	-0.75	-0.81	-0.82	-0.82
2662	-0.58	-0.75	-0.85	-0.19	-0.76
2664	1.17	1.08	1.57	1.56	1.48
2665	2.02	2.03	2.11	2.15	2.1
2668	-1.28	-0.75	-1.53	-1.13	-1.58
2669	-0.17	0.14	-0.01	0.17	-0.51
2670	-0.69	-0.75	-0.65	-0.57	-0.51
2671	0.69	1.11	0.59	0.46	0.94
2672	-1.28	-1.4	-0.92	-0.86	-1.1
2673	1.06	1.13	1.17	1.17	1.26
2674	0.37	0.37	1.16	-0.2	-0.57
2675	-0.14	0.32	-0.09	0.13	-0.09
2676	-1.28	-1.4	-0.64	-0.73	-0.82
2677	-0.04	-0.1	-0.05	-0.02	0.1
2678	0.07	-0.26	-0.34	-0.64	-0.38
2683	1.65	1.55	1.56	1.68	1.3
2686	-0.69	-0.48	-0.54	-0.56	-0.42
2687	-0.08	-0.33	-0.52	-0.56	-0.62
2690	0.2	0.24	0.55	0.17	0.26
2691	-1.28	-1.4	-1.53	-1.78	-1.58
2692	-1.28	-1.4	-1.53	-1.78	-1.58
2693	-1.28	-1.4	-1.53	-1.78	-1.58
2694	-1.28	-1.4	-1.53	-1.78	-1.58
2695	-1.28	-1.4	-1.53	-1.24	-0.91
2696	-1.28	-0.87	-1.04	-0.79	-0.79
2697	2.9	2.66	3.16	3.25	1.89
2700	-1.28	-1.4	-1.53	-1.35	-1.58
2701	-0.44	-0.36	-0.3	-0.52	-0.49
2702	-0.14	-0.43	-0.14	-0.5	-0.59
2703	-0.69	-0.75	-1.53	-0.95	-1.58
2705	-1.28	-1.4	-0.81	-1.13	-0.72
2706	0.9	0.7	1.65	-0.01	-0.14
2707	0.42	0.7	0.74	0.12	0.04
2709	-0.39	-0.24	-0.56	-0.47	-0.61
2710	-1.28	-1.4	-1.53	-1.78	-1.58
2712	-1.28	-1.4	-1.53	-1.78	-1.58
2717	0.07	0.12	0.39	0.17	0.12
2719	-0.17	-0.21	-0.22	-0.36	-0.44
2720	0.45	0.88	0.35	0.57	0.5
2729	0.04	0.21	0.43	0.4	0.09
2730	0.5	0.39	0.89	0.87	0.88
2731	-0.5	-0.45	-0.92	-0.82	-1.1
2733	0.54	0.55	0.45	0.57	0.98
2734	1.11	0.69	0.48	1.71	0.59
2735	-0.69	-0.87	-0.54	-0.51	-0.72
2736	-0.3	-0.3	0	0.27	-0.36
2737	0.24	-0.04	0.18	0.28	0.06
2739	1.12	1.11	0.88	0.76	1.08
2740	-1.28	-1.4	-1.53	-1.78	-1.58
2741	-1.28	-1.4	-1.53	-1.13	-1.58
2742	-1.28	-1.4	-1.53	-1.78	-1.58
2743	-0.26	-0.18	-0.08	-0.03	-0.09
2744	0.79	1.06	1.34	1.33	1.07
2745	1.13	0.63	1.53	0.89	0.07
2746	0.99	1.31	1.4	1.38	1.14
2752	1.2	1.24	1.06	1.67	0.9
2760	0.86	1.09	0.84	1.16	0.47
2762	1.05	1.13	0.2	0.91	0.34
2764	0.87	1.07	1.39	1.23	1.17
2765	-1.28	-1.4	-1.53	-1.35	-1.58
2766	-0.08	-0.34	-0.55	-0.39	-0.44
2767	1.14	1.03	0.76	1.06	0.82
2768	1.25	1.25	1.09	1.25	0.97
2769	-0.23	-0.29	-0.42	-0.44	-0.59
2770	-1.28	-0.87	-0.77	-0.86	-1.58
2771	2.4	2.28	2.39	2.56	2.2
2773	1.65	1.42	1.73	1.94	1.66
2774	-0.5	-0.18	-0.26	-0.25	-0.08
2775	-0.44	-0.68	-0.69	-0.26	-0.45
2776	0.28	0.44	0.56	0.85	0.42
2778	1.62	1.63	2.15	2.12	2.3
2779	-0.3	-0.31	-0.45	-0.6	-0.26
2780	-1.28	-0.87	-1.04	-1	-0.82
2781	-0.39	-0.25	-0.45	-0.39	-0.47
2782	2.34	2.39	2.4	2.52	2.16
2783	2.78	2.7	2.6	2.72	2.36
2784	-1.28	-1.4	-1.53	-1.03	-1.58
2785	-0.69	-0.87	-1.04	-0.93	-1.58
2786	-1.28	-0.87	-1.53	-0.76	-1.1
2787	1.93	1.63	2.32	1.63	1.89
2788	-0.44	-0.87	-0.59	-0.32	-0.27
2790	0.18	0.56	0.24	-0.2	0.39
2791	0.8	0.6	0.42	0.39	1.24
2792	-1.28	-1.4	-1.53	-1.35	-1.58
2793	0.09	0.17	-0.03	-0.35	-0.2
2794	2	1.87	1.48	1.32	1.49
2796	-0.69	-0.63	-0.12	-0.5	-0.39
2798	-1.28	-1.4	-1.53	-1.78	-1.58
2799	1.15	1.06	1.26	1.46	0.77
2800	-0.11	-0.04	0.14	0.25	0.3
2801	0.69	0.38	0.44	0.73	0.46
2802	0.58	0.54	0.71	0.78	0.33
2803	0.72	0.54	0.87	0.84	0.65
2804	0.94	0.78	1.09	1.21	0.7
2805	0.16	0.4	0.49	0.59	-0.02
2806	1.49	1.47	1.26	1.6	1.65
2810	2.3	2.26	0.86	1.53	0.52
2811	-0.3	-0.59	-0.64	-0.5	-0.86
2812	0.02	-0.48	-0.38	-0.46	-0.35
2813	-1.28	-1.4	-1.53	-1.78	-1.58
2814	-1.28	-1.4	-0.81	-0.83	-1.1
2815	-1.28	-1.4	-1.53	-1.17	-0.72
2817	1.47	1.2	1.19	1.34	1.06
2819	-0.26	-0.21	-0.27	-0.33	0.26
2820	0.22	0.2	0.29	0.39	0.32
2821	1.96	1.99	1.93	2.06	2.18
2822	-0.44	-0.38	-0.45	-0.21	-0.39
2823	-1.28	-1.4	-1.53	-1.17	-1.58
2824	-0.34	-0.41	-0.05	-0.37	0.63
2825	-1.28	-1.4	-1.53	-1.09	-1.58
2826	-1.28	-1.4	-1.04	-1.05	-1.1
2827	-1.28	-0.75	-0.85	-0.86	-0.76
2828	-0.58	-0.56	-0.6	-0.62	-0.51
2829	-1.28	-0.87	-0.85	-1.09	-1.1
2830	-1.28	-1.4	-1.53	-1.78	-1.58
2831	-1.28	-1.4	-1.04	-1.17	-0.86
2833	-1.28	-1.4	-0.81	-1.13	-1.1
2834	-1.28	-1.4	-1.53	-1.78	-1.58
2835	-1.28	-1.4	-1.53	-1.78	-1.58
2837	0.11	0.21	-0.6	-0.3	-0.98
2838	-1.28	-1.4	-1.53	-1.78	-1.58
2840	-1.28	-1.4	-1.53	-1.78	-1.58
2841	-1.28	-0.68	-0.58	-1	-0.98
2842	-0.23	-0.02	-0.27	0.03	-0.2
2843	-1.28	-0.56	-0.85	-0.69	-0.72
2844	-1.28	-1.4	-1.04	-1.17	-0.91
2845	-0.69	-1.4	-1.53	-1.78	-1.58
2846	-1.28	-0.87	-0.85	-0.73	-0.6
2847	-0.69	-1.4	-1.53	-0.86	-1.58
2848	-1.28	-1.4	-1.53	-1.24	-1.58
2849	-0.58	-0.87	-0.58	-0.85	-0.82
2850	-1.28	-1.4	-0.85	-1.09	-1.58
2852	-0.11	-0.29	-0.27	-0.37	-0.6
2853	-1.28	-1.4	-1.53	-1.09	-1.58
2856	-1.28	-1.4	-0.92	-1.78	-1.58
2857	-0.17	-0.53	-0.33	-0.47	-0.43
2859	-0.11	0	0.09	-0.21	-0.28
2861	-0.26	-0.32	-0.59	-0.75	-0.33
2863	-1.28	-0.27	-0.41	-0.5	-0.49
2864	-1.28	-1.4	-0.85	-1.09	-1.58
2865	-1.28	-1.4	-1.53	-1.78	-1.58
2867	-1.28	-0.68	-1.04	-1.05	-1.58
2868	-0.69	-0.43	-0.34	-0.43	-0.39
2869	-0.04	0.34	0.94	0.2	-0.18
2870	0.91	1.01	0.64	1.4	1.04
2872	1.35	1.34	1.78	1.91	1.47
2873	1.31	1.35	1.15	1.32	1.31
2874	0.56	0.74	0.92	0.75	0.7
2875	-0.06	-0.22	-0.04	-0.19	0.02
2876	2.43	2.32	1.7	1.95	2.01
2877	-1.28	-0.41	-0.71	-0.62	0.72
2878	0.93	0.31	0.49	1.15	0.19
2879	2.82	2.63	2.25	2.09	2.57
2880	-1.28	-1.4	-1.53	-1.78	-1.58
2882	-0.26	-0.28	-0.34	-0.42	-0.31
2885	1.36	1.36	0.95	1.31	1.08
2886	0.65	0.84	0.62	0.99	0.74
2887	0.02	0.44	-0.29	-0.05	-0.36
2888	-0.2	-0.48	-0.4	-0.54	-0.28
2889	0.5	0.34	0.38	0.56	0.68
2890	-0.69	-0.87	-0.55	-0.65	-1.1
2891	-0.69	-0.87	-0.85	-0.93	-1.58
2892	-0.44	-0.87	-0.6	-0.75	-0.74
2893	-1.28	-1.4	-1.53	-0.75	-0.27
2894	-1.28	-1.4	-1.53	-1.05	-1.1
2895	-1.28	-1.4	-0.6	-1.78	-0.52
2896	2.07	2.19	2.21	2.4	1.85
2897	-1.28	-1.4	-1.53	-1.35	-1.58
2898	-1.28	-1.4	-1.53	-1	-0.86
2899	-0.44	-0.43	0.04	-0.56	0.04
2900	-1.28	-0.87	-0.85	-1.03	-0.91
2901	0.24	0.08	0.1	0.16	0.52
2902	-1.28	-0.75	-0.81	-1.03	-0.82
2903	-0.69	-1.4	-0.71	-0.78	-0.82
2904	-0.69	-1.4	-0.85	-1	-0.98
2905	-1.28	-0.87	-1.53	-1.09	-1.58
2906	-0.39	-0.63	-0.44	-0.51	-0.46
2907	1.14	1.12	1.54	1.24	1.48
2908	0.96	0.87	1.74	0.97	1.12
2909	0.76	0.54	0.84	1.2	0.9
2911	-1.28	-1.4	-1.53	-1.35	-1.58
2912	-1.28	-1.4	-1.53	-1.78	-1.58
2913	-1.28	-1.4	-1.53	-1.78	-1.58
2914	-1.28	-1.4	-1.53	-1.24	-1.58
2915	-1.28	-1.4	-1.53	-1.09	-0.7
2916	-1.28	-1.4	-1.53	-1.17	-0.98
2917	-0.69	-1.4	-1.53	-1.78	-1.58
2918	-0.39	-0.59	-1.53	-0.21	-1.1
2920	-0.14	0.4	0.22	-0.09	-0.05
2921	-0.69	-0.87	-0.85	-0.48	-0.57
2922	-1.28	-1.4	-1.53	-1.78	-1.58
2923	2.15	2.2	2.48	2.13	2.37
2925	-1.28	-1.4	-1.53	-1.09	-1.58
2926	1.22	1.36	1.45	1.51	1.43
2928	-1.28	-1.4	-1.53	-1.24	-1.58
2931	1.34	1.33	1.41	1.53	1.44
2932	1.5	1.02	1.49	1.61	0.85
2934	1.66	1.36	1.65	1.92	1.33
2935	1.39	1.35	1.11	1.44	1.27
2936	1.91	2.03	1.49	1.88	1.4
2937	0.37	0.49	0.2	0	0.47
2940	-0.69	-0.87	-0.92	-0.64	-0.68
2944	-1.28	-0.59	-0.45	-0.46	-0.52
2946	-0.58	-0.63	-0.74	-0.38	-0.58
2947	1.07	0.91	0.91	0.8	1.37
2948	-0.11	-0.04	-0.34	-0.23	-0.14
2949	0.3	0.11	0.23	0.49	0.04
2950	1.59	1.76	1.66	1.24	1.08
2953	-0.69	-0.51	-0.34	-0.61	0.04
2954	0.44	0.6	0.05	0.12	0
2956	1.47	1.35	1.14	1.23	1.11
2957	0.3	0.23	0.36	0.58	0.33
2958	1.17	1.21	1.22	0.66	1.17
2959	0.88	0.82	0.99	0.73	1.13
2960	-0.2	-0.12	-0.16	0.12	-0.09
2961	1.17	1.09	1.05	1.1	1.14
2962	0.74	0.93	1.26	0.59	0.88
2963	0.54	0.83	0.68	0.28	0.57
2965	0.49	0.23	0.57	0.57	0.68
2966	0.07	0.03	-0.03	0.05	0.15
2967	0.3	0.52	0.42	0.28	0.38
2968	0.35	0.7	0.14	0.07	0.48
2969	1.29	1.24	1.23	1.75	1.38
2971	1.2	1.65	1.01	0.95	1.14
2972	0.62	0.4	0.36	0.23	0.41
2975	0.77	0.63	0.58	0.82	1.05
2976	1.04	1.17	1.42	1.43	1.1
2977	-1.28	-1.4	-1.53	-1.78	-0.67
2978	0.07	0.41	-0.21	-0.43	-0.01
2979	-1.28	-0.75	-1.53	-1.78	-0.98
2980	-1.28	-1.4	-0.92	-1.35	-1.58
2981	-1.28	-1.4	-1.53	-1.35	-1.58
2984	-1.28	-1.4	-1.53	-1.24	-1.1
2986	-1.28	-1.4	-1.53	-1.78	-1.58
2987	0.97	1.22	0.33	0.26	0.72
2990	0.98	1.22	0.44	0.8	0.38
2992	0.11	0.25	0.33	0.41	0.24
2995	-0.39	-0.87	-0.3	-0.35	-0.59
2997	0.35	0.32	0.22	0.42	0.38
2998	-1.28	-1.4	-1.04	-1.78	-1.1
2999	-0.04	0.06	-0.4	0.28	-0.63
3000	-0.58	-1.4	-1.53	-1.78	-1.58
3001	-1.28	-1.4	-1.53	-0.82	-0.98
3003	-1.28	-1.4	-1.53	-1.35	-1.58
3004	-0.69	-0.63	-0.44	-0.53	-0.65
3005	2.75	2.51	2.36	2.48	2.41
3006	1.14	1.05	0.08	0.89	1.11
3007	0.45	0	-0.45	-0.64	-0.53
3010	-1.28	-1.4	-1.53	-1.17	-0.91
3012	-0.06	-0.31	-0.54	-1.09	-0.61
3013	-0.2	-0.32	-0.67	-1	-0.74
3014	1.81	1.94	1.67	1.43	2.05
3015	3	2.77	3.02	2.71	3
3017	-0.39	-0.34	-0.38	-0.29	-0.35
3018	-0.26	-0.51	-0.64	-1	-0.7
3021	3.44	3.42	3.25	3.5	3.31
3026	-1.28	-1.4	-1.53	-1.13	-1.58
3028	1.27	1.24	1.27	0.84	1.04
3029	0.79	0.86	0.78	0.63	0.92
3030	1.12	1.23	0.79	1.16	0.79
3032	1.24	1.1	0.57	0.86	0.62
3033	1.42	1.02	0.71	0.84	1.43
3034	-0.14	-0.43	-0.34	-0.18	-0.43
3035	0.85	0.94	0.43	0.77	1.13
3036	-0.34	-0.45	-0.47	-0.51	-0.52
3037	-0.11	-0.12	-0.18	-0.47	-0.53
3038	-0.5	-0.87	-0.92	-0.6	-0.68
3040	2.03	1.17	1.26	-0.81	2.42
3043	1.82	0.91	0.4	-0.93	2.27
3046	-1.28	-1.4	-1.53	-1.78	-1.58
3048	-1.28	-1.4	-1.53	-1.78	-1.58
3049	-1.28	-1.4	-1.53	-1.78	-1.1
3050	-1.28	-1.4	-1.53	-1.35	-1.58
3052	0.47	0.44	0.47	0.59	0.36
3053	-0.58	-1.4	-0.85	-0.53	-0.82
3054	1.17	0.98	1.51	1.39	1.45
3055	-0.34	-0.01	-0.23	-0.33	-0.31
3059	0.02	0.2	-0.1	-0.21	-0.23
3060	-1.28	-1.4	-1.53	-1.78	-1.58
3061	-1.28	-1.4	-1.53	-1.35	-1.58
3062	-1.28	-1.4	-1.53	-1.78	-0.98
3064	0.73	0.64	0.54	0.75	0.37
3065	1.12	1.22	0.81	1.16	0.97
3066	1.14	1.14	1.48	1	1.56
3067	-0.69	-1.4	-0.62	-0.73	-0.7
3068	2.51	2.22	2.28	2.21	2.16
3069	1.8	1.79	1.68	2.05	1.89
3070	1.24	1.29	1.54	1.43	1.14
3071	-0.23	0	0.04	-0.06	-0.21
3073	1.35	1.13	0.53	1	0.57
3074	1.59	1.54	1.29	1.49	1.1
3075	-0.23	-0.35	-0.1	-0.15	-0.34
3077	-0.58	-0.32	-0.41	-0.23	-0.34
3078	-0.69	-1.4	-1.53	-1.24	-1.1
3081	-1.28	-0.87	-0.81	-0.85	-0.91
3082	-1.28	-0.75	-0.71	-0.74	-1.58
3083	-0.69	-1.4	-0.55	-0.67	-0.91
3087	-0.34	-0.53	-0.5	-0.54	-0.61
3090	-0.5	-1.4	-0.45	-0.49	-0.59
3091	0.89	0.72	0.91	0.85	0.83
3092	0.26	0.42	0.23	0.29	0.45
3093	1.62	1.59	1.63	1.5	1.37
3094	2.35	2.46	1.99	1.95	2.13
3096	0.11	-0.03	0.15	0.7	0.23
3097	0.45	0.2	0.43	0.34	0.36
3098	0.72	0.43	0.75	0.93	1.24
3099	0.6	0.53	0.45	0.33	0.2
3101	-0.3	-0.35	-0.54	-0.36	-0.48
3104	0.11	0.09	0.21	-0.04	0.32
3105	3.65	3.85	3.32	3.64	3.34
3108	-0.01	0.54	-0.08	-0.24	-0.09
3109	0.73	1.07	0.11	-0.01	0.45
3110	-1.28	-1.4	-1.53	-1.78	-1.58
3111	-0.69	-0.3	-0.56	-0.82	-0.72
3112	-1.28	-0.68	-0.36	-0.9	-0.98
3117	1.02	2.07	1.47	0.02	0.49
3119	1.36	2.18	1.29	0.27	0.64
3122	-0.69	-0.68	-0.67	-0.84	-1.1
3127	-0.5	-0.21	-0.47	-0.68	-0.62
3131	-0.44	-0.75	-0.59	-0.38	-0.1
3133	0.31	0.63	0.22	0.38	0.3
3134	0.24	-0.28	-0.35	-0.39	-0.12
3135	-0.34	0.47	-0.21	-0.11	-0.13
3140	-0.23	-0.33	-0.22	-0.05	-0.14
3141	-0.34	-0.2	-0.38	-0.17	-0.37
3142	-0.39	-0.39	-0.52	-0.45	-0.47
3145	0.87	1.04	0.32	0.43	0.69
3148	2.62	2.6	2.88	2.41	2.8
3150	2.54	2.47	2.18	2.5	2.34
3155	0.7	0.57	0.05	0.25	-0.01
3156	0.82	0.81	0.7	0.71	0.92
3157	0.79	0.59	1.17	0.77	0.9
3158	-0.69	-1.4	-0.65	-1.35	-1.58
3159	0.04	0.23	-0.29	0.11	-0.01
3161	0.26	0.52	0.43	0.55	0.49
3162	0.83	0.67	0.66	1.76	0.37
3163	1.05	0.93	0.62	0.86	0.8
3164	-0.11	-0.01	0.25	-0.09	1.41
3166	-1.28	-1.4	-1.53	-1.78	-1.58
3167	-0.69	-0.63	-0.77	-0.64	-0.91
3169	-1.28	-0.32	-0.54	-1	0.43
3170	-1.28	-0.34	-1.04	-0.93	-0.67
3171	-1.28	-0.51	-0.59	-0.53	0
3172	-1.28	-1.4	-1.53	-1.78	-1.58
3174	-1.28	-1.4	-1.53	-1.03	-1.58
3175	-1.28	-1.4	-1.04	-1.78	-1.58
3176	-1.28	-0.87	-0.77	-0.73	-0.64
3177	-0.5	-0.22	-0.09	-0.24	-0.25
3181	2.87	2.85	3.17	2.95	3.04
3182	2.65	2.69	2.62	2.68	2.6
3183	2.06	2.19	2.24	1.93	2.27
3184	1.6	1.68	1.99	1.6	1.78
3185	2.68	2.75	2.92	2.83	2.73
3187	1.77	1.7	2.18	1.61	2.26
3188	1.88	1.59	2.05	1.61	1.8
3189	0.16	0.07	0.75	0.04	0.63
3190	2.39	2.34	2.47	2.65	2.49
3191	2.08	2.16	2.21	2.09	2.25
3192	2.28	2.37	2.57	2.45	2.57
3195	-1.28	-1.4	-1.04	-1.78	-1.58
3196	-1.28	-1.4	-1.53	-1.35	-1.58
3198	-1.28	-0.75	-0.92	-0.73	-0.51
3199	-1.28	-0.68	-0.92	-0.89	0.25
3200	-1.28	-0.87	-0.71	-0.61	0.56
3201	-1.28	-0.75	-0.92	-0.71	-0.06
3202	-1.28	-0.87	-0.67	-0.76	0.24
3203	-1.28	-1.4	-1.53	-1.78	-1.58
3204	-0.69	-0.87	-0.92	-0.71	0.06
3205	-1.28	-0.87	-1.04	-0.78	0.52
3206	-1.28	-1.4	-0.81	-0.74	0.69
3207	-1.28	-1.4	-1.53	-1.78	-0.3
3208	-1.28	-1.4	-1.53	-1	-0.98
3209	-1.28	-1.4	-1.53	-1.78	-1.58
3211	-1.28	-0.68	-0.92	-1.09	-1.58
3212	0.45	0.73	-0.08	-0.72	0.68
3213	0.07	0.34	-0.18	-0.69	0.23
3214	-0.39	-0.03	-0.41	-0.62	-0.21
3215	-1.28	-0.14	-0.85	-1	-0.67
3216	-1.28	-0.29	-0.81	-0.91	-0.98
3217	-0.44	-0.01	-0.92	-0.73	-0.61
3218	-1.28	-0.39	-0.58	-0.82	-0.76
3219	-1.28	-0.22	-0.92	-0.73	-1.58
3221	-1.28	-0.87	-0.81	-0.77	-0.64
3222	-1.28	-0.87	-0.67	-0.93	-0.82
3223	-0.58	-0.87	-0.74	-0.7	-0.56
3224	-0.69	-0.68	-0.62	-0.66	-0.6
3225	-0.5	-0.59	-0.67	-0.54	0.09
3226	-1.28	-1.4	-0.85	-1.24	-0.98
3227	-1.28	-1.4	-1.53	-1.78	-1.1
3228	-1.28	-1.4	-1.53	-1.78	-1.58
3229	-1.28	-1.4	-0.85	-1.09	-1.58
3231	-1.28	-1.4	-1.53	-1.78	-1.58
3232	-1.28	-1.4	-1.53	-1.78	-1.58
3233	-1.28	-0.87	-0.85	-0.98	-1.58
3234	-1.28	-0.87	-0.74	-0.57	-0.64
3235	-0.69	-0.87	-1.53	-0.78	-0.91
3236	-1.28	-1.4	-1.04	-1.03	-1.58
3237	-1.28	-1.4	-1.04	-1.35	-1.58
3238	-1.28	-1.4	-1.53	-1.78	-1.58
3239	-1.28	-1.4	-1.53	-1.78	-1.58
3240	0.45	1.16	0.47	0.86	-0.01
3241	0.37	0.62	0.2	0.4	0.47
3242	-1.28	-1.4	-1.53	-1.24	-1.58
3248	-0.5	-0.08	-0.17	-0.17	-0.51
3249	0.41	0.74	0.38	0.22	0.9
3251	1.6	1.65	1.68	1.54	1.52
3257	0.33	0.4	0.09	0.53	-0.1
3263	-1.28	-0.63	-0.52	-0.64	-0.65
